,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_benefitsSuspension,Correct_medicareReview,percentCorrect
55,2022-07-25 21:49:00,7/25/2022 22:01,IP Address,100,671,True,7/25/2022 22:01,R_1KfkdSZH5kMLzxa,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Once a week,,arm1_control,62c4f82ca86e047e4e1df9b1,62c4f82ca86e047e4e1df9b1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:01,7/25/2022 22:02,IP Address,100,90,True,7/25/2022 22:02,R_2EEnxJpft69O6pu,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",38.0,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,,Real,,,True,True,7/25/2022 22:08,7/25/2022 22:10,IP Address,100.0,116.0,True,7/25/2022 22:10,R_2RReRg4iftetHeZ,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,4,4,4.0,0.0,Keep,False,False,24,False,60,W,U,12.0,38.0,1,1444.0,4.0943445622221,10,3.6,2.875,5,2.3333333333333335,6,4,0,5,1,2,2,2,0,4,2,1,1,1,1,9,1,0,True,False,True,False,True,False,False,True,True,True,60.0
41,2022-07-25 21:50:00,7/25/2022 21:54,IP Address,100,217,True,7/25/2022 21:54,R_2UVhJUNnpu6Nm1w,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a week,,arm4_interactive,62df1e28cd9469c8a82f35dc,62df1e28cd9469c8a82f35dc,3,0,Real,,,Real,,,Both,,,Real,,,Both,,,Scam,,,Real,,,Real,,,True,True,7/25/2022 21:58,7/25/2022 21:59,IP Address,100,34,True,7/25/2022 21:59,R_10OZ3Oy03hL5x1h,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,35.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:01,7/25/2022 22:02,IP Address,100.0,81.0,True,7/25/2022 22:02,R_3P4QkwuVD7xU4Lp,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,1,3.0,0.0,Keep,False,False,24,False,60,W,E,16.0,35.0,0,1225.0,4.0943445622221,8,1.9,3.625,5,2.0,8,1,1,4,4,4,3,1,0,5,3,2,2,2,1,5,5,0,True,True,True,True,True,False,True,True,True,False,80.0
51,2022-07-25 21:51:00,7/25/2022 21:58,IP Address,100,412,True,7/25/2022 21:58,R_3F3ePLhI3SDESj5,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,Windows NT 10.0,1280x720,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Once a month,,arm1_control,60fd8dc2b12af8c3af8091eb,60fd8dc2b12af8c3af8091eb,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:58,7/25/2022 21:59,IP Address,100,34,True,7/25/2022 21:59,R_4NNYOp7oPYdoUdH,,,,,anonymous,EN,"Not employed, looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",19.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Real,,,True,True,7/25/2022 21:59,7/25/2022 22:01,IP Address,100.0,83.0,True,7/25/2022 22:01,R_20Vh7Cdr01yc6Kx,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Often,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,1,3.0,0.0,Keep,False,False,24,False,175,W,U,12.0,19.0,1,361.0,5.1647859739235145,10,5.5,4.25,4,2.3333333333333335,8,1,1,4,4,3,4,1,0,4,4,1,2,2,2,5,5,0,True,True,True,True,True,True,True,False,False,True,80.0
48,2022-07-25 21:51:00,7/25/2022 21:57,IP Address,100,375,True,7/25/2022 21:57,R_2Bu4quB99L6OkP2,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Agree,Agree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Once a month,,arm4_interactive,6113134d4dfbf3cab02f77e2,6113134d4dfbf3cab02f77e2,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/25/2022 22:04,7/25/2022 22:06,IP Address,100,83,True,7/25/2022 22:06,R_Rz6lelaNBDntHmp,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,25.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Real,,,True,True,7/25/2022 22:15,7/25/2022 22:18,IP Address,100.0,168.0,True,7/25/2022 22:18,R_UFRIRtBPLSHvMzf,,,,,anonymous,EN,,,,,No,Often,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,False,False,4,4,4.0,0.0,Keep,False,False,24,False,30,W,E,16.0,25.0,1,625.0,3.4011973816621555,8,5.3,4.875,4,2.0,9,1,0,5,4,4,3,2,0,6,3,2,2,2,1,6,4,0,True,True,True,True,True,False,True,True,True,True,90.0
45,2022-07-25 21:51:00,7/25/2022 21:55,IP Address,100,251,True,7/25/2022 21:55,R_2fqiz6fDhcG7Kdx,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Once a month,,arm1_control,611376827b20d44bbbdc2ab6,611376827b20d44bbbdc2ab6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:55,7/25/2022 21:56,IP Address,100,72,True,7/25/2022 21:56,R_3haWfITPgCkr2Ox,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,20.0,Male,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Scam,,Details,Scam,,,Real,,,True,True,7/25/2022 22:01,7/25/2022 22:02,IP Address,100.0,87.0,True,7/25/2022 22:02,R_3imYtRNVszaSojp,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,$220 ,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,True,True,2,3,3.0,0.0,Keep,False,False,24,False,90,W,U,13.0,20.0,0,400.0,4.499809670330265,7,4.5,3.0,4,3.0,6,3,1,4,2,1,3,2,0,4,2,0,1,2,1,7,3,0,True,False,True,True,True,False,False,False,True,True,60.0
39,2022-07-25 21:51:00,7/25/2022 21:53,IP Address,100,157,True,7/25/2022 21:53,R_2zbDOOrlFryasYQ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,,arm4_interactive,5b33034d975e260001e981c9,5b33034d975e260001e981c9,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,Real,,Details,Real,,Details,True,True,7/25/2022 21:56,7/25/2022 21:56,IP Address,100,25,True,7/25/2022 21:56,R_Ox9vaQAUtUAOUb7,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,26.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/25/2022 21:58,7/25/2022 21:59,IP Address,100.0,36.0,True,7/25/2022 21:59,R_BQa4TldJbBlgpvH,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,0,0.0,0.0,Keep,False,False,24,False,60,W,U,13.0,26.0,1,676.0,4.0943445622221,7,5.4,4.125,5,2.0,8,2,0,5,3,3,3,2,0,5,3,1,2,2,1,7,3,0,True,True,True,True,True,False,False,True,True,True,80.0
44,2022-07-25 21:51:00,7/25/2022 21:55,IP Address,100,184,True,7/25/2022 21:55,R_2wHr4cw7FEmlnoI,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm1_control,60fc7a9a158b3b6d7ac83046,60fc7a9a158b3b6d7ac83046,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:55,7/25/2022 21:55,IP Address,100,50,True,7/25/2022 21:55,R_0VarHiC3LtsVjDH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,21.0,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Real,,,Scam,,,True,True,7/25/2022 22:00,7/25/2022 22:01,IP Address,100.0,53.0,True,7/25/2022 22:01,R_1LtH3Ov8NjsDb6H,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,2,1.0,0.0,Keep,False,False,24,False,90,W,E,16.0,21.0,1,441.0,4.499809670330265,7,3.7,4.375,A few times a year,1.6666666666666667,4,5,1,4,0,2,2,0,0,2,2,1,1,1,1,9,1,0,True,False,True,False,True,False,False,True,False,False,40.0
47,2022-07-25 21:52:00,7/25/2022 21:57,IP Address,100,284,True,7/25/2022 21:57,R_3sic2aJkQViwrXX,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,605fde8161a2b42f097e0314,605fde8161a2b42f097e0314,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:57,7/25/2022 21:58,IP Address,100,67,True,7/25/2022 21:58,R_3O8Kgqa6GvuFoZM,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Other,Bachelor degree,25.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,Real,,,True,True,7/25/2022 22:02,7/25/2022 22:03,IP Address,100.0,67.0,True,7/25/2022 22:03,R_AiFVysQgt6fUWEV,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,3,2.0,0.0,Keep,False,False,24,False,70,Other,E,16.0,25.0,1,625.0,4.248495242049359,8,4.6,3.25,4,1.6666666666666667,7,3,0,5,2,3,2,2,0,4,3,1,2,1,1,8,2,0,True,True,True,False,True,False,False,True,True,True,70.0
49,2022-07-25 21:53:00,7/25/2022 21:57,IP Address,100,255,True,7/25/2022 21:57,R_5jP0L4pVodBiASZ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Once a month,,arm4_interactive,572d5b9e109ab60010517718,572d5b9e109ab60010517718,2,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/25/2022 22:01,7/25/2022 22:02,IP Address,100,34,True,7/25/2022 22:02,R_2c6MqmFRemmEf4z,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),,49.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/25/2022 22:06,7/25/2022 22:08,IP Address,100.0,120.0,True,7/25/2022 22:08,R_24kIJl0UVapmzUm,,,,,anonymous,EN,Other,No,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,3,1,4.0,0.0,Keep,False,False,24,False,30,W,E,,49.0,1,2401.0,3.4011973816621555,7,2.8,3.375,4,3.0,6,3,1,4,2,3,3,0,0,3,3,1,2,2,1,7,3,0,True,True,True,True,True,False,False,True,False,False,60.0
52,2022-07-25 21:56:00,7/25/2022 22:00,IP Address,100,233,True,7/25/2022 22:00,R_2gjBrgI3NRxw19v,,,,,anonymous,EN,,Yes,,Safari,14.1.2,Macintosh,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm1_control,5c6f97ffd8ae4f000192fe18,5c6f97ffd8ae4f000192fe18,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:00,7/25/2022 22:01,IP Address,100,56,True,7/25/2022 22:01,R_125WT35G1SLhGLg,,,,,anonymous,EN,Retired,"$0 - $19,999",Hispanic,Bachelor degree,53.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/25/2022 22:05,7/25/2022 22:06,IP Address,100.0,73.0,True,7/25/2022 22:06,R_UswPmgLW1jvv16N,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,3,2.0,0.0,Keep,False,False,24,False,10,H,R,16.0,53.0,0,2809.0,2.302585092994046,9,6.0,3.25,5,1.6666666666666667,8,2,0,5,3,3,3,2,0,5,3,1,2,2,1,7,3,0,True,True,True,True,True,False,False,True,True,True,80.0
53,2022-07-25 21:57:00,7/25/2022 22:00,IP Address,100,152,True,7/25/2022 22:00,R_2scpubt1kcGmn34,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1680x1050,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,62bdd8ea1de5b02c9ccb99fc,62bdd8ea1de5b02c9ccb99fc,3,0,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,Details,Scam,,Details,True,True,7/25/2022 22:01,7/25/2022 22:02,IP Address,100,24,True,7/25/2022 22:02,R_1rkXc2hxG0XtEwI,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,23.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:03,7/25/2022 22:04,IP Address,100.0,58.0,True,7/25/2022 22:04,R_3negCEvwSxbHzgn,,,,,anonymous,EN,Other,No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,0,1.0,0.0,Keep,False,False,24,False,90,W,U,18.0,23.0,0,529.0,4.499809670330265,8,3.1,2.375,4,1.6666666666666667,7,2,1,4,3,3,3,1,0,4,3,1,2,2,1,6,4,0,True,True,True,True,True,False,False,True,True,False,70.0
57,2022-07-25 21:57:00,7/25/2022 22:01,IP Address,100,272,True,7/25/2022 22:01,R_2fdkJbJeH9JlsNd,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Some,Frustrated,Most of the time,Government should do more to solve problems.,Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A few times a year,,arm1_control,6119efd15a0a464b68fd0c6e,6119efd15a0a464b68fd0c6e,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:01,7/25/2022 22:02,IP Address,100,75,True,7/25/2022 22:02,R_10UVk132tz7J6FA,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",37.0,Female,True,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/25/2022 22:05,7/25/2022 22:07,IP Address,100.0,126.0,True,7/25/2022 22:07,R_55dVRFXRwUYpyHn,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,4,4.0,0.0,Keep,False,False,24,False,30,W,U,12.0,37.0,1,1369.0,3.4011973816621555,10,5.9,2.125,A few times a year,1.0,6,1,3,2,4,2,3,1,0,3,3,1,1,1,2,3,7,0,True,False,False,True,True,True,True,False,True,False,60.0
59,2022-07-25 21:57:00,7/25/2022 22:02,IP Address,100,282,True,7/25/2022 22:02,R_2CHzMxWttqvdGbI,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1920x1080,Some,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Once a month,,arm1_control,62a2832342dd3f99e7cd6822,62a2832342dd3f99e7cd6822,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:02,7/25/2022 22:04,IP Address,100,153,True,7/25/2022 22:04,R_2ARMoXX0JBUf51F,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,39.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:09,7/25/2022 22:10,IP Address,100.0,90.0,True,7/25/2022 22:10,R_3kuZC3pTcIPAZdO,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",Yes,200,Yes,No,Hardly ever,Often,Often,"Yes, use the responses.",True,1,True,True,True,3,4,3.0,0.0,Keep,False,False,24,False,30,W,U,13.0,39.0,0,1521.0,3.4011973816621555,8,2.6,2.375,4,2.3333333333333335,7,2,1,4,3,3,3,1,0,4,3,1,2,2,1,6,4,0,True,True,True,True,True,False,False,True,True,False,70.0
65,2022-07-25 21:59:00,7/25/2022 22:04,IP Address,100,295,True,7/25/2022 22:04,R_u33YYn2GS5sF6RX,,,,,anonymous,EN,,Yes,,Chrome,101.0.0.0,Macintosh,1440x900,Very little,Angry,Never,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Once a month,,arm4_interactive,611495adce8e62c7c58a75a7,611495adce8e62c7c58a75a7,4,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,Details,Real,,Details,True,True,7/25/2022 22:08,7/25/2022 22:08,IP Address,100,34,True,7/25/2022 22:08,R_27UtdYkuVN25ZAc,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,43.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,Details,Real,,,Real,,,True,True,7/25/2022 22:12,7/25/2022 22:13,IP Address,100.0,59.0,True,7/25/2022 22:13,R_vNy3jzdgogKpGw1,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Not Sure,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,1,1.0,0.0,Keep,False,False,24,False,60,W,U,13.0,43.0,0,1849.0,4.0943445622221,6,2.0,4.75,4,1.3333333333333333,9,1,0,5,4,4,4,1,0,5,4,2,2,2,2,6,4,0,True,True,True,True,True,True,True,True,False,True,90.0
