,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
26,2022-07-25 21:41:00,7/25/2022 21:43,IP Address,100,118,True,7/25/2022 21:43,R_dd8TnPqrUj5CsbD,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Once a week,,arm1_control,5f6166e6d710061060865e1f,5f6166e6d710061060865e1f,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:43,7/25/2022 21:44,IP Address,100,28,True,7/25/2022 21:44,R_33vV0EMbt5ozBWA,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",Asian American or Asian,Bachelor degree,20.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/25/2022 21:48,7/25/2022 21:48,IP Address,100.0,50.0,True,7/25/2022 21:48,R_9zOgLTXuDrZyCIx,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,0,0.0,0.0,Too Fast,False,,24,False
27,2022-07-25 21:42:00,7/25/2022 21:45,IP Address,100,199,True,7/25/2022 21:45,R_210qR3K3d01XaPc,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Disagree,Agree,Disagree,Disagree,Slightly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a month,,arm1_control,6082544738b086a06f2f13ed,6082544738b086a06f2f13ed,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:45,7/25/2022 21:46,IP Address,100,63,True,7/25/2022 21:46,R_271CSOyFoXiKaNQ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,37.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,,,,Real,,,True,False,7/25/2022 21:49,7/25/2022 21:50,IP Address,100.0,74.0,True,7/25/2022 21:50,R_2PA6fFYrlkbrCrX,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,3,2.0,0.0,Test Results are Incomplete,False,,24,False
28,2022-07-25 21:44:00,7/25/2022 21:47,IP Address,100,167,True,7/25/2022 21:47,R_1LuSlrDSKFGtuYz,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Once a month,,arm1_control,6065f4e7a94da95672a23bc0,6065f4e7a94da95672a23bc0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:47,7/25/2022 21:48,IP Address,100,45,True,7/25/2022 21:48,R_8Cj9oanigieEeRj,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",Asian American or Asian,Bachelor degree,31.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 21:50,7/25/2022 21:51,IP Address,100.0,53.0,True,7/25/2022 21:51,R_1FrfhZ2rU4eHYdh,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Often,Often,"Yes, use the responses.",True,1,True,True,False,1,2,1.0,0.0,Keep,False,False,24,False
29,2022-07-25 21:44:00,7/25/2022 21:47,IP Address,100,179,True,7/25/2022 21:47,R_3Jxbprc1DMxJlCC,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Once a week,,arm4_interactive,60fe01c08d0d9c3d132ccd66,60fe01c08d0d9c3d132ccd66,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/25/2022 21:52,7/25/2022 21:53,IP Address,100,67,True,7/25/2022 21:53,R_1IRX5DiUCriaaaP,,,,,anonymous,EN,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,26.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,,True,True,7/25/2022 21:58,7/25/2022 22:00,IP Address,100.0,147.0,True,7/25/2022 22:00,R_eJrd7USjquTQXLz,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,3,4.0,0.0,Keep,False,False,24,False
30,2022-07-25 21:44:00,7/25/2022 21:47,IP Address,100,201,True,7/25/2022 21:47,R_2Xb2GwnTWE3vmjy,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1280x800,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Once a week,,arm1_control,610842d3e4ba6eb0276f4a89,610842d3e4ba6eb0276f4a89,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:47,7/25/2022 21:48,IP Address,100,41,True,7/25/2022 21:48,R_24cjSDRgbYjuLIK,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,47.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/25/2022 21:52,7/25/2022 21:53,IP Address,100.0,68.0,True,7/25/2022 21:53,R_3QLZFqjXdJ4ZwCf,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,35,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,True,2,1,2.0,0.0,Keep,False,False,24,False
43,2022-07-25 21:45:00,7/25/2022 21:54,IP Address,100,574,True,7/25/2022 21:54,R_28V3HueBQQFHQzk,,,,,anonymous,EN,,Yes,,Chrome,103.0.5060.114,Android 11,601x1007,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a year,,arm4_interactive,62cc130ac42857aa138f3eb5,62cc130ac42857aa138f3eb5,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/25/2022 21:58,7/25/2022 22:04,IP Address,100,335,True,7/25/2022 22:04,R_1q9yE2niqwDxclK,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,34.0,Male,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:08,7/25/2022 22:10,IP Address,100.0,133.0,True,7/25/2022 22:10,R_31pmeaP4n3TNFDf,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,4,4.0,0.0,Keep,False,False,24,False
31,2022-07-25 21:45:00,7/25/2022 21:48,IP Address,100,185,True,7/25/2022 21:48,R_5vdGmy8yOSl8iGZ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Agree,Disagree,Slightly Agree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Disagree,Agree,Disagree,Once a week,,arm4_interactive,5f5a5916d66aea0e98ed1554,5f5a5916d66aea0e98ed1554,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/25/2022 21:52,7/25/2022 21:53,IP Address,100,37,True,7/25/2022 21:53,R_1mQpOyH2AD7F9Mn,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,33.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 21:56,7/25/2022 21:57,IP Address,100.0,55.0,True,7/25/2022 21:57,R_6yheVSHfVhvo2vD,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,Yes,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,1,1,1.0,0.0,Keep,False,False,24,False
33,2022-07-25 21:46:00,7/25/2022 21:51,IP Address,100,287,True,7/25/2022 21:51,R_3HOfJZ5SM1ocMY4,,,,,anonymous,EN,,Yes,,Chrome,99.0.4844.83,Macintosh,1440x900,None at all,Angry,Never,Government should do more to solve problems.,Agree,Slightly Agree,Strongly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Disagree,Disagree,Slightly Agree,Disagree,Once a week,,arm1_control,61391819008bac9fbe7dacb9,61391819008bac9fbe7dacb9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:51,7/25/2022 21:52,IP Address,100,57,True,7/25/2022 21:52,R_2BkDazkrLROPVRM,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29.0,Female,True,Real,,,Real,Click,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/25/2022 21:58,7/25/2022 22:00,IP Address,100.0,130.0,True,7/25/2022 22:00,R_Ui5F4lYVtZLSoUN,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",Yes,400,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,True,3,3,4.0,0.0,Keep,False,False,24,False
32,2022-07-25 21:47:00,7/25/2022 21:51,IP Address,100,254,True,7/25/2022 21:51,R_ALJ9mLzXJwmkejL,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,A few times a year,,arm1_control,5c75419284e176001254c7a5,5c75419284e176001254c7a5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:51,7/25/2022 21:53,IP Address,100,125,True,7/25/2022 21:53,R_32OOru0REcvH7TR,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,41.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/25/2022 21:54,7/25/2022 21:54,IP Address,100.0,37.0,True,7/25/2022 21:54,R_2dyyYNTuvBOZnyi,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,4,0.0,0.0,Keep,False,False,24,False
34,2022-07-25 21:48:00,7/25/2022 21:51,IP Address,100,200,True,7/25/2022 21:51,R_2xMooyH0oX6005L,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,428x926,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,A few times a week / Daily,,arm4_interactive,61299aaf4924c330b0a4b976,61299aaf4924c330b0a4b976,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Both,,,Real,,,Real,,,True,True,7/25/2022 21:55,7/25/2022 21:55,IP Address,100,31,True,7/25/2022 21:55,R_3lA1vkvBfWNLDGC,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,27.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,,,,Scam,,,True,False,7/25/2022 21:57,7/25/2022 21:58,IP Address,100.0,51.0,True,7/25/2022 21:58,R_vqvCswQ4iK0JOmd,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,0,1.0,0.0,Test Results are Incomplete,False,,24,False
35,2022-07-25 21:48:00,7/25/2022 21:52,IP Address,100,211,True,7/25/2022 21:52,R_SIEWPRJ72XIPUZj,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Disagree,Agree,Disagree,A few times a week / Daily,,arm4_interactive,5f36a9175365a50a5b420484,5f36a9175365a50a5b420484,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/25/2022 21:55,7/25/2022 21:56,IP Address,100,36,True,7/25/2022 21:56,R_3MKfsemh44pAnDm,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,36.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,False,False,2,1,,,No Third Survey,False,,24,False
36,2022-07-25 21:49:00,7/25/2022 21:52,IP Address,100,129,True,7/25/2022 21:52,R_1l4rFjzLm2PwOHW,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x812,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,60036bc7542fe90b78ec1ba4,60036bc7542fe90b78ec1ba4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:52,7/25/2022 21:53,IP Address,100,55,True,7/25/2022 21:53,R_3Jg5C9mwJRwkqrg,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Some college but no degree,20.0,Male,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,,,,Real,,,True,False,7/25/2022 21:56,7/25/2022 21:57,IP Address,100.0,73.0,True,7/25/2022 21:57,R_3DkasPnWKnWJzG6,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,3,2.0,0.0,Test Results are Incomplete,False,,24,False
55,2022-07-25 21:49:00,7/25/2022 22:01,IP Address,100,671,True,7/25/2022 22:01,R_1KfkdSZH5kMLzxa,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Once a week,,arm1_control,62c4f82ca86e047e4e1df9b1,62c4f82ca86e047e4e1df9b1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:01,7/25/2022 22:02,IP Address,100,90,True,7/25/2022 22:02,R_2EEnxJpft69O6pu,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",38.0,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,,Real,,,True,True,7/25/2022 22:08,7/25/2022 22:10,IP Address,100.0,116.0,True,7/25/2022 22:10,R_2RReRg4iftetHeZ,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,4,4,4.0,0.0,Keep,False,False,24,False
62,2022-07-25 21:50:00,7/25/2022 22:03,IP Address,100,788,True,7/25/2022 22:03,R_3MoLmEQrX7oozDK,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 6.3,1366x768,Quite a lot,Basically content,Just about always,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,A few times a year,,arm4_interactive,62685fb139dc07380edf7988,62685fb139dc07380edf7988,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/25/2022 22:11,7/25/2022 22:14,IP Address,100,161,True,7/25/2022 22:14,R_1Eg74ujfKFyWVtG,,,,,anonymous,EN,Retired,"$0 - $19,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",54.0,Female,True,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,True,True,7/25/2022 22:19,7/25/2022 22:22,IP Address,100.0,213.0,True,7/25/2022 22:22,R_2OJdKfIYHD4ivN7,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,No,Hardly ever,Some of the time,Some of the time,"No, the responses shouldn't be used.",True,1,True,True,False,4,4,4.0,0.0,Honesty Check Failed,False,False,24,False
41,2022-07-25 21:50:00,7/25/2022 21:54,IP Address,100,217,True,7/25/2022 21:54,R_2UVhJUNnpu6Nm1w,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a week,,arm4_interactive,62df1e28cd9469c8a82f35dc,62df1e28cd9469c8a82f35dc,3,0,Real,,,Real,,,Both,,,Real,,,Both,,,Scam,,,Real,,,Real,,,True,True,7/25/2022 21:58,7/25/2022 21:59,IP Address,100,34,True,7/25/2022 21:59,R_10OZ3Oy03hL5x1h,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,35.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:01,7/25/2022 22:02,IP Address,100.0,81.0,True,7/25/2022 22:02,R_3P4QkwuVD7xU4Lp,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,1,3.0,0.0,Keep,False,False,24,False
51,2022-07-25 21:51:00,7/25/2022 21:58,IP Address,100,412,True,7/25/2022 21:58,R_3F3ePLhI3SDESj5,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,Windows NT 10.0,1280x720,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Once a month,,arm1_control,60fd8dc2b12af8c3af8091eb,60fd8dc2b12af8c3af8091eb,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:58,7/25/2022 21:59,IP Address,100,34,True,7/25/2022 21:59,R_4NNYOp7oPYdoUdH,,,,,anonymous,EN,"Not employed, looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",19.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Real,,,True,True,7/25/2022 21:59,7/25/2022 22:01,IP Address,100.0,83.0,True,7/25/2022 22:01,R_20Vh7Cdr01yc6Kx,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Often,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,1,3.0,0.0,Keep,False,False,24,False
