,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_benefitsSuspension,Correct_medicareReview,percentCorrect
45,2022-07-24 20:04:00,7/24/2022 20:07,IP Address,100,178,True,7/24/2022 20:07,R_W9fZt62yRkM92Jr,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm1_control,5c071dcf711f240001767fdf,5c071dcf711f240001767fdf,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:07,7/24/2022 20:09,IP Address,100,108,True,7/24/2022 20:09,R_Z7Web3vnQlPqBrz,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,26.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/24/2022 20:17,7/24/2022 20:18,IP Address,100.0,74.0,True,7/24/2022 20:18,R_1QMBLWefqVl6krM,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't)",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,4,2.0,0.0,Keep,False,False,24,False,60,W,E,16,26.0,1.0,676.0,4.0943445622221,7,4.5,4.25,5,2.0,7,2,1,4,3,3,3,1,0,4,3,1,2,2,1,6,4,0,True,True,True,True,True,False,False,True,True,False,70.0
48,2022-07-24 20:04:00,7/24/2022 20:11,IP Address,100,384,True,7/24/2022 20:11,R_BwVC2ygX20draP7,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,384x854,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Once a week,,arm4_interactive,62b0b4aa5eabb603ddf7bb58,62b0b4aa5eabb603ddf7bb58,3,3,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,Details,Scam,,Details,True,True,7/24/2022 20:20,7/24/2022 20:21,IP Address,100,74,True,7/24/2022 20:21,R_PAFmQ7m9bWLWjtf,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,62.0,Female,True,Real,,,Scam,,Details,Real,Click,,Real,Click,,Real,,Details,Scam,Click,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:29,7/24/2022 20:30,IP Address,100.0,95.0,True,7/24/2022 20:30,R_2AZ6bNmetMu938B,,,,,anonymous,EN,,,,,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,False,False,4,3,3.0,0.0,Keep,False,False,24,False,60,W,E,16,62.0,1.0,3844.0,4.0943445622221,7,5.3,3.5,5,1.3333333333333333,7,2,1,4,3,3,3,1,0,3,4,1,2,1,2,6,4,0,True,True,True,False,True,True,False,True,True,False,70.0
51,2022-07-24 20:06:00,7/24/2022 20:11,IP Address,100,316,True,7/24/2022 20:11,R_8qP23QrIDEbKjpD,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,360x780,None at all,Angry,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,A few times a week / Daily,,arm4_interactive,614dec5b20e5ff51eec1fbb3,614dec5b20e5ff51eec1fbb3,3,0,Real,,Details,Real,Click,,Scam,,Details,Real,,,Real,,,Scam,,,Scam,,Details,Scam,,Details,True,True,7/24/2022 20:17,7/24/2022 20:18,IP Address,100,36,True,7/24/2022 20:18,R_1IuhgPLEHi8pgs4,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,42.0,Female,True,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Scam,,,Scam,,,Scam,,,True,True,7/24/2022 20:22,7/24/2022 20:23,IP Address,100.0,77.0,True,7/24/2022 20:23,R_12EZjs72U9zrVoT,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,1,2.0,0.0,Keep,False,False,24,False,10,W,U,13,42.0,1.0,1764.0,2.302585092994046,6,4.0,1.125,A few times a week / Daily,2.0,7,0,3,2,5,3,3,1,0,4,3,1,2,2,1,2,8,0,False,True,True,True,True,True,True,False,True,False,70.0
66,2022-07-24 20:08:00,7/24/2022 20:20,IP Address,100,730,True,7/24/2022 20:20,R_3nkkErrafSqiiic,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Quite a lot,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Slightly Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Once a week,,arm1_control,62ca4ad19cb17ebe5531e04f,62ca4ad19cb17ebe5531e04f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:20,7/24/2022 20:23,IP Address,100,139,True,7/24/2022 20:23,R_1Cjrfl6Kq2jB3K5,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",African American or African (Non-Hispanic),Associate degree,46.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:37,7/24/2022 20:41,IP Address,100.0,199.0,True,7/24/2022 20:41,R_dmMt84I8RqUQ62d,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,4,4.0,0.0,Keep,False,False,24,False,10,B,U,14,46.0,0.0,2116.0,2.302585092994046,9,6.3,4.0,5,2.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,90.0
52,2022-07-24 20:08:00,7/24/2022 20:11,IP Address,100,185,True,7/24/2022 20:11,R_eDPorqkurYjMBcl,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,825x1318,Some,Basically content,Most of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,A few times a week / Daily,,arm1_control,60652e0a60b1c2e3277cd6fd,60652e0a60b1c2e3277cd6fd,3,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:11,7/24/2022 20:12,IP Address,100,49,True,7/24/2022 20:12,R_2RahYgEI5HmH6hS,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some high school,42.0,Male,True,Real,,,Scam,,Details,Real,Click,,Scam,,,Real,Click,Details,Scam,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:18,7/24/2022 20:20,IP Address,100.0,134.0,True,7/24/2022 20:20,R_1QfqmHuaWJT5Qih,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,2,4.0,0.0,Keep,False,False,24,False,60,W,U,8,42.0,0.0,1764.0,4.0943445622221,11,5.4,5.125,A few times a week / Daily,1.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,90.0
53,2022-07-24 20:08:00,7/24/2022 20:11,IP Address,100,213,True,7/24/2022 20:11,R_1Dp42WBZOng1esr,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,58715595a346230001067a30,58715595a346230001067a30,4,0,Real,,,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,Real,,Details,Real,,Details,True,True,7/24/2022 20:15,7/24/2022 20:15,IP Address,100,41,True,7/24/2022 20:15,R_1Nz6sHjFZIqAXia,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,33.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Real,,,True,True,7/24/2022 20:20,7/24/2022 20:21,IP Address,100.0,55.0,True,7/24/2022 20:21,R_3HFvmTewOyGGXXz,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,1,1.0,0.0,Keep,False,False,24,False,70,W,E,16,33.0,0.0,1089.0,4.248495242049359,8,4.6,2.875,4,2.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,90.0
55,2022-07-24 20:09:00,7/24/2022 20:12,IP Address,100,162,True,7/24/2022 20:12,R_3PSvU3QAM5EYEhP,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,412x892,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Agree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5bf350a017a7de0001cf746a,5bf350a017a7de0001cf746a,3,0,Real,,,Real,,,Scam,,,Real,,,Real,Click,,Real,,,Real,,Details,Real,,,True,True,7/24/2022 20:14,7/24/2022 20:15,IP Address,100,27,True,7/24/2022 20:15,R_2fcIG9KSEP3OumD,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",Hispanic,Bachelor degree,32.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:17,7/24/2022 20:18,IP Address,100.0,50.0,True,7/24/2022 20:18,R_3m9POZ7w9qwrFIq,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,0,1.0,0.0,Keep,False,False,24,False,60,H,E,16,32.0,0.0,1024.0,4.0943445622221,9,5.6,5.25,4,1.0,7,2,1,4,3,3,3,1,0,4,3,1,2,2,1,6,4,0,True,True,True,True,True,False,False,True,True,False,70.0
62,2022-07-24 20:12:00,7/24/2022 20:18,IP Address,100,348,True,7/24/2022 20:18,R_RwvmZRITXfQ5Q0V,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Disagree,Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a week,,arm4_interactive,5d1d0270601cd7000172942f,5d1d0270601cd7000172942f,3,0,Real,,,Real,Click,,Scam,,,Real,,,Real,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/24/2022 20:24,7/24/2022 20:24,IP Address,100,34,True,7/24/2022 20:24,R_AO4zVCXym0dauFr,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,26.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:32,7/24/2022 20:33,IP Address,100.0,53.0,True,7/24/2022 20:33,R_1IixILjneRRMVc6,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,1,1.0,0.0,Keep,False,False,24,False,125,W,U,16,26.0,1.0,676.0,4.8283137373023015,6,1.4,2.25,5,1.6666666666666667,10,0,0,5,5,4,4,2,0,6,4,2,2,2,2,5,5,0,True,True,True,True,True,True,True,True,True,True,100.0
60,2022-07-24 20:13:00,7/24/2022 20:16,IP Address,100,230,True,7/24/2022 20:16,R_bHLYauJbss3sBj3,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1418x798,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,A few times a year,,arm4_interactive,60bea43aa26919517334ed4a,60bea43aa26919517334ed4a,4,0,Real,,Details,Real,Click,,Scam,,Details,Real,,,Real,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/24/2022 20:22,7/24/2022 20:23,IP Address,100,54,True,7/24/2022 20:23,R_2Yzz3mSB6khaIyf,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",Asian American or Asian,Some college but no degree,20.0,Other,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/24/2022 20:29,7/24/2022 20:30,IP Address,100.0,86.0,True,7/24/2022 20:30,R_3Jab8qEXO47MAfS,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Often,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,3,3.0,0.0,Keep,False,False,24,False,30,A,U,13,20.0,,400.0,3.4011973816621555,8,5.2,3.5,A few times a year,2.3333333333333335,9,0,1,4,5,4,4,1,0,5,4,2,2,2,2,4,6,0,True,True,True,True,True,True,True,True,True,False,90.0
64,2022-07-24 20:15:00,7/24/2022 20:20,IP Address,100,283,True,7/24/2022 20:20,R_vOVeoUH2iPR4a4h,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 10,412x846,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,A few times a week / Daily,,arm1_control,62ddd61a0d34cd54cc24da0e,62ddd61a0d34cd54cc24da0e,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:20,7/24/2022 20:21,IP Address,100,86,True,7/24/2022 20:21,R_3k7i3Ttw8BaXnMM,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",Hispanic,"High school degree or equivalent (e.g., GED)",45.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:26,7/24/2022 20:29,IP Address,100.0,140.0,True,7/24/2022 20:29,R_1Hcs2X5SINJb4kk,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,4,4.0,0.0,Keep,False,False,24,False,30,H,E,12,45.0,0.0,2025.0,3.4011973816621555,11,4.5,4.5,A few times a week / Daily,1.3333333333333333,9,0,1,4,5,4,4,1,0,5,4,2,2,2,2,4,6,0,True,True,True,True,True,True,True,True,True,False,90.0
73,2022-07-24 20:18:00,7/24/2022 20:26,IP Address,100,523,True,7/24/2022 20:26,R_1NzGCmqysvTGW5f,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Once a week,,arm4_interactive,62ccc0f484e96e461e7bc3b9,62ccc0f484e96e461e7bc3b9,4,1,Real,,Details,Real,Click,,Real,,Details,Real,,,Real,,,Real,,,Scam,,Details,Real,,,True,True,7/24/2022 20:31,7/24/2022 20:31,IP Address,100,37,True,7/24/2022 20:31,R_2TFP0asvQ5cegwR,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,27.0,Male,True,Real,,,Real,,Details,Real,Click,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,Real,,,True,True,7/24/2022 20:35,7/24/2022 20:36,IP Address,100.0,72.0,True,7/24/2022 20:36,R_2qDTB5hjqlrl9x4,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,1,2.0,0.0,Keep,False,False,24,False,30,W,U,14,27.0,0.0,729.0,3.4011973816621555,11,6.1,2.875,5,2.0,7,3,0,5,2,2,3,2,0,5,2,1,1,2,1,8,2,0,True,False,True,True,True,False,False,True,True,True,70.0
68,2022-07-24 20:18:00,7/24/2022 20:23,IP Address,100,298,True,7/24/2022 20:23,R_sdldzvFxu3MYgLv,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.62,Windows NT 10.0,2752x1152,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Agree,Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,A few times a week / Daily,,arm1_control,5edad5d3b940fe72e6c321ac,5edad5d3b940fe72e6c321ac,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:23,7/24/2022 20:29,IP Address,100,372,True,7/24/2022 20:29,R_3sitw4oexLZs4Si,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999","White or Caucasian (Non-Hispanic),Hispanic",Some college but no degree,26.0,Male,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:38,7/24/2022 20:42,IP Address,100.0,239.0,True,7/24/2022 20:42,R_2t44xUPIxQjMiKd,,,,,anonymous,EN,Other,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,4,4.0,0.0,Keep,False,False,24,False,60,H,U,13,26.0,0.0,676.0,4.0943445622221,9,6.5,6.0,A few times a week / Daily,1.0,8,2,0,5,3,2,4,2,0,5,3,1,1,2,2,7,3,0,True,False,True,True,True,True,False,True,True,True,80.0
69,2022-07-24 20:20:00,7/24/2022 20:24,IP Address,100,224,True,7/24/2022 20:24,R_1Egr6zUVsXLuf6W,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,None at all,Frustrated,Never,Government should do more to solve problems.,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm1_control,62d55884dab921b8f29f5da6,62d55884dab921b8f29f5da6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:24,7/24/2022 20:25,IP Address,100,55,True,7/24/2022 20:25,R_2c8yn0EF4Zfl7R0,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,51.0,Male,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/24/2022 20:29,7/24/2022 20:32,IP Address,100.0,155.0,True,7/24/2022 20:32,R_337NTvUR8J1yOTV,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,3,4.0,0.0,Keep,False,False,24,False,70,B,E,16,51.0,0.0,2601.0,4.248495242049359,6,4.7,2.75,4,1.0,6,3,1,4,2,3,3,0,0,2,4,1,2,1,2,7,3,0,True,True,True,False,True,True,False,True,False,False,60.0
80,2022-07-24 20:21:00,7/24/2022 20:31,IP Address,100,569,True,7/24/2022 20:31,R_ZrvRcRmrvTpsAoh,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.62,Windows NT 10.0,1366x768,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a week / Daily,,arm4_interactive,62dc724a81d480ebbc0dcb43,62dc724a81d480ebbc0dcb43,4,1,Scam,,Details,Real,Click,,Scam,,Details,Real,,,Scam,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/24/2022 20:39,7/24/2022 20:41,IP Address,100,150,True,7/24/2022 20:41,R_wRbgUejTZJfuiBz,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,59.0,Male,True,Scam,,,Scam,Click,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Scam,,Details,Real,,,Real,,,True,True,7/24/2022 20:54,7/24/2022 20:56,IP Address,100.0,148.0,True,7/24/2022 20:56,R_1IsjwCi5jjDjulD,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,4,4.0,0.0,Keep,False,False,24,False,70,W,U,13,59.0,0.0,3481.0,4.248495242049359,7,3.9,3.625,A few times a week / Daily,1.0,6,2,2,3,3,2,3,1,0,3,3,0,2,2,1,5,5,0,False,True,True,True,True,True,False,False,False,True,60.0
