,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
24,2022-07-24 19:54:00,7/24/2022 19:56,IP Address,100,158,True,7/24/2022 19:56,R_2b2fZW1xARxAFPY,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A few times a year,,arm1_control,5c3630c83ce2c8000111b504,5c3630c83ce2c8000111b504,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 19:56,7/24/2022 19:57,IP Address,100,46,True,7/24/2022 19:57,R_yXhILXHjn2U5rnH,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,63.0,Female,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,False,False,0,2,,,No Test Results,False,,24,False
27,2022-07-24 19:54:00,7/24/2022 19:59,IP Address,100,295,True,7/24/2022 19:59,R_Tiva3jpY1X40fK1,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm1_control,614f7e5928090e074d045714,614f7e5928090e074d045714,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 19:59,7/24/2022 20:00,IP Address,100,78,True,7/24/2022 20:00,R_Wx0jA79iuAfCvGp,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,40.0,Other,True,Real,Click,,Scam,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,Details,,,,Scam,,,True,False,7/24/2022 20:14,7/24/2022 20:16,IP Address,100.0,112.0,True,7/24/2022 20:16,R_3r2QYo2Svv8VPkF,,,,,anonymous,EN,,,,,Yes,Often,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,False,False,3,4,4.0,0.0,Test Results are Incomplete,False,,24,False
26,2022-07-24 19:55:00,7/24/2022 19:59,IP Address,100,202,True,7/24/2022 19:59,R_1Dx13ufFVMZu6DX,,,,,anonymous,EN,,Yes,,Safari,15.5,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Once a month,,arm4_interactive,60feca36e5108a79aa93f5ad,60feca36e5108a79aa93f5ad,4,0,Real,,Details,Real,Click,,Scam,,Details,Real,,,Scam,,,Scam,,,Real,,Details,Real,,Details,True,True,7/24/2022 20:04,7/24/2022 20:04,IP Address,100,34,True,7/24/2022 20:04,R_1QyXLHkSniYCAg6,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,42.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,,,,Real,,,True,False,7/24/2022 20:07,7/24/2022 20:08,IP Address,100.0,42.0,True,7/24/2022 20:08,R_VVfGQ79B9MArbpv,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,1,0.0,0.0,Test Results are Incomplete,False,,24,False
28,2022-07-24 19:56:00,7/24/2022 19:59,IP Address,100,205,True,7/24/2022 19:59,R_3mJfJmSesiJdgl3,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Once a month,,arm1_control,62dd9de432522cb0157febc9,62dd9de432522cb0157febc9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 19:59,7/24/2022 20:00,IP Address,100,40,True,7/24/2022 20:00,R_33yvCOTRjUet2V4,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",Hispanic,Associate degree,28.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,,,,Real,,,True,False,7/24/2022 20:02,7/24/2022 20:03,IP Address,100.0,62.0,True,7/24/2022 20:03,R_3JEhUqX4kr7H5eA,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,1,2.0,0.0,Test Results are Incomplete,False,,24,False
29,2022-07-24 19:56:00,7/24/2022 19:59,IP Address,100,213,True,7/24/2022 19:59,R_31gwNOJbd6qayVh,,,,,anonymous,EN,,Yes,,Chrome,103.0.5060.134,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Once a month,,arm4_interactive,62dc62a4a898b6caf66c299d,62dc62a4a898b6caf66c299d,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,Click,Details,True,True,7/24/2022 20:03,7/24/2022 20:04,IP Address,100,35,True,7/24/2022 20:04,R_3GiCrxRleTGL84d,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",18.0,Male,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,,Scam,,,Real,,Details,Real,,Details,Scam,,,Real,,,True,True,7/24/2022 20:06,7/24/2022 20:07,IP Address,100.0,61.0,True,7/24/2022 20:07,R_Rmn7pNMStE6YuOJ,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Often,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,2,1,1.0,0.0,Keep,False,False,24,False
31,2022-07-24 19:56:00,7/24/2022 20:01,IP Address,100,244,True,7/24/2022 20:01,R_3MPXNa3MpEJrgQr,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Once a month,,arm4_interactive,5c070a6576781b0001c82633,5c070a6576781b0001c82633,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/24/2022 20:04,7/24/2022 20:05,IP Address,100,36,True,7/24/2022 20:05,R_25YfKzSyV0jIujG,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",34.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:08,7/24/2022 20:10,IP Address,100.0,79.0,True,7/24/2022 20:10,R_1C2NEvOdUFVH73o,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,1,3.0,0.0,Keep,False,False,24,False
33,2022-07-24 19:58:00,7/24/2022 20:02,IP Address,100,244,True,7/24/2022 20:02,R_324w49F2uqcsoBg,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.71,Windows NT 10.0,1360x768,Quite a lot,Frustrated,Just about always,Government should do more to solve problems.,Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Agree,Agree,Agree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Once a week,,arm1_control,5a6d0432d5d4cb0001d66aa1,5a6d0432d5d4cb0001d66aa1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:02,7/24/2022 20:03,IP Address,100,49,True,7/24/2022 20:03,R_3MoLK28u4u3crNI,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",47.0,Male,True,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,True,True,7/24/2022 20:05,7/24/2022 20:07,IP Address,100.0,84.0,True,7/24/2022 20:07,R_1ZFoo7G7rSGalqh,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,2,3.0,0.0,Keep,False,False,24,False
32,2022-07-24 19:59:00,7/24/2022 20:02,IP Address,100,158,True,7/24/2022 20:02,R_3MoO6JnNrNaOx7w,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,CrOS aarch64 14816.99.0,1366x768,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a month,,arm1_control,61643da0ffad2d01e7b988b5,61643da0ffad2d01e7b988b5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:02,7/24/2022 20:04,IP Address,100,151,True,7/24/2022 20:04,R_2zl5Mf2J5qz2D9s,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,57.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/24/2022 20:07,7/24/2022 20:09,IP Address,100.0,65.0,True,7/24/2022 20:09,R_1CjTolkyP1FKCak,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,4,2.0,0.0,Keep,False,False,24,False
34,2022-07-24 20:00:00,7/24/2022 20:02,IP Address,100,118,True,7/24/2022 20:02,R_2tfcMwaHlV6mZV8,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1500x1000,Very little,Angry,Never,Government should do more to solve problems.,Disagree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a week,,arm4_interactive,62db795b4a113cbafab4a4ce,62db795b4a113cbafab4a4ce,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/24/2022 20:05,7/24/2022 20:05,IP Address,100,27,True,7/24/2022 20:05,R_2Ba4ykVYPDASJOk,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,,,,Scam,,,True,False,7/24/2022 20:08,7/24/2022 20:08,IP Address,100.0,49.0,True,7/24/2022 20:08,R_TuZ1L3ffRZJJu25,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,0,0,1.0,0.0,Too Fast,False,,24,False
35,2022-07-24 20:00:00,7/24/2022 20:03,IP Address,100,141,True,7/24/2022 20:03,R_T7qK9dxDfxpaeVr,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.99.0,1536x864,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Once a week,,arm1_control,5f3449937104763434c56067,5f3449937104763434c56067,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:03,7/24/2022 20:04,IP Address,100,53,True,7/24/2022 20:04,R_2RWGwBd3EyOf2HI,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,31.0,Male,True,Real,,,Real,Click,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/24/2022 20:06,7/24/2022 20:07,IP Address,100.0,59.0,True,7/24/2022 20:07,R_3fdGcZsdGn7UiCF,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,2,1.0,0.0,Keep,False,False,24,False
36,2022-07-24 20:00:00,7/24/2022 20:03,IP Address,100,181,True,7/24/2022 20:03,R_SW7IbeHjqST74Rz,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5f7cea30ebb5ac1a8a11569a,5f7cea30ebb5ac1a8a11569a,0,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/24/2022 20:07,7/24/2022 20:08,IP Address,100,44,True,7/24/2022 20:08,R_2WJxnafSv49WCji,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,29.0,Female,True,Scam,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,,,,Scam,,,True,False,7/24/2022 20:09,7/24/2022 20:10,IP Address,100.0,65.0,True,7/24/2022 20:10,R_SOVjipqU1waYgtX,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Often,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,2,2.0,0.0,Test Results are Incomplete,False,,24,False
43,2022-07-24 20:01:00,7/24/2022 20:06,IP Address,100,259,True,7/24/2022 20:06,R_2qy3QrH6bCaaccd,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Disagree,Agree,Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Disagree,Once a week,,arm4_interactive,6108460bb3bef45147f4937f,6108460bb3bef45147f4937f,4,1,Both,,,Real,Click,,Both,,Details,Real,,,Scam,,,Real,,,Scam,,Details,Scam,,,True,True,7/24/2022 20:09,7/24/2022 20:11,IP Address,100,68,True,7/24/2022 20:11,R_2VOxcmOSMPb5QRH,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,19.0,Female,True,Real,,,Real,,Details,Real,Click,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,,,,Real,,,True,False,7/24/2022 20:13,7/24/2022 20:16,IP Address,100.0,155.0,True,7/24/2022 20:16,R_rrrenOzVfdoJyy5,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,3,4.0,0.0,Test Results are Incomplete,False,,24,False
41,2022-07-24 20:01:00,7/24/2022 20:05,IP Address,100,230,True,7/24/2022 20:05,R_3O05hAmFfSffedv,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,393x851,Some,Basically content,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Agree,Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,A few times a week / Daily,,arm1_control,5ea5af918f52a85a290fbf18,5ea5af918f52a85a290fbf18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:05,7/24/2022 20:06,IP Address,100,52,True,7/24/2022 20:06,R_6VWtx6ry0LKD2Ux,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,40.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:08,7/24/2022 20:10,IP Address,100.0,97.0,True,7/24/2022 20:10,R_XHsn5oPV7boqY01,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,2,3.0,0.0,Keep,False,False,24,False
40,2022-07-24 20:01:00,7/24/2022 20:05,IP Address,100,188,True,7/24/2022 20:05,R_Oqkv9vfFYS7VHa1,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x812,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,5e8cf43fbf65bf0bdfe15296,5e8cf43fbf65bf0bdfe15296,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,Click,,Real,Click,,Real,,Details,Scam,,Details,True,True,7/24/2022 20:07,7/24/2022 20:08,IP Address,100,27,True,7/24/2022 20:08,R_3NKY0tSc0Y4090l,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,28.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,,,,Scam,,,True,False,7/24/2022 20:10,7/24/2022 20:11,IP Address,100.0,48.0,True,7/24/2022 20:11,R_2pSsAB4IJ2HUYUK,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,0,0.0,0.0,Test Results are Incomplete,False,,24,False
37,2022-07-24 20:01:00,7/24/2022 20:04,IP Address,100,163,True,7/24/2022 20:04,R_2rovTmkH8491ipI,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Quite a lot,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Agree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Once a month,,arm1_control,62d59223edd51db9cf85d68d,62d59223edd51db9cf85d68d,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:04,7/24/2022 20:05,IP Address,100,63,True,7/24/2022 20:05,R_UhgvTshwLFFKKkN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,28.0,Male,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,Scam,,Details,Scam,,,Scam,,,Scam,,,True,True,7/24/2022 20:12,7/24/2022 20:16,IP Address,100.0,230.0,True,7/24/2022 20:16,R_12f4dw3hMd4oUTc,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,3,4.0,0.0,Keep,False,False,24,False
38,2022-07-24 20:02:00,7/24/2022 20:04,IP Address,100,160,True,7/24/2022 20:04,R_1NzhzYh4gQqdNkx,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Never,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Once a week,,arm1_control,614f297f566989948fc108ad,614f297f566989948fc108ad,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:04,7/24/2022 20:05,IP Address,100,37,True,7/24/2022 20:05,R_1iebTWIy7GeKkJC,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,38.0,Female,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:07,7/24/2022 20:08,IP Address,100.0,50.0,True,7/24/2022 20:08,R_3w4qQuPR45POTxD,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,1,1,1.0,0.0,Keep,False,False,24,False
