,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,Duration (in seconds)_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,Duration (in seconds)_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave
1852,2022-07-30 09:06:00,7/30/2022 9:30,IP Address,100,1435,True,7/30/2022 9:30,R_2ARqIkfEsc920O7,,,,,anonymous,EN,,Yes,,Firefox,103,Windows NT 10.0,1920x1080,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Once a week,,arm3_tips,5f6056e9a41e0d14d4c19f4c,5f6056e9a41e0d14d4c19f4c,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:30,7/30/2022 9:34,IP Address,100.0,279.0,True,7/30/2022 9:34,R_3sk56ElFBltegfv,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,36.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,,,,True,False,7/30/2022 9:36,7/30/2022 9:38,IP Address,100.0,106.0,True,7/30/2022 9:38,R_2dsfXETbwkwFr5r,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1853,2022-07-30 09:25:00,7/30/2022 9:30,IP Address,100,316,True,7/30/2022 9:30,R_PXy4UMjSYC77m2R,,,,,anonymous,EN,,Yes,,Firefox,103,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a month,,arm3_tips,5e4044797946592823cbec2a,5e4044797946592823cbec2a,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:30,7/30/2022 9:31,IP Address,100.0,62.0,True,7/30/2022 9:31,R_VOwyGYJKnCvQZKp,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",Hispanic,"High school degree or equivalent (e.g., GED)",27.0,Female,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,,,,True,False,7/30/2022 9:34,7/30/2022 9:35,IP Address,100.0,68.0,True,7/30/2022 9:35,R_wZ7sS5yqDjtPYoF,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
1854,2022-07-30 09:27:00,7/30/2022 9:30,IP Address,100,153,True,7/30/2022 9:30,R_2cvlQAdnT4NhoEB,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,A few times a week / Daily,,arm3_tips,62b0ad6464a111ff05a05b01,62b0ad6464a111ff05a05b01,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:30,7/30/2022 9:30,IP Address,100.0,36.0,True,7/30/2022 9:30,R_3NCxQSGcSX2u4p7,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,34.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/30/2022 9:35,7/30/2022 9:37,IP Address,100.0,64.0,True,7/30/2022 9:37,R_11dou2mhZXvY2L7,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1855,2022-07-30 09:28:00,7/30/2022 9:30,IP Address,100,134,True,7/30/2022 9:30,R_2rwqvYnvzG7wICp,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,A few times a week / Daily,,arm2_generalinfo,574790895e549100063b6105,574790895e549100063b6105,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:30,7/30/2022 9:30,IP Address,100.0,29.0,True,7/30/2022 9:30,R_28BeoBHjjAcJtrS,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,36.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/30/2022 9:33,7/30/2022 9:34,IP Address,100.0,40.0,True,7/30/2022 9:34,R_2CZDlE4uuBDWxXv,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1856,2022-07-30 09:22:00,7/30/2022 9:30,IP Address,100,459,True,7/30/2022 9:30,R_RfBzGX8S1WDgEwN,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x667,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Agree,Once a month,,arm2_generalinfo,5fed41e3e14422f5e308c6e5,5fed41e3e14422f5e308c6e5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:30,7/30/2022 9:31,IP Address,100.0,78.0,True,7/30/2022 9:31,R_3Ms2tDqk6s03caz,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,44.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,,,,True,False,7/30/2022 9:37,7/30/2022 9:39,IP Address,100.0,79.0,True,7/30/2022 9:39,R_3oGZViwOcfytVdA,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Often,Some of the time,Often,"Yes, use the responses.",True,1,True
1857,2022-07-30 09:26:00,7/30/2022 9:30,IP Address,100,262,True,7/30/2022 9:30,R_3FRJqVV6HOoXGcF,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,Some,Angry,Never,Government should do more to solve problems.,Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,A few times a week / Daily,,arm4_interactive,5fc521555cd05b000cfe0998,5fc521555cd05b000cfe0998,3,0,Real,,Details,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/30/2022 9:33,7/30/2022 9:33,IP Address,100.0,26.0,True,7/30/2022 9:33,R_D2k6jb92Fwh9m0x,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,32.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,,Real,,Details,Real,,,Scam,,,True,True,7/30/2022 9:35,7/30/2022 9:36,IP Address,100.0,61.0,True,7/30/2022 9:36,R_1mKrpF1RXlDRY2B,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1858,2022-07-30 09:24:00,7/30/2022 9:30,IP Address,100,372,True,7/30/2022 9:30,R_1mvX1QLzKaM0ogz,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Quite a lot,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,A few times a week / Daily,,arm4_interactive,5dcc27974b54778b69e62ec5,5dcc27974b54778b69e62ec5,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,Details,True,True,7/30/2022 9:34,7/30/2022 9:34,IP Address,100.0,29.0,True,7/30/2022 9:34,R_CmgJRgHY7sduetz,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,46.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,True,True,7/30/2022 9:37,7/30/2022 9:39,IP Address,100.0,82.0,True,7/30/2022 9:39,R_31YiIHGM4P9dXs1,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1859,2022-07-30 09:26:00,7/30/2022 9:31,IP Address,100,266,True,7/30/2022 9:31,R_22PrSl0GeM8Tfq8,,,,,anonymous,EN,,Yes,,Safari iPhone,14.1.2,iPhone,375x667,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a month,,arm2_generalinfo,626810ad271afa9ad1c19e33,626810ad271afa9ad1c19e33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:31,7/30/2022 9:32,IP Address,100.0,62.0,True,7/30/2022 9:32,R_1jpSlZrrQ8Cfq28,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,52.0,Female,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,,,,True,False,7/30/2022 9:37,7/30/2022 9:38,IP Address,100.0,79.0,True,7/30/2022 9:38,R_2qF4YHZcbDTeecP,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1860,2022-07-30 09:25:00,7/30/2022 9:31,IP Address,100,315,True,7/30/2022 9:31,R_6RnXPb6lvl5XF3b,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 9,1138x712,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,A few times a week / Daily,,arm3_tips,62b07ac53b83bf0683eda6b6,62b07ac53b83bf0683eda6b6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:31,7/30/2022 9:32,IP Address,100.0,86.0,True,7/30/2022 9:32,R_2zoIWF152LaCcUJ,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,39.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Both,,,Scam,,,True,True,7/30/2022 9:37,7/30/2022 9:39,IP Address,100.0,153.0,True,7/30/2022 9:39,R_2EyFejSfASL9AHA,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True
1861,2022-07-30 09:25:00,7/30/2022 9:31,IP Address,100,315,True,7/30/2022 9:31,R_6RnXPb6lvl5XF3b,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 9,1138x712,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,A few times a week / Daily,,arm3_tips,62b07ac53b83bf0683eda6b6,62b07ac53b83bf0683eda6b6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:31,7/30/2022 9:32,IP Address,100.0,86.0,True,7/30/2022 9:32,R_2zoIWF152LaCcUJ,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,39.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Both,,,Scam,,,True,True,7/30/2022 9:35,7/30/2022 9:35,IP Address,15.0,31.0,False,7/31/2022 9:35,R_zShtJsO1RazaUy5,,,,,anonymous,EN,Other,,,,,,,,,True,1,True
1862,2022-07-30 09:24:00,7/30/2022 9:31,IP Address,100,401,True,7/30/2022 9:31,R_2Qz9AWpX9gP4xBY,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.37,Windows NT 10.0,1280x720,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Once a month,,arm1_control,612ba49c020f07311c602c0c,612ba49c020f07311c602c0c,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:31,7/30/2022 9:32,IP Address,100.0,53.0,True,7/30/2022 9:32,R_1fjvToOII3ELfBE,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,21.0,Female,True,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,True,True,7/30/2022 9:32,7/30/2022 9:34,IP Address,100.0,74.0,True,7/30/2022 9:34,R_2zVfu5uQfgCs1M5,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
1863,2022-07-30 09:22:00,7/30/2022 9:31,IP Address,100,556,True,7/30/2022 9:31,R_1pGa1I5fMSx3e8p,,,,,anonymous,EN,,Yes,,Safari iPhone,14.1.1,iPhone,414x736,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,,arm1_control,61088a6f0372d8a146faa96b,61088a6f0372d8a146faa96b,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:31,7/30/2022 9:32,IP Address,100.0,30.0,True,7/30/2022 9:32,R_0HrzoysJRuvxtxD,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,23.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,,,,True,False,7/30/2022 9:33,7/30/2022 9:34,IP Address,100.0,53.0,True,7/30/2022 9:34,R_2rj9OpDy7CZyAn7,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1864,2022-07-30 09:30:00,7/30/2022 9:31,IP Address,100,91,True,7/30/2022 9:31,R_1KuK5ilrXzynMbm,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,360x800,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Agree,Agree,Disagree,Disagree,Slightly Disagree,Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,A few times a week / Daily,,arm3_tips,5d2df745da13f60018d14b64,5d2df745da13f60018d14b64,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:40,7/30/2022 9:40,IP Address,100.0,15.0,True,7/30/2022 9:40,R_3Mri70FC0bUHoF4,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,39.0,Male,True,Real,,,Real,Click,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 9:42,7/30/2022 9:43,IP Address,100.0,37.0,True,7/30/2022 9:43,R_dpwHQUu3g3fQ4ZX,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1865,2022-07-30 09:22:00,7/30/2022 9:31,IP Address,100,577,True,7/30/2022 9:31,R_2azeMDlsv7mixaf,,,,,anonymous,EN,,Yes,,Safari,15.6,Macintosh,768x1024,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm3_tips,62b751459b81d944562cdb87,62b751459b81d944562cdb87,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:31,7/30/2022 9:32,IP Address,100.0,79.0,True,7/30/2022 9:32,R_2dikbwkXfcAFYTF,,,,,anonymous,EN,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,76.0,Male,True,Scam,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,,,,True,False,7/30/2022 9:36,7/30/2022 9:39,IP Address,100.0,181.0,True,7/30/2022 9:39,R_pENqR8IbRO5ur97,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1866,2022-07-30 09:29:00,7/30/2022 9:31,IP Address,100,141,True,7/30/2022 9:31,R_1l6IxmyNsgGb65t,,,,,anonymous,EN,,Yes,,Chrome,103.0.5060.134,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Strongly Disagree,Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Slightly Agree,Strongly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Once a week,,arm3_tips,62d038104bd16f6fa0a7d4e7,62d038104bd16f6fa0a7d4e7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:31,7/30/2022 9:32,IP Address,100.0,23.0,True,7/30/2022 9:32,R_22FcCIp3F2at6f7,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,31.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 9:36,7/30/2022 9:36,IP Address,100.0,52.0,True,7/30/2022 9:36,R_WicxFGcK1m9r7Wx,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True
1867,2022-07-30 09:30:00,7/30/2022 9:31,IP Address,100,93,True,7/30/2022 9:31,R_1kSbbQTcKnbxJlx,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm2_generalinfo,5dcf402982569a08ddd84086,5dcf402982569a08ddd84086,1,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 9:31,7/30/2022 9:32,IP Address,100.0,39.0,True,7/30/2022 9:32,R_qUG0Zv9JPDHGZIB,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,54.0,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/30/2022 9:36,7/30/2022 9:36,IP Address,100.0,40.0,True,7/30/2022 9:36,R_OEaHAmPn6njH7a1,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1868,2022-07-30 09:29:00,7/30/2022 9:31,IP Address,100,153,True,7/30/2022 9:31,R_QiUDXprfZ0CFidX,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 10,350x699,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,,arm4_interactive,60ca4cfb5c287146cad0695a,60ca4cfb5c287146cad0695a,0,0,Both,,,Real,,,Scam,,,Real,,,Both,,,Both,,,Real,,,Real,,,True,True,7/30/2022 9:35,7/30/2022 9:36,IP Address,100.0,27.0,True,7/30/2022 9:36,R_BW9XlJeQP4deLO9,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,38.0,Male,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/30/2022 9:37,7/30/2022 9:38,IP Address,100.0,56.0,True,7/30/2022 9:38,R_2zpzD2QnYFDybpo,,,,,anonymous,EN,Someone claiming to be from the Social Security Administration (but wasn't),No,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True
