,StartDate,EndDate,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,fraudExperience_SSA,fraudExperience_Govt,fraudExperience_Biz,fraudExperience_YN,fraudLoss_YN,fraudLoss_Amount,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_medicareReview,Correct_benefitsSuspension,droppedFinalQuestion,percentCorrect,percentCorrect_Email,percentCorrect_Web,percentCorrect_Letter,percentCorrect_Govt,percentCorrect_Biz,percentCorrect_Scam,percentCorrect_Real
782,2022-07-30 10:59:00,7/30/2022 11:01,100,122,True,7/30/2022 11:01,R_3GetyP4FPJs2JdX,,,Yes,,Edge,103.0.1264.71,Windows NT 10.0,1536x864,Very little,Basically content,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Slightly Disagree,A few times a year,,arm2_generalinfo,616de80c9d988b900e45e5d3,616de80c9d988b900e45e5d3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 11:01,7/30/2022 11:02,100.0,39.0,True,7/30/2022 11:02,R_3nki8kzm2cqIVCl,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",19.0,Male,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,True,True,7/30/2022 11:03,7/30/2022 11:03,100.0,43.0,True,7/30/2022 11:03,R_1DOtHzQpHaPGL2Y,Someone claiming to be from another government agency (but wasn't),Yes,100,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,0,1.0,0.0,0.0,Keep,False,False,24,False,10.0,W,U,12,19.0,0.0,361.0,2.302585092994046,False,True,False,True,True,100.0,8.0,3.6,3.625,3,1.6666666666666667,8,1,1,4,4,3,3,2,0,4,4,1,2,1,2,5,5,0,True,True,True,False,True,True,True,False,True,True,False,80.0,75.0,75.0,100.0,66.66666666666666,100.0,80.0,80.0
788,2022-07-30 11:04:00,7/30/2022 11:07,100,142,True,7/30/2022 11:07,R_D35ck4WGYxnynZv,,,Yes,,Chrome,103.0.5060.134,Linux x86_64,1360x768,None at all,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5dd86784dcec8782b85cb5bb,5dd86784dcec8782b85cb5bb,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/30/2022 11:13,7/30/2022 11:14,100.0,43.0,True,7/30/2022 11:14,R_1KqAGItXuUBNO6D,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,56.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,,Real,,Details,Scam,,,Scam,,,True,True,7/30/2022 11:18,7/30/2022 11:19,100.0,53.0,True,7/30/2022 11:19,R_3oHraqoosnSAu7k,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Not Sure,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,0,1.0,1.0,0.0,Keep,False,False,24,False,90.0,W,E,16,56.0,0.0,3136.0,4.499809670330265,False,False,True,True,False,0.0,5.0,4.0,4.25,4,1.0,9,0,1,4,5,4,4,1,0,5,4,2,2,2,2,4,6,0,True,True,True,True,True,True,True,True,False,True,False,90.0,100.0,100.0,50.0,83.33333333333334,100.0,100.0,80.0
792,2022-07-30 11:05:00,7/30/2022 11:12,100,407,True,7/30/2022 11:12,R_3prGUCGDMfEf3gY,,,Yes,,Edge,103.0.1264.71,Windows NT 10.0,1366x768,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Agree,Disagree,Slightly Disagree,Agree,Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,,A few times a year,,arm1_control,628f9ed4bb2ffa5366f084fc,628f9ed4bb2ffa5366f084fc,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 11:12,7/30/2022 11:14,100.0,114.0,True,7/30/2022 11:14,R_A0TPerS07CWxsel,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,61.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/30/2022 11:20,7/30/2022 11:22,100.0,122.0,True,7/30/2022 11:22,R_3h0lqkrrzZo9k7n,"Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,24,False,60.0,W,E,14,61.0,0.0,3721.0,4.0943445622221,False,True,True,True,False,0.0,10.0,,2.875,3,1.0,7,3,0,5,2,2,3,2,0,5,2,1,1,2,1,8,2,0,True,False,True,True,True,False,False,True,True,True,False,70.0,50.0,75.0,100.0,83.33333333333334,50.0,40.0,100.0
795,2022-07-30 11:05:00,7/30/2022 11:14,100,528,True,7/30/2022 11:14,R_3JFbCJOXDamd0T2,,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Once a month,,arm3_tips,5a791168f49c9a0001f31061,5a791168f49c9a0001f31061,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 11:14,7/30/2022 11:15,100.0,98.0,True,7/30/2022 11:15,R_r1LivDj9YZC3Abv,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Graduate or professional degree,44.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,True,True,7/30/2022 11:21,7/30/2022 11:23,100.0,130.0,True,7/30/2022 11:23,R_qCPq9pBu2u55UnD,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,24,False,60.0,B,E,18,44.0,0.0,1936.0,4.0943445622221,False,True,True,True,False,0.0,12.0,6.8,4.75,4,1.3333333333333333,9,0,1,4,5,4,4,1,0,5,4,2,2,2,2,4,6,0,True,True,True,True,True,True,True,True,False,True,False,90.0,100.0,100.0,50.0,83.33333333333334,100.0,100.0,80.0
797,2022-07-30 11:06:00,7/30/2022 11:17,100,650,True,7/30/2022 11:17,R_3p3TruI2xAwf48t,,,Yes,,Safari,15.4,Macintosh,834x1112,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm4_interactive,61539b3fa541b182c0fadde1,61539b3fa541b182c0fadde1,3,1,Real,,Details,Real,,,Real,,Details,Scam,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/30/2022 11:29,7/30/2022 11:30,100.0,99.0,True,7/30/2022 11:30,R_21cuaFyF7V7DCq8,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,64.0,Female,True,Scam,,,Scam,,Details,Scam,Click,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,,,,True,False,7/30/2022 11:36,7/30/2022 11:38,100.0,114.0,True,7/30/2022 11:38,R_2En1XiOgFOJX9zO,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,24,False,125.0,W,U,18,64.0,1.0,4096.0,4.8283137373023015,True,True,True,True,False,0.0,9.0,4.8,4.0,4,1.0,5,2,2,3,2,3,1,1,0,3,2,1,2,1,0,5,4,1,False,True,False,True,True,False,False,True,True,False,True,50.0,75.0,25.0,50.0,50.0,50.0,40.0,60.0
793,2022-07-30 11:07:00,7/30/2022 11:12,100,277,True,7/30/2022 11:12,R_ApLYmkfLRPpV9WF,,,Yes,,Firefox,103,Ubuntu,1366x768,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Disagree,Once a week,,arm2_generalinfo,5f47fd5a30f69f26b1dc80fd,5f47fd5a30f69f26b1dc80fd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 11:12,7/30/2022 11:13,100.0,78.0,True,7/30/2022 11:13,R_2xRBHhY5qEZxmea,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,58.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,,,,True,False,7/30/2022 11:19,7/30/2022 11:21,100.0,107.0,True,7/30/2022 11:21,R_3EAVMHHfCjkLaAB,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,3.0,4.0,0.0,Keep,False,False,24,False,90.0,W,U,13,58.0,0.0,3364.0,4.499809670330265,False,True,True,True,False,0.0,6.0,2.4,2.5,5,1.6666666666666667,8,0,1,4,4,4,4,0,0,4,4,2,2,2,2,4,5,1,True,True,True,True,True,True,True,True,False,False,True,80.0,100.0,100.0,0.0,66.66666666666666,100.0,80.0,80.0
794,2022-07-30 11:09:00,7/30/2022 11:13,100,244,True,7/30/2022 11:13,R_vZwvMgCHbI5ZRex,,,Yes,,Chrome,103.0.0.0,Android 8.1.0,800x1280,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Once a month,,arm3_tips,5bc9ff771760a8000115b8f7,5bc9ff771760a8000115b8f7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 11:13,7/30/2022 11:15,100.0,67.0,True,7/30/2022 11:15,R_2QGJJN1w5EAr5sz,"Disabled, not able to work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",53.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Scam,,Details,Scam,,,Scam,,Details,Scam,,Details,Scam,,,Scam,,,True,True,7/30/2022 11:18,7/30/2022 11:19,100.0,64.0,True,7/30/2022 11:19,R_3ptjIhGCIeQtsdm,Other,No,,No,No,Often,Hardly ever,Often,"Yes, use the responses.",True,1,True,2,3.0,2.0,0.0,Keep,False,False,24,False,30.0,W,R,12,53.0,1.0,2809.0,3.4011973816621555,False,False,False,True,False,0.0,11.0,6.2,5.125,4,2.3333333333333335,6,1,3,2,4,2,3,1,0,3,3,1,1,1,2,3,7,0,True,True,True,False,False,True,True,False,False,True,False,60.0,50.0,75.0,50.0,50.0,75.0,80.0,40.0
800,2022-07-30 11:11:00,7/30/2022 11:20,100,533,True,7/30/2022 11:20,R_TtFcYi18mEaEQjT,,,Yes,,Safari,15.6,Macintosh,768x1024,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,A few times a year,,arm3_tips,62db3ed4036f86b4686c299d,62db3ed4036f86b4686c299d,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 11:20,7/30/2022 11:21,100.0,62.0,True,7/30/2022 11:21,R_2aCVdYuegNtfW22,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,54.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,,,,True,False,7/30/2022 11:24,7/30/2022 11:25,100.0,69.0,True,7/30/2022 11:25,R_UXF5JIOMjDFmiXL,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,4,3.0,2.0,0.0,Keep,False,False,24,False,125.0,W,E,16,54.0,0.0,2916.0,4.8283137373023015,False,True,True,True,False,0.0,9.0,4.6,4.125,3,1.6666666666666667,6,2,1,4,2,3,3,0,0,3,3,1,2,2,1,6,3,1,True,True,True,True,True,False,False,True,False,False,True,60.0,75.0,75.0,0.0,50.0,75.0,40.0,80.0
796,2022-07-30 11:11:00,7/30/2022 11:15,100,219,True,7/30/2022 11:15,R_3KpSoEABKtloJk1,,,Yes,,Firefox,102,Windows NT 10.0,1920x1080,Very little,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm1_control,5ddc7c26370810bfb7e7ae8d,5ddc7c26370810bfb7e7ae8d,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 11:15,7/30/2022 11:16,100.0,88.0,True,7/30/2022 11:16,R_1hM4j9Y6vj8nmMA,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,53.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,,,,True,False,7/30/2022 11:23,7/30/2022 11:25,100.0,73.0,True,7/30/2022 11:25,R_1dK9tnbCRz1XnYu,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,2,4.0,2.0,0.0,Keep,False,False,24,False,30.0,W,U,16,53.0,1.0,2809.0,3.4011973816621555,False,True,True,True,False,0.0,7.0,3.8,3.0,4,1.6666666666666667,6,2,1,4,2,3,3,0,0,3,3,1,2,2,1,6,3,1,True,True,True,True,True,False,False,True,False,False,True,60.0,75.0,75.0,0.0,50.0,75.0,40.0,80.0
798,2022-07-30 11:14:00,7/30/2022 11:17,100,171,True,7/30/2022 11:17,R_BVOEuBizIE3ogX7,,,Yes,,Chrome,91.0.4472.167,CrOS x86_64 13904.97.0,1920x1080,Very little,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Once a month,,arm4_interactive,5f999825a34e730101a8fdf7,5f999825a34e730101a8fdf7,3,1,Real,,,Real,,,Scam,,,Real,Click,,Real,,,Scam,,,Real,,,Scam,,Details,True,True,7/30/2022 11:20,7/30/2022 11:21,100.0,38.0,True,7/30/2022 11:21,R_30pZJ9CnaLqlUPa,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,49.0,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,Click,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/30/2022 11:23,7/30/2022 11:24,100.0,40.0,True,7/30/2022 11:24,R_ZytL6y82IO8YjbH,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,Yes,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,1,1.0,0.0,0.0,Keep,False,False,24,False,30.0,W,E,16,49.0,1.0,2401.0,3.4011973816621555,False,True,False,True,False,0.0,7.0,2.9,3.125,4,1.6666666666666667,6,3,1,4,2,2,3,1,0,3,3,1,1,1,2,7,3,0,True,False,True,False,True,True,False,True,False,True,False,60.0,50.0,75.0,50.0,50.0,75.0,40.0,80.0
799,2022-07-30 11:14:00,7/30/2022 11:19,100,320,True,7/30/2022 11:19,R_Rq5wB1aI4dq7iil,,,Yes,,Firefox,103,Macintosh,1600x1200,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Slightly Disagree,Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm1_control,5b7aefd06c1ccb000178b710,5b7aefd06c1ccb000178b710,4,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 11:19,7/30/2022 11:21,100.0,84.0,True,7/30/2022 11:21,R_2TCcbLDVtRvSqpj,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,60.0,Female,True,Real,,,Real,,Details,Real,Click,,Real,Click,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,,,,True,False,7/30/2022 11:27,7/30/2022 11:29,100.0,105.0,True,7/30/2022 11:29,R_31NK6Ly9jvLVRVO,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Some of the time,Often,"Yes, use the responses.",True,1,True,3,4.0,4.0,0.0,Keep,False,False,24,False,30.0,W,U,16,60.0,1.0,3600.0,3.4011973816621555,False,True,True,True,False,0.0,7.0,4.2,3.625,5,2.6666666666666665,4,4,1,4,0,2,2,0,0,2,2,1,1,1,1,8,1,1,True,False,True,False,True,False,False,True,False,False,True,40.0,50.0,50.0,0.0,33.33333333333333,50.0,0.0,80.0
804,2022-07-30 11:16:00,7/30/2022 11:21,100,290,True,7/30/2022 11:21,R_vxxm6gYoEpcRdXb,,,Yes,,Safari,15.1,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,,arm4_interactive,60185121c694790aa6520236,60185121c694790aa6520236,3,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,True,True,7/30/2022 11:29,7/30/2022 11:29,100.0,42.0,True,7/30/2022 11:29,R_z90gUcpHI1PNroZ,"Employed, working 1-29 hours per week","$40,000 - $59,999",Asian American or Asian,Bachelor degree,43.0,Female,True,Real,,,Scam,,Details,Scam,,,Scam,,,Real,,Details,Real,,,Real,,Details,Scam,,,Scam,,,,,,True,False,7/30/2022 11:35,7/30/2022 11:37,100.0,92.0,True,7/30/2022 11:37,R_2uqF4odteiQKpKz,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,1.0,3.0,0.0,Keep,False,False,24,False,60.0,A,U,16,43.0,1.0,1849.0,4.0943445622221,False,True,False,True,False,0.0,9.0,4.5,5.0,3,2.0,4,2,3,2,2,2,2,0,0,1,3,0,2,1,1,4,5,1,True,True,False,True,True,False,False,False,False,False,True,40.0,50.0,50.0,0.0,16.666666666666664,75.0,40.0,40.0
801,2022-07-30 11:17:00,7/30/2022 11:20,100,219,True,7/30/2022 11:20,R_300qNDlWZOpfPAb,,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,375x812,None at all,Angry,Never,Government should do more to solve problems.,Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,A few times a year,,arm2_generalinfo,614f58eb680c4b7c505e8030,614f58eb680c4b7c505e8030,3,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 11:20,7/30/2022 11:22,100.0,89.0,True,7/30/2022 11:22,R_1r2mNOFHr2mxuNX,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,48.0,Female,True,Real,,,Real,,Details,Real,Click,,Real,,,Real,,Details,Real,Click,,Real,,Details,Real,,,Scam,,,,,,True,False,7/30/2022 11:29,7/30/2022 11:30,100.0,55.0,True,7/30/2022 11:30,R_2E05gwSkKEFrixF,Someone claiming to be from the IRS (but wasn't),No,,No,Yes,Often,Some of the time,Often,"Yes, use the responses.",True,1,True,2,4.0,1.0,0.0,Keep,False,False,24,False,60.0,W,E,13,48.0,1.0,2304.0,4.0943445622221,False,True,False,True,False,0.0,5.0,1.9,2.625,3,2.6666666666666665,4,4,1,4,0,2,2,0,0,2,2,1,1,1,1,8,1,1,True,False,True,False,True,False,False,True,False,False,True,40.0,50.0,50.0,0.0,33.33333333333333,50.0,0.0,80.0
802,2022-07-30 11:17:00,7/30/2022 11:21,100,205,True,7/30/2022 11:21,R_yNJh28izh207x73,,,Yes,,Chrome,105.0.0.0,Macintosh,1440x900,Some,Basically content,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm3_tips,629145c67fcfae026d948019,629145c67fcfae026d948019,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 11:21,7/30/2022 11:22,100.0,71.0,True,7/30/2022 11:22,R_2AYlfs81fL6n8Gp,"Employed, working 30 or more hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Graduate or professional degree,26.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/30/2022 11:28,7/30/2022 11:30,100.0,101.0,True,7/30/2022 11:30,R_1IxVQKqBZjN89Hi,,,,,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,1,3.0,4.0,0.0,Keep,False,False,24,False,90.0,B,E,18,26.0,0.0,676.0,4.499809670330265,False,False,False,False,False,0.0,11.0,6.0,3.375,5,1.3333333333333333,8,1,1,4,4,4,3,1,0,5,3,2,2,2,1,5,5,0,True,True,True,True,True,False,True,True,False,True,False,80.0,100.0,75.0,50.0,83.33333333333334,75.0,80.0,80.0
