,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,fraudExperience_SSA,fraudExperience_Govt,fraudExperience_Biz,fraudExperience_YN,fraudLoss_YN,fraudLoss_Amount,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_medicareReview,Correct_benefitsSuspension,droppedFinalQuestion,percentCorrect,percentCorrect_Email,percentCorrect_Web,percentCorrect_Letter,percentCorrect_Govt,percentCorrect_Biz,percentCorrect_Scam,percentCorrect_Real
21,2022-08-10 19:56:00,8/10/2022 20:01,IP Address,100,286,True,8/10/2022 20:01,R_125zwxTFrTgBCsn,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1366x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a month,,arm4_interactive,6108e0f394ea82edc8b1884a,6108e0f394ea82edc8b1884a,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,8/10/2022 20:05,8/10/2022 20:07,IP Address,100,95,True,8/10/2022 20:07,R_ONiMAbItjxOc6mR,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",24.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,True,True,8/10/2022 20:10,8/10/2022 20:13,IP Address,100,157,True,8/10/2022 20:13,R_2pQRpRyzv53STNf,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,3,4,4,0,Keep,False,False,24,False,70,W,E,12,24.0,1,576.0,4.248495242049359,False,True,False,True,False,0.0,8,6.0,4.5,4,1.0,7,2,1,4,3,2,3,2,0,4,3,1,1,1,2,6,4,0,True,False,True,False,True,True,True,False,True,True,False,70.0,50.0,75.0,100.0,66.66666666666666,75.0,60.0,80.0
18,2022-08-10 19:58:00,8/10/2022 20:01,IP Address,100,164,True,8/10/2022 20:01,R_1DZjSGQv7lc4fq0,,,,,anonymous,EN,,Yes,,Chrome,104.0.0.0,Android 10,424x848,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Slightly Agree,A few times a year,,arm1_control,5ab0a8f9c4e8f200014b5d81,5ab0a8f9c4e8f200014b5d81,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/10/2022 20:01,8/10/2022 20:01,IP Address,100,36,True,8/10/2022 20:01,R_1LTLAq7hiEtv15W,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,38.0,Male,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Real,,,Scam,,,True,True,8/10/2022 20:03,8/10/2022 20:04,IP Address,100,60,True,8/10/2022 20:04,R_C7TWnJdk6Bd9sjf,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Often,Some of the time,Often,"Yes, use the responses.",True,1,True,1,1,1,0,Keep,False,False,24,False,10,W,R,13,38.0,0,1444.0,2.302585092994046,False,False,True,True,False,0.0,8,4.6,4.375,3,2.6666666666666665,8,2,0,5,3,3,3,2,0,4,4,1,2,1,2,7,3,0,True,True,True,False,True,True,False,True,True,True,False,80.0,75.0,75.0,100.0,66.66666666666666,100.0,60.0,100.0
24,2022-08-10 19:59:00,8/10/2022 20:03,IP Address,100,224,True,8/10/2022 20:03,R_1P6r0R5cd9GLJUi,,,,,anonymous,EN,,Yes,,Chrome,104.0.0.0,Android 12,412x915,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Once a month,,arm4_interactive,62f18a81b0ea9de9d3afe89e,62f18a81b0ea9de9d3afe89e,3,0,Real,,,Real,,,Scam,,,Real,,,Real,Click,,Scam,,,Real,,Details,Scam,,Details,True,True,8/10/2022 20:07,8/10/2022 20:07,IP Address,100,30,True,8/10/2022 20:07,R_2D20GnoKBYg4BVx,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,27.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,True,True,8/10/2022 20:12,8/10/2022 20:13,IP Address,100,70,True,8/10/2022 20:13,R_Ugejm7oVst1r9WV,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,2,0,2,0,Keep,False,False,24,False,60,W,E,16,27.0,0,729.0,4.0943445622221,True,True,True,True,False,0.0,7,3.2,4.25,4,1.6666666666666667,9,1,0,5,4,4,3,2,0,6,3,2,2,2,1,6,4,0,True,True,True,True,True,False,True,True,True,True,False,90.0,100.0,75.0,100.0,100.0,75.0,80.0,100.0
23,2022-08-10 20:00:00,8/10/2022 20:02,IP Address,100,155,True,8/10/2022 20:02,R_325dSlaRTH8DrPs,,,,,anonymous,EN,,Yes,,Edge,104.0.1293.47,Windows NT 10.0,1440x900,Some,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm1_control,5e40c6d2aa21c630069197ea,5e40c6d2aa21c630069197ea,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/10/2022 20:02,8/10/2022 20:03,IP Address,100,37,True,8/10/2022 20:03,R_ZJ0U3Asz8deepUZ,,,,,anonymous,EN,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,25.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,8/10/2022 20:05,8/10/2022 20:07,IP Address,100,90,True,8/10/2022 20:07,R_1g7tGWjV06fqHPQ,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,0,1,3,0,Keep,False,False,24,False,60,W,R,13,25.0,0,625.0,4.0943445622221,False,True,True,True,False,0.0,10,4.7,3.625,5,1.0,8,1,1,4,4,3,4,1,0,4,4,1,2,2,2,5,5,0,True,True,True,True,True,True,False,True,False,True,False,80.0,75.0,100.0,50.0,66.66666666666666,100.0,80.0,80.0
25,2022-08-10 20:01:00,8/10/2022 20:04,IP Address,100,167,True,8/10/2022 20:04,R_3kjQRuED8i7k3Y3,,,,,anonymous,EN,,Yes,,Safari,15.6,Macintosh,1512x982,Quite a lot,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Slightly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,A few times a week / Daily,,arm1_control,62db75296ae2aad4c57a9eb8,62db75296ae2aad4c57a9eb8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/10/2022 20:04,8/10/2022 20:04,IP Address,100,39,True,8/10/2022 20:04,R_268se5Ic1wm4OyH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,41.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,Details,Real,,Details,Real,,,Scam,,,True,True,8/10/2022 20:12,8/10/2022 20:13,IP Address,100,60,True,8/10/2022 20:13,R_1Qo80ChoX6Q0gfp,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,1,1,0,Keep,False,False,24,False,125,W,E,16,41.0,0,1681.0,4.8283137373023015,True,True,True,True,False,0.0,10,6.5,3.375,6,1.0,10,0,0,5,5,4,4,2,0,6,4,2,2,2,2,5,5,0,True,True,True,True,True,True,True,True,True,True,False,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,2022-08-10 20:01:00,8/10/2022 20:04,IP Address,100,148,True,8/10/2022 20:04,R_WClhUDbd1OA3X3P,,,,,anonymous,EN,,Yes,,Chrome,101.0.4951.64,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,61116b456808a7f913285600,61116b456808a7f913285600,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/10/2022 20:04,8/10/2022 20:05,IP Address,100,42,True,8/10/2022 20:05,R_11XWR1oijyYINer,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,21.0,Male,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,8/10/2022 20:06,8/10/2022 20:08,IP Address,100,77,True,8/10/2022 20:08,R_2YQBaIAfNJHDfFe,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,0,2,2,0,Keep,False,False,24,False,90,W,U,13,21.0,0,441.0,4.499809670330265,True,True,True,True,False,0.0,7,4.0,3.375,4,1.3333333333333333,6,4,0,5,1,2,2,2,0,4,2,1,1,1,1,9,1,0,True,False,True,False,True,False,False,True,True,True,False,60.0,50.0,50.0,100.0,66.66666666666666,50.0,20.0,100.0
27,2022-08-10 20:02:00,8/10/2022 20:04,IP Address,100,147,True,8/10/2022 20:04,R_2QYBfXFlyADfQOG,,,,,anonymous,EN,,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,5f6eab3fe024d03f963a0ae2,5f6eab3fe024d03f963a0ae2,0,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,True,True,8/10/2022 20:06,8/10/2022 20:07,IP Address,100,21,True,8/10/2022 20:07,R_2XcaNRjYpcofYcU,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,45.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,8/10/2022 20:09,8/10/2022 20:09,IP Address,100,34,True,8/10/2022 20:09,R_2Ea8qFA5RUmqzvU,,,,,anonymous,EN,Other,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,0,0,0,0,Keep,False,False,24,False,175,W,E,16,45.0,0,2025.0,5.1647859739235145,False,False,False,True,False,0.0,9,4.0,4.0,5,1.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,False,90.0,75.0,100.0,100.0,83.33333333333334,100.0,80.0,100.0
38,2022-08-10 20:02:00,8/10/2022 20:20,IP Address,100,1097,True,8/10/2022 20:20,R_2EHnvYG0m3BlSSk,,,,,anonymous,EN,,Yes,,Chrome,104.0.0.0,Android 12,412x915,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,,Slightly Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,A few times a year,,arm4_interactive,5bf571f03508750001423e07,5bf571f03508750001423e07,3,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,True,True,8/10/2022 20:25,8/10/2022 20:25,IP Address,100,38,True,8/10/2022 20:25,R_qxQCacVQIAB8QWl,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",Hispanic,Associate degree,24.0,Male,True,Scam,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,8/10/2022 20:27,8/10/2022 20:28,IP Address,100,80,True,8/10/2022 20:28,R_3FRjmFNJJOte6U6,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,Not Sure,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True,4,1,3,0,Keep,False,False,24,False,30,H,E,14,24.0,0,576.0,3.4011973816621555,False,False,True,True,False,0.0,7,1.8,,3,3.0,5,3,2,3,2,2,2,1,0,4,1,1,1,2,0,6,4,0,False,False,True,True,True,False,False,True,False,True,False,50.0,50.0,50.0,50.0,66.66666666666666,25.0,40.0,60.0
30,2022-08-10 20:05:00,8/10/2022 20:09,IP Address,100,255,True,8/10/2022 20:09,R_23TY0HgpqKb28Iw,,,,,anonymous,EN,,Yes,,Chrome iPhone,104.0.5112.88,iPhone,428x926,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,60b7d18beb67181cd97d7ac5,60b7d18beb67181cd97d7ac5,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,Real,,Details,Scam,,Details,True,True,8/10/2022 20:11,8/10/2022 20:12,IP Address,100,43,True,8/10/2022 20:12,R_5sFNiTGVupSi07v,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,36.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,8/10/2022 20:14,8/10/2022 20:15,IP Address,100,71,True,8/10/2022 20:15,R_3lDLxOBxMfpQlhV,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,2,2,2,0,Keep,False,False,24,False,175,W,E,16,36.0,0,1296.0,5.1647859739235145,True,True,True,True,False,0.0,9,4.3,2.5,5,3.0,8,2,0,5,3,3,3,2,0,5,3,1,2,2,1,7,3,0,True,True,True,True,True,False,False,True,True,True,False,80.0,75.0,75.0,100.0,83.33333333333334,75.0,60.0,100.0
29,2022-08-10 20:06:00,8/10/2022 20:09,IP Address,100,172,True,8/10/2022 20:09,R_1f0EG9nTNktZt3D,,,,,anonymous,EN,,Yes,,Chrome iPhone,93.0.4577.78,iPhone,375x667,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,,arm1_control,5e6a34ed08a6ec0a7f75df79,5e6a34ed08a6ec0a7f75df79,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/10/2022 20:09,8/10/2022 20:10,IP Address,100,58,True,8/10/2022 20:10,R_1hyS3L6FtyPiN8t,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999","White or Caucasian (Non-Hispanic),Asian American or Asian",Some college but no degree,26.0,Male,True,Real,,,Scam,,,Real,Click,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,8/10/2022 20:13,8/10/2022 20:15,IP Address,100,100,True,8/10/2022 20:15,R_vCdQ3KlFaD3sLKN,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Not Sure,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,1,3,4,0,Keep,False,False,24,False,30,A,E,13,26.0,0,676.0,3.4011973816621555,False,True,True,True,False,0.0,9,4.7,3.25,3,2.3333333333333335,6,2,2,3,3,2,3,1,0,3,3,0,2,2,1,5,5,0,True,True,True,True,True,False,False,False,False,True,False,60.0,50.0,75.0,50.0,50.0,75.0,60.0,60.0
33,2022-08-10 20:06:00,8/10/2022 20:11,IP Address,100,310,True,8/10/2022 20:11,R_RkP6PHTwqwh3w2d,,,,,anonymous,EN,,Yes,,Chrome,104.0.0.0,Windows NT 10.0,2560x1440,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Disagree,Slightly Disagree,Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Once a week,,arm4_interactive,6041d4362d9bef1db5a7beff,6041d4362d9bef1db5a7beff,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,8/10/2022 20:15,8/10/2022 20:16,IP Address,100,63,True,8/10/2022 20:16,R_3IQLZTZvNvfCEte,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",Hispanic,Some college but no degree,34.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,8/10/2022 20:20,8/10/2022 20:21,IP Address,100,98,True,8/10/2022 20:21,R_2TAb86Pp8a6apI9,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,3,3,4,0,Keep,False,False,24,False,70,H,U,13,34.0,0,1156.0,4.248495242049359,True,True,True,True,False,0.0,10,5.5,4.5,5,1.6666666666666667,7,2,1,4,3,3,3,1,0,4,3,1,2,2,1,6,4,0,True,True,True,True,True,False,False,True,False,True,False,70.0,75.0,75.0,50.0,66.66666666666666,75.0,60.0,80.0
31,2022-08-10 20:07:00,8/10/2022 20:10,IP Address,100,179,True,8/10/2022 20:10,R_2zptQlhMNEtRJom,,,,,anonymous,EN,,Yes,,Chrome,96.0.4664.104,Android 9,412x846,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Once a week,,arm1_control,62f2fcb8232d903d57e64e0f,62f2fcb8232d903d57e64e0f,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,8/10/2022 20:10,8/10/2022 20:11,IP Address,100,63,True,8/10/2022 20:11,R_3lrF3N2n8XPjCdo,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,35.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Real,,,Real,,,True,True,8/10/2022 20:13,8/10/2022 20:14,IP Address,100,67,True,8/10/2022 20:14,R_1myE8Lhxp0lmvxn,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,3,2,0,Keep,False,False,24,False,70,W,E,14,35.0,0,1225.0,4.248495242049359,False,True,False,True,False,0.0,9,4.3,3.5,5,1.0,7,3,0,5,2,3,3,1,0,4,3,1,2,2,1,8,2,0,True,True,True,True,True,False,False,True,True,False,False,70.0,75.0,75.0,50.0,66.66666666666666,75.0,40.0,100.0
32,2022-08-10 20:07:00,8/10/2022 20:10,IP Address,100,203,True,8/10/2022 20:10,R_3HOn5mqDqNguhj2,,,,,anonymous,EN,,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Some,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Once a week,,arm4_interactive,5c297e03da51990001e341d1,5c297e03da51990001e341d1,4,0,Real,,,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Scam,,Details,Real,,,True,True,8/10/2022 20:14,8/10/2022 20:14,IP Address,100,28,True,8/10/2022 20:14,R_2f7DSae6Epqtphp,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",Asian American or Asian,Bachelor degree,32.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,8/10/2022 20:17,8/10/2022 20:18,IP Address,100,46,True,8/10/2022 20:18,R_AdIabozCFmaUaFb,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,0,0,0,Keep,False,False,24,False,10,A,E,16,32.0,0,1024.0,2.302585092994046,False,False,False,True,False,0.0,8,5.2,5.25,5,1.0,8,1,1,4,4,3,4,1,0,4,4,1,2,2,2,5,5,0,True,True,True,True,True,True,False,True,False,True,False,80.0,75.0,100.0,50.0,66.66666666666666,100.0,80.0,80.0
