,PID,surveyArm,trustScore,incomeAmount,race5,employment3,educYears,marriedI,ageYears,genderI,ageYearsSq,lIncomeAmount,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_SSA,numCorrect_Other,numEmailsCorrect_SSA,numEmailsCorrect_Other,numLabeledReal,numLabeledFake,numNoAnswer,percentCorrect,TestRound,GovtConfScore,SuscPersuasionScore,SelfControlScore,SuscPersuasionScore_NoSelfControl,GenTrustScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views
241,5fc6ca6e040c3f0c0dc914ad,arm4_interactive_training,0.0,30.0,W,U,12.0,1.0,29.5,1.0,870.25,3.401197381662155,7.0,3.0,2.0,3.0,4.0,6.0,0.0,1.0,3.0,4.0,2.0,4.0,6.0,6.0,0.0,58.33333333333334,4.0,5.0,2.75,3.3333333333333335,2.875,1.8,1.0,1.0,3,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.
242,5c6f1e080b99a000018cc53b,arm1_control,1.0,60.0,W,E,16.0,0.0,49.5,1.0,2450.25,4.0943445622221,8.0,0.0,4.0,1.0,7.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,11.0,0.0,66.66666666666666,4.0,9.0,2.25,1.3333333333333333,2.875,2.4,2.8,1.375,5,Some,Frustrated,Only some of the time,Government should do more to solve problems.
243,55abb1a5fdf99b501fab62e3,arm4_interactive_training,3.0,60.0,W,U,18.0,1.0,69.5,0.0,4830.25,4.0943445622221,11.0,0.0,1.0,4.0,7.0,8.0,2.0,1.0,6.0,5.0,3.0,5.0,4.0,8.0,0.0,91.66666666666666,4.0,12.0,2.5,1.0,3.375,4.0,6.0,5.375,5,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.
244,5e3d679eaa341501c1a5a90b,arm1_control,0.0,30.0,W,R,16.0,0.0,59.5,1.0,3540.25,3.401197381662155,5.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,3.0,6.0,6.0,0.0,41.66666666666667,4.0,8.0,1.5833333333333333,1.0,2.0,1.8,4.1,1.875,4,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
245,5c5924c553fba80001bd7ad9,arm4_interactive_training,0.0,10.0,B,E,14.0,0.0,29.5,1.0,870.25,2.302585092994046,10.0,1.0,1.0,4.0,6.0,8.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,7.0,0.0,83.33333333333334,4.0,9.0,2.4166666666666665,3.3333333333333335,2.375,3.4,4.1,4.375,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
246,5fefa70c30cadfb105b65915,arm1_control,3.0,30.0,W,U,16.0,1.0,59.5,1.0,3540.25,3.401197381662155,12.0,0.0,0.0,5.0,7.0,8.0,2.0,2.0,6.0,6.0,3.0,5.0,5.0,7.0,0.0,100.0,4.0,8.0,2.1666666666666665,1.6666666666666667,2.625,2.0,4.0,2.375,5,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
247,5bb956946322c5000159dd42,arm2_written_techniques,3.0,60.0,W,U,18.0,1.0,69.5,0.0,4830.25,4.0943445622221,6.0,2.0,4.0,1.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,9.0,0.0,50.0,4.0,12.0,2.75,2.3333333333333335,3.25,3.4,5.9,4.875,5,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.
248,5f7d3538b89b0f20774c0921,arm2_written_techniques,0.0,70.0,A,U,16.0,0.0,39.5,0.0,1560.25,4.248495242049359,8.0,1.0,3.0,2.0,6.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,9.0,0.0,66.66666666666666,4.0,7.0,2.75,1.6666666666666667,3.5,3.4,4.7,3.875,5,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.
249,5f489766dbc4a2364c0f4f93,arm3_existingssa,3.0,90.0,W,R,16.0,1.0,59.5,1.0,3540.25,4.499809670330265,9.0,3.0,0.0,5.0,4.0,5.0,2.0,2.0,4.0,5.0,1.0,4.0,8.0,4.0,0.0,75.0,4.0,11.0,2.0833333333333335,1.3333333333333333,2.625,3.8,5.2,4.0,6,Some,Basically content,Most of the time,Government should do more to solve problems.
250,5d0e7ce13fe2d0001999c056,arm1_control,3.0,30.0,W,R,13.0,0.0,59.5,0.0,3540.25,3.401197381662155,10.0,0.0,2.0,3.0,7.0,7.0,1.0,2.0,5.0,5.0,3.0,4.0,3.0,9.0,0.0,83.33333333333334,4.0,8.0,,,,3.2,4.0,3.375,5,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
251,5c5e1a1559ec1d0001fe5afa,arm3_existingssa,2.0,60.0,W,E,16.0,1.0,49.5,0.0,2450.25,4.0943445622221,10.0,2.0,0.0,5.0,5.0,7.0,2.0,1.0,5.0,5.0,3.0,4.0,7.0,5.0,0.0,83.33333333333334,4.0,9.0,,2.6666666666666665,,4.0,5.4,4.625,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
252,6100c28ed43a1dea00f08633,arm3_existingssa,3.0,70.0,W,E,16.0,1.0,59.5,1,3540.25,4.248495242049359,7.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,5.0,0.0,4.0,6.0,6.0,0.0,58.33333333333334,6.0,12.0,3.4166666666666665,1.6666666666666667,4.5,4.0,5.9,5.75,5,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.
253,60fd63b8d96491b3d955996d,arm4_interactive_training,3.0,30.0,W,U,16.0,0.0,39.5,0,1560.25,3.401197381662155,9.0,2.0,1.0,4.0,5.0,7.0,1.0,1.0,4.0,5.0,2.0,5.0,6.0,6.0,0.0,75.0,6.0,8.0,4.583333333333333,5.666666666666667,4.75,3.4,2.8,4.25,5,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
254,610790e286844c36e02f906c,arm3_existingssa,0.0,10.0,W,U,13.0,0.0,29.5,1,870.25,2.302585092994046,6.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,7.0,5.0,0.0,50.0,6.0,7.0,3.5,3.0,4.125,2.2,3.2,2.375,4,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
255,5e5c9623d3e2d3475fea5cff,arm1_control,3.0,90.0,W,E,16.0,1.0,49.5,0.0,2450.25,4.499809670330265,7.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,6.0,6.0,0.0,58.33333333333334,4.0,8.0,3.0833333333333335,2.6666666666666665,3.625,2.8,5.5,3.75,5,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
256,56494d5b6902220012c4acb7,arm3_existingssa,3.0,60.0,W,E,16.0,1.0,59.5,1,3540.25,4.0943445622221,7.0,1.0,4.0,1.0,6.0,5.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,10.0,0.0,58.33333333333334,6.0,7.0,2.25,1.3333333333333333,2.875,3.0,4.4,3.875,4,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.
257,586372cae16d530001b345b8,arm2_written_techniques,3.0,10.0,W,U,16.0,1.0,59.5,1,3540.25,2.302585092994046,11.0,1.0,0.0,5.0,6.0,7.0,2.0,2.0,6.0,5.0,3.0,4.0,6.0,6.0,0.0,91.66666666666666,6.0,8.0,2.3333333333333335,1.3333333333333333,3.0,4.4,3.5,4.75,6,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
258,5ddecf14d3ac2affdc8df54c,arm1_control,3.0,125.0,W,U,16.0,1.0,49.5,1.0,2450.25,4.828313737302302,8.0,1.0,3.0,2.0,6.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,9.0,0.0,66.66666666666666,4.0,9.0,3.25,2.3333333333333335,4.0,4.0,5.7,4.75,5,Some,Frustrated,Only some of the time,Government should do more to solve problems.
259,610081ebf9f870b4213e06cb,arm4_interactive_training,0.0,60.0,W,E,16.0,0.0,21.5,0,462.25,4.0943445622221,9.0,2.0,1.0,4.0,5.0,7.0,0.0,2.0,4.0,5.0,3.0,4.0,6.0,6.0,0.0,75.0,6.0,10.0,2.9166666666666665,3.6666666666666665,3.0,2.6,2.0,3.875,4,Quite a lot,Basically content,Only some of the time,Government is doing too many things better left to businesses and individuals.
260,5dfb693a73d72487b1fe495b,arm1_control,3.0,125.0,W,E,16.0,1.0,69.5,0.0,4830.25,4.828313737302302,8.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,5.0,0.0,4.0,7.0,5.0,0.0,66.66666666666666,4.0,9.0,3.4166666666666665,2.6666666666666665,4.125,4.0,6.0,1.0,3,Some,Frustrated,Only some of the time,Government should do more to solve problems.
261,5dd2c9f2c925a82e5167ef8b,arm4_interactive_training,3.0,60.0,W,E,16.0,1.0,59.5,0,3540.25,4.0943445622221,6.0,5.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,9.0,3.0,0.0,50.0,6.0,9.0,2.5833333333333335,2.0,3.125,4.0,6.0,2.875,3,Some,Frustrated,Only some of the time,Government should do more to solve problems.
262,56d1af6521cd29000b973ff2,arm4_interactive_training,3.0,70.0,W,E,14.0,1.0,59.5,1.0,3540.25,4.248495242049359,10.0,2.0,0.0,5.0,5.0,6.0,2.0,2.0,4.0,6.0,1.0,5.0,7.0,5.0,0.0,83.33333333333334,4.0,9.0,2.9166666666666665,2.6666666666666665,3.375,4.0,4.8,2.5,5,Quite a lot,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
263,60fdda994df352f6ca4ca402,arm2_written_techniques,0.0,175.0,W,E,18.0,1.0,49.5,1,2450.25,5.164785973923514,9.0,1.0,2.0,3.0,6.0,7.0,1.0,1.0,4.0,5.0,2.0,5.0,4.0,8.0,0.0,75.0,6.0,8.0,,6.333333333333333,,2.6,5.7,4.125,6,Very little,Basically content,Only some of the time,Government is doing too many things better left to businesses and individuals.
264,5f5d89dda340225e0c060414,arm3_existingssa,2.0,60.0,W,R,18.0,1.0,59.5,1,3540.25,4.0943445622221,10.0,1.0,1.0,4.0,6.0,7.0,1.0,2.0,4.0,6.0,2.0,5.0,5.0,7.0,0.0,83.33333333333334,6.0,9.0,3.1666666666666665,3.6666666666666665,3.375,3.2,4.6,3.25,6,Some,Frustrated,Only some of the time,Government should do more to solve problems.
265,601c170bd8db9368fc2d996b,arm3_existingssa,3.0,70.0,W,U,16.0,1.0,39.5,1.0,1560.25,4.248495242049359,10.0,1.0,1.0,4.0,6.0,7.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,7.0,0.0,83.33333333333334,4.0,10.0,3.6666666666666665,3.0,4.375,3.8,6.1,4.0,5,Some,Basically content,Only some of the time,Government should do more to solve problems.
266,5b566435d8348500012d2d65,arm2_written_techniques,3.0,30.0,W,R,16.0,1.0,69.5,1.0,4830.25,3.401197381662155,6.0,2.0,4.0,1.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,9.0,0.0,50.0,4.0,11.0,3.4166666666666665,4.333333333333333,3.5,3.8,5.7,2.875,4,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.
267,60bc4ab6673a043c66657cd5,arm4_interactive_training,1.0,10.0,W,R,18.0,0.0,69.5,1,4830.25,2.302585092994046,12.0,0.0,0.0,5.0,7.0,8.0,2.0,2.0,6.0,6.0,3.0,5.0,5.0,7.0,0.0,100.0,6.0,8.0,2.75,2.6666666666666665,3.125,3.2,6.8,4.625,4,Some,Frustrated,Never,Government should do more to solve problems.
268,5f8f46ff0b55a11953d90aa5,arm3_existingssa,0.0,175.0,W,E,16.0,0.0,69.5,0.0,4830.25,5.164785973923514,9.0,2.0,1.0,4.0,5.0,6.0,1.0,2.0,5.0,4.0,3.0,3.0,6.0,6.0,0.0,75.0,4.0,8.0,3.4166666666666665,2.6666666666666665,4.125,2.6,3.3,4.0,4,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
269,5fd14598fd2de30f5eea2fc4,arm4_interactive_training,2.0,10.0,W,R,13.0,0.0,69.5,1,4830.25,2.302585092994046,8.0,3.0,1.0,4.0,4.0,5.0,1.0,2.0,3.0,5.0,1.0,4.0,7.0,5.0,0.0,66.66666666666666,6.0,6.0,2.4166666666666665,1.0,3.25,3.8,,1.875,3,None at all,Angry,Only some of the time,Government should do more to solve problems.
270,60fcd2e26a72c518d0b60738,arm1_control,3.0,175.0,W,E,18.0,1.0,39.5,1,1560.25,5.164785973923514,8.0,1.0,3.0,2.0,6.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,9.0,0.0,66.66666666666666,6.0,9.0,4.0,4.666666666666667,4.25,5.0,4.9,4.0,5,Some,Basically content,Only some of the time,Government is doing too many things better left to businesses and individuals.
271,5fb9b9c1c62f408e51e09e32,arm3_existingssa,3.0,60.0,W,R,18.0,1.0,69.5,1.0,4830.25,4.0943445622221,7.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,0.0,3.0,8.0,4.0,0.0,58.33333333333334,4.0,12.0,2.0833333333333335,1.3333333333333333,2.625,4.0,7.0,4.5,3,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.
272,5ca73ac06fa13f00189cbe17,arm4_interactive_training,3.0,30.0,W,U,18.0,0.0,59.5,0.0,3540.25,3.401197381662155,8.0,4.0,0.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0,9.0,3.0,0.0,66.66666666666666,4.0,12.0,3.1666666666666665,2.6666666666666665,3.75,4.0,,5.375,4,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.
273,610025e1545e95efd8295d18,arm3_existingssa,3.0,30.0,H,E,16.0,1.0,29.5,0,870.25,3.401197381662155,5.0,5.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,4.0,0.0,3.0,8.0,4.0,0.0,41.66666666666667,6.0,9.0,2.25,1.6666666666666667,2.75,4.2,5.0,3.125,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
274,5f048fdc0aea5b0ae3215fc9,arm1_control,3.0,30.0,W,R,12.0,0.0,59.5,1.0,3540.25,3.401197381662155,9.0,2.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,6.0,1.0,5.0,6.0,6.0,0.0,75.0,4.0,11.0,2.0833333333333335,1.0,2.75,5.0,5.3,,5,Some,Basically content,Most of the time,Government should do more to solve problems.
275,6107acfe97c63575a2344e36,arm4_interactive_training,0.0,10.0,B,U,12.0,,21.5,1,462.25,2.302585092994046,9.0,1.0,2.0,3.0,6.0,8.0,0.0,1.0,4.0,5.0,3.0,5.0,4.0,8.0,0.0,75.0,6.0,8.0,3.6666666666666665,4.333333333333333,3.875,2.6,4.8,3.875,5,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
276,5ef035131f1b2a546b44c391,arm4_interactive_training,2.0,125.0,A,R,18.0,1.0,69.5,0.0,4830.25,4.828313737302302,8.0,2.0,2.0,3.0,5.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,5.0,7.0,0.0,66.66666666666666,4.0,4.0,2.5833333333333335,1.3333333333333333,3.375,3.0,5.5,2.75,3,None at all,Angry,Never,Government is doing too many things better left to businesses and individuals.
277,5d730a3cf37bfe0001ff031a,arm3_existingssa,0.0,30.0,W,U,13.0,0.0,59.5,0,3540.25,3.401197381662155,11.0,1.0,0.0,5.0,6.0,7.0,2.0,2.0,5.0,6.0,2.0,5.0,6.0,6.0,0.0,91.66666666666666,6.0,6.0,2.75,2.0,3.375,4.0,2.9,5.75,5,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.
278,5e3581ed0082f15283413024,arm1_control,0.0,175.0,W,E,18.0,1.0,59.5,0.0,3540.25,5.164785973923514,9.0,1.0,2.0,3.0,6.0,6.0,2.0,1.0,5.0,4.0,2.0,4.0,4.0,8.0,0.0,75.0,4.0,9.0,3.0,1.0,4.125,3.0,6.0,3.75,3,Some,Frustrated,Only some of the time,Government should do more to solve problems.
279,5f15ba922eed6a21fe83e78a,arm1_control,3.0,60.0,W,R,16.0,1.0,69.5,0.0,4830.25,4.0943445622221,8.0,1.0,3.0,2.0,6.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,9.0,0.0,66.66666666666666,4.0,13.0,3.1666666666666665,3.3333333333333335,3.5,4.0,5.9,5.125,4,Quite a lot,Basically content,Just about always,Government should do more to solve problems.
280,5ddab4c559b1b0a089f10680,arm1_control,0.0,60.0,W,E,16.0,0.0,59.5,1,3540.25,4.0943445622221,8.0,2.0,2.0,3.0,5.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,5.0,7.0,0.0,66.66666666666666,6.0,9.0,3.4166666666666665,3.0,4.0,2.4,3.6,2.375,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
281,5f218ec7604e35564a7ea1ea,arm3_existingssa,0.0,90.0,W,U,12.0,0.0,29.5,0.0,870.25,4.499809670330265,8.0,3.0,1.0,4.0,4.0,5.0,1.0,2.0,3.0,5.0,1.0,4.0,7.0,5.0,0.0,66.66666666666666,4.0,8.0,3.25,2.3333333333333335,4.0,2.6,4.8,3.625,4,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
282,5d069f2f041328001a7815be,arm4_interactive_training,3.0,60.0,W,R,13.0,0.0,69.5,0.0,4830.25,4.0943445622221,9.0,2.0,1.0,4.0,5.0,6.0,1.0,2.0,5.0,4.0,3.0,3.0,6.0,6.0,0.0,75.0,4.0,9.0,4.5,5.666666666666667,4.625,4.0,6.3,4.0,4,Quite a lot,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
283,5fad961b463be513d7486f86,arm2_written_techniques,3.0,30.0,B,E,12.0,0.0,39.5,0,1560.25,3.401197381662155,4.0,3.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,3.0,4.0,33.33333333333333,6.0,8.0,2.4166666666666665,3.0,2.5,4.6,6.7,4.875,6,Some,Frustrated,Never,Government should do more to solve problems.
284,610925067b0ea968105a1b72,arm3_existingssa,1.0,175.0,,U,16.0,0.0,21.5,1,462.25,5.164785973923514,8.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,7.0,5.0,0.0,66.66666666666666,6.0,8.0,4.25,5.0,4.5,3.4,3.4,3.0,5,Some,Angry,Only some of the time,Government should do more to solve problems.
285,599ec7dc617ca80001fcd124,arm2_written_techniques,0.0,90.0,W,E,18.0,1.0,59.5,0.0,3540.25,4.499809670330265,9.0,2.0,1.0,4.0,5.0,6.0,2.0,1.0,5.0,4.0,2.0,4.0,6.0,6.0,0.0,75.0,4.0,8.0,2.5,2.0,3.0,3.8,4.1,2.125,4,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
286,5a4fab63eedc32000141ec5c,arm4_interactive_training,0.0,30.0,A,E,16.0,0.0,39.5,1.0,1560.25,3.401197381662155,9.0,1.0,2.0,3.0,6.0,8.0,0.0,1.0,4.0,5.0,3.0,5.0,4.0,8.0,0.0,75.0,4.0,8.0,3.4166666666666665,4.0,3.625,2.4,3.9,3.875,5,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
287,60fdd8e1c09b279c5e967dfe,arm2_written_techniques,3.0,70.0,W,E,16.0,1.0,39.5,0,1560.25,4.248495242049359,11.0,1.0,0.0,5.0,6.0,7.0,2.0,2.0,5.0,6.0,2.0,5.0,6.0,6.0,0.0,91.66666666666666,6.0,8.0,4.166666666666667,5.666666666666667,4.125,2.6,3.0,4.375,5,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
288,5fbe0983bb675f29dde28b82,arm1_control,3.0,30.0,W,R,14.0,1.0,59.5,0.0,3540.25,3.401197381662155,6.0,2.0,4.0,1.0,5.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,9.0,0.0,50.0,4.0,11.0,2.25,1.3333333333333333,2.875,3.2,5.8,3.0,4,Quite a lot,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.
289,565a4547c51d43000587507d,arm3_existingssa,3.0,30.0,W,U,18.0,0.0,39.5,1.0,1560.25,3.401197381662155,8.0,3.0,1.0,4.0,4.0,5.0,2.0,1.0,5.0,3.0,2.0,3.0,7.0,5.0,0.0,66.66666666666666,4.0,8.0,2.3333333333333335,1.3333333333333333,3.0,3.2,6.6,2.125,6,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
290,5e32164a9b1c9a20330aebab,arm2_written_techniques,2.0,30.0,W,U,14.0,0.0,59.5,1.0,3540.25,3.401197381662155,9.0,2.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,6.0,1.0,5.0,6.0,6.0,0.0,75.0,4.0,10.0,3.75,5.0,3.75,4.2,6.4,4.0,5,Some,Frustrated,Most of the time,Government should do more to solve problems.
291,5c0fcccc1f6f150001487111,arm1_control,2.0,175.0,W,U,13.0,1.0,59.5,1,3540.25,5.164785973923514,9.0,2.0,1.0,4.0,5.0,6.0,1.0,2.0,4.0,5.0,2.0,4.0,6.0,6.0,0.0,75.0,6.0,8.0,3.1666666666666665,4.0,3.25,3.0,4.5,2.25,5,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
292,5df861926aab7c5f659dfd85,arm1_control,3.0,70.0,W,U,16.0,1.0,49.5,1.0,2450.25,4.248495242049359,8.0,3.0,1.0,4.0,4.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,7.0,5.0,0.0,66.66666666666666,4.0,9.0,2.6666666666666665,3.6666666666666665,2.625,3.8,5.3,2.375,3,Some,Frustrated,Only some of the time,Government should do more to solve problems.
293,60fdfd265d53f620ef2c3929,arm1_control,1.0,10.0,W,E,13.0,0.0,21.5,1,462.25,2.302585092994046,7.0,2.0,3.0,2.0,5.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,8.0,0.0,58.33333333333334,6.0,6.0,3.75,2.3333333333333335,4.75,3.2,3.5,3.75,3,None at all,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
294,60c76fb5887b0728245b0695,arm3_existingssa,3.0,30.0,W,R,18.0,0.0,69.5,1,4830.25,3.401197381662155,10.0,0.0,2.0,3.0,7.0,7.0,1.0,2.0,5.0,5.0,3.0,4.0,3.0,9.0,0.0,83.33333333333334,6.0,10.0,3.5833333333333335,3.3333333333333335,4.125,3.8,3.7,2.5,5,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.
295,59ff81fd5d06850001afeeab,arm1_control,0.0,30.0,B,E,12.0,0.0,29.5,0.0,870.25,3.401197381662155,10.0,1.0,1.0,4.0,6.0,7.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,7.0,0.0,83.33333333333334,4.0,10.0,2.6666666666666665,2.0,3.25,2.0,5.0,5.0,6,Some,Frustrated,Most of the time,Government should do more to solve problems.
296,5ea72b8aedd4c90da065607c,arm2_written_techniques,0.0,10.0,W,U,16.0,0.0,59.5,0.0,3540.25,2.302585092994046,7.0,4.0,1.0,4.0,3.0,4.0,2.0,1.0,4.0,3.0,1.0,3.0,8.0,4.0,0.0,58.33333333333334,4.0,9.0,2.5833333333333335,1.6666666666666667,3.25,3.0,3.8,2.875,3,Some,Frustrated,Only some of the time,Government should do more to solve problems.
297,61001d9b2e3d8a75a09f3db3,arm3_existingssa,3.0,70.0,W,E,16.0,0.0,59.5,0,3540.25,4.248495242049359,6.0,1.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,5.0,1.0,5.0,3.0,5.0,4.0,50.0,6.0,10.0,2.8333333333333335,2.3333333333333335,3.375,3.6,5.5,4.625,5,Quite a lot,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.
298,5c926d2a0ae1ea00156f71a0,arm2_written_techniques,0.0,125.0,W,U,16.0,1.0,59.5,1,3540.25,4.828313737302302,5.0,3.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,4.0,1.0,4.0,6.0,2.0,4.0,41.66666666666667,6.0,6.0,3.3333333333333335,3.6666666666666665,3.625,2.2,,4.0,5,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.
299,6105b1b285e91680458bd341,arm4_interactive_training,3.0,125.0,W,R,18.0,1.0,49.5,1,2450.25,4.828313737302302,6.0,5.0,1.0,4.0,2.0,4.0,0.0,2.0,2.0,4.0,1.0,3.0,9.0,3.0,0.0,50.0,6.0,9.0,3.0,2.3333333333333335,3.625,3.6,4.3,3.625,3,Some,Frustrated,Only some of the time,Government should do more to solve problems.
300,5edc3f9696a72790ae256a27,arm3_existingssa,0.0,30.0,W,R,16.0,0.0,59.5,1.0,3540.25,3.401197381662155,7.0,4.0,1.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,8.0,4.0,0.0,58.33333333333334,4.0,8.0,3.3333333333333335,2.0,4.25,2.8,5.8,2.125,4,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
301,5f7058deeb83ab60bb836eae,arm2_written_techniques,2.0,10.0,W,U,13.0,0.0,21.5,1.0,462.25,2.302585092994046,7.0,4.0,1.0,4.0,3.0,5.0,0.0,2.0,4.0,3.0,3.0,2.0,8.0,4.0,0.0,58.33333333333334,4.0,9.0,4.0,4.333333333333333,4.375,3.6,4.2,4.0,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
302,61016fba26e42d1d449f890d,arm3_existingssa,3.0,70.0,W,U,16.0,1.0,29.5,1,870.25,4.248495242049359,9.0,2.0,1.0,4.0,5.0,5.0,2.0,2.0,6.0,3.0,3.0,2.0,6.0,6.0,0.0,75.0,6.0,9.0,4.583333333333333,4.666666666666667,5.125,,5.2,4.0,5,Some,Frustrated,Only some of the time,Government should do more to solve problems.
303,60fdbd0f06c0c59f1e37183d,arm3_existingssa,1.0,70.0,W,U,18.0,0.0,69.5,1,4830.25,4.248495242049359,8.0,0.0,4.0,1.0,7.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,11.0,0.0,66.66666666666666,6.0,11.0,3.0833333333333335,1.3333333333333333,4.125,3.0,5.9,4.25,4,Quite a lot,Basically content,Only some of the time,Government should do more to solve problems.
304,60b5141acdfeaaf91d9dc145,arm2_written_techniques,0.0,125.0,W,R,18.0,1.0,59.5,0,3540.25,4.828313737302302,8.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,5.0,7.0,0.0,66.66666666666666,6.0,9.0,3.25,2.6666666666666665,3.875,3.6,5.4,4.0,5,Some,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.
305,571164253d47e80009635a80,arm1_control,3.0,60.0,W,R,13.0,1.0,69.5,1,4830.25,4.0943445622221,12.0,0.0,0.0,5.0,7.0,8.0,2.0,2.0,6.0,6.0,3.0,5.0,5.0,7.0,0.0,100.0,6.0,11.0,3.0833333333333335,2.3333333333333335,3.75,5.0,6.5,4.25,6,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.
306,5a72e36c6fc3c60001f97a9b,arm3_existingssa,3.0,70.0,W,E,14.0,1.0,39.5,1.0,1560.25,4.248495242049359,9.0,1.0,2.0,3.0,6.0,6.0,1.0,2.0,4.0,5.0,2.0,4.0,4.0,8.0,0.0,75.0,4.0,8.0,2.25,2.3333333333333335,2.5,4.0,4.9,4.25,4,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
