StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,MetaInfo_Browser,MetaInfo_Version,MetaInfo_Operating System,MetaInfo_Resolution,PID,SuscPersuasion_1,SuscPersuasion_2,SuscPersuasion_3,SuscPersuasion_4,SuscPersuasion_5,SuscPersuasion_6,SuscPersuasion_7,SuscPersuasion_8,SuscPersuasion_9,SuscPersuasion_10,SuscPersuasion_11,SuscPersuasion_12,GenTrust_1,GenTrust_2,GenTrust_3,GenTrust_4,GenTrust_5,GenTrust_6,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,TrustInSSA_1,TrustInSSA_2,TrustInSSA_3,TrustInSSA_4,TrustInSSA_5,TrustInSSA_6,TrustInSSA_7,TrustInSSA_8,TrustInSSA_9,TrustInSSA_10,TrustInInternet_1,TrustInInternet_2,TrustInInternet_3,TrustInInternet_4,TrustInInternet_5,TrustInInternet_6,TrustInInternet_7,TrustInInternet_8,OnlineShopping,HonestyCheck,PROLIFIC_PID,UserAgent
3/3/2022 17:05,3/3/2022 17:19,IP Address,100,853,TRUE,3/3/2022 17:19,R_PLCZem4iAP50PMl,,,,,anonymous,EN,Yes,,,,,5ddef2e6929d5de6f1050f1c,Strongly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Few times a year,"Yes, use the responses.",5ddef2e6929d5de6f1050f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/3/2022 17:16,3/3/2022 17:20,IP Address,100,235,TRUE,3/3/2022 17:20,R_2EAawblLhQpWgdb,,,,,anonymous,EN,Yes,,,,,60493e65aba91587246602a2,Slightly Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Disagree,,,,,,,Some,Basically content,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Disagree,Once a week,"Yes, use the responses.",60493e65aba91587246602a2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:97.0) Gecko/20100101 Firefox/97.0
3/3/2022 17:16,3/3/2022 17:20,IP Address,100,202,TRUE,3/3/2022 17:20,R_OIlQxyj6gfwPa7f,,,,,anonymous,EN,Yes,,,,,59d75f1b8fd07a0001841feb,Disagree,Strongly Agree,Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Very little,Frustrated,Most of the time,Government should do more to solve problems.,Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Disagree,Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Few times a year,"Yes, use the responses.",59d75f1b8fd07a0001841feb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
3/3/2022 17:13,3/3/2022 17:21,IP Address,100,466,TRUE,3/3/2022 17:21,R_3EfBMdPJ1sd0UmJ,,,,,anonymous,EN,Yes,,,,,5c38f43bb594c40001212d39,Strongly Disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Quite a lot,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Disagree,Agree,Agree,Agree,Disagree,Slightly Disagree,Slightly Agree,Agree,Strongly Agree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,"Yes, use the responses.",5c38f43bb594c40001212d39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
3/3/2022 17:15,3/3/2022 17:21,IP Address,100,337,TRUE,3/3/2022 17:21,R_ZrG2d1bMG5aEech,,,,,anonymous,EN,Yes,,,,,5c9293accd8dd00001d0b129,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Strongly Agree,Agree,Once a week,"Yes, use the responses.",5c9293accd8dd00001d0b129,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A136U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/16.0 Chrome/92.0.4515.166 Mobile Safari/537.36"
3/3/2022 17:12,3/3/2022 17:21,IP Address,100,575,TRUE,3/3/2022 17:21,R_1q9EvvMwQRPyCeT,,,,,anonymous,EN,Yes,,,,,5ef764821269f404a08607d7,Disagree,Agree,Strongly Disagree,Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Disagree,Strongly Disagree,Slightly Agree,Agree,Agree,Agree,Disagree,Once a week,"Yes, use the responses.",5ef764821269f404a08607d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/3/2022 17:18,3/3/2022 17:21,IP Address,100,168,TRUE,3/3/2022 17:21,R_x9FoecwMfSqqAtb,,,,,anonymous,EN,Yes,,,,,5c1942e200849900010afdcd,Slightly Agree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Neutral,Neutral,Agree,Agree,Strongly agree,Agree,Some,Basically content,Most of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Once a week,"Yes, use the responses.",5c1942e200849900010afdcd,"Mozilla/5.0 (Linux; Android 11; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
3/3/2022 17:17,3/3/2022 17:21,IP Address,100,256,TRUE,3/3/2022 17:21,R_1KXGebS9hWsBG2R,,,,,anonymous,EN,Yes,,,,,5f4d5f9f835880a2aca8b996,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Very little,Frustrated,Never,Government should do more to solve problems.,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Once a month,"Yes, use the responses.",5f4d5f9f835880a2aca8b996,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
3/3/2022 17:01,3/3/2022 17:21,IP Address,100,1195,TRUE,3/3/2022 17:21,R_xFcVvwn4blVGjQJ,,,,,anonymous,EN,Yes,,,,,5d79156e0c89aa0001026dc8,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Few times a year,"Yes, use the responses.",5d79156e0c89aa0001026dc8,"Mozilla/5.0 (X11; CrOS x86_64 14388.61.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.107 Safari/537.36"
3/3/2022 17:15,3/3/2022 17:23,IP Address,100,489,TRUE,3/3/2022 17:23,R_129ljjr88hoUeqA,,,,,anonymous,EN,Yes,,,,,60bc8860d04f4ac80d319a5c,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Once a week,"Yes, use the responses.",60bc8860d04f4ac80d319a5c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/3/2022 17:20,3/3/2022 17:23,IP Address,100,171,TRUE,3/3/2022 17:23,R_3QPk1gMbOCo0AJ1,,,,,anonymous,EN,Yes,,,,,6101a6c0553ea77dea52a85f,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Agree,Neutral,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Agree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Once a month,"Yes, use the responses.",6101a6c0553ea77dea52a85f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
3/3/2022 17:13,3/3/2022 17:23,IP Address,100,584,TRUE,3/3/2022 17:23,R_1TjDZjdziILVLBn,,,,,anonymous,EN,Yes,,,,,5f119c5ad521140253f60e86,Slightly Agree,Slightly Agree,Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Once a week,"Yes, use the responses.",5f119c5ad521140253f60e86,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/3/2022 17:21,3/3/2022 17:24,IP Address,100,210,TRUE,3/3/2022 17:24,R_3PcAZEsh4W6o6DU,,,,,anonymous,EN,Yes,,,,,60fcad8b8bac0383c5b9272b,Neither Agree nor Disagree,Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Disagree,Few times a week/Daily,"Yes, use the responses.",60fcad8b8bac0383c5b9272b,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
3/3/2022 17:20,3/3/2022 17:25,IP Address,100,293,TRUE,3/3/2022 17:25,R_3iJVldyN1JS5615,,,,,anonymous,EN,Yes,,,,,6042794fe3c49714bee3e9cf,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Agree,Once a month,"Yes, use the responses.",6042794fe3c49714bee3e9cf,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/3/2022 17:19,3/3/2022 17:25,IP Address,100,345,TRUE,3/3/2022 17:25,R_5mOAtPEshihrmEN,,,,,anonymous,EN,Yes,,,,,596c1af50e679d0001faca67,Slightly Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,None at all,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Strongly Agree,Strongly Agree,Once a month,"No, the responses shouldn't be used.",596c1af50e679d0001faca67,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/3/2022 17:22,3/3/2022 17:25,IP Address,100,194,TRUE,3/3/2022 17:25,R_1MXoyy3ZbITRTr7,,,,,anonymous,EN,Yes,,,,,610462fe9130a29881eeb085,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Very little,Frustrated,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Few times a year,"Yes, use the responses.",610462fe9130a29881eeb085,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
3/3/2022 17:10,3/3/2022 17:26,IP Address,100,913,TRUE,3/3/2022 17:26,R_3p3JzJKZCLw8VNh,,,,,anonymous,EN,Yes,,,,,601736d3f57edd250d376de9,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Some,Frustrated,Most of the time,Government should do more to solve problems.,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Few times a week/Daily,"Yes, use the responses.",601736d3f57edd250d376de9,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/3/2022 17:16,3/3/2022 17:26,IP Address,100,588,TRUE,3/3/2022 17:26,R_9YbKPn8PK1QDyVP,,,,,anonymous,EN,Yes,,,,,60a494b9ce384122865f7175,Slightly Agree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,,Agree,Agree,Slightly Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Few times a week/Daily,"Yes, use the responses.",60a494b9ce384122865f7175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36"
3/3/2022 17:21,3/3/2022 17:27,IP Address,100,352,TRUE,3/3/2022 17:27,R_1mK7hnVYNNEWWEG,,,,,anonymous,EN,Yes,,,,,5a6d3a19e6cc4a0001b6c47a,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Disagree,Agree,Slightly Disagree,Slightly Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Disagree,Agree,Neither Agree nor Disagree,Once a week,"Yes, use the responses.",5a6d3a19e6cc4a0001b6c47a,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Safari/537.36 OPR/82.0.4227.58"
3/3/2022 17:21,3/3/2022 17:27,IP Address,100,366,TRUE,3/3/2022 17:27,R_uswthyC3z6CsKIh,,,,,anonymous,EN,Yes,,,,,5c28d3540091e40001ca581e,Disagree,Agree,Disagree,Agree,Slightly Agree,Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Once a month,"Yes, use the responses.",5c28d3540091e40001ca581e,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36 OPR/84.0.4316.21"
3/3/2022 17:22,3/3/2022 17:27,IP Address,100,295,TRUE,3/3/2022 17:27,R_z0XVTLr503Hz8HL,,,,,anonymous,EN,Yes,,,,,5ca60cd95a6f9a0015b2d034,Strongly Disagree,Slightly Agree,Strongly Disagree,Agree,Slightly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Few times a week/Daily,"Yes, use the responses.",5ca60cd95a6f9a0015b2d034,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/3/2022 17:23,3/3/2022 17:27,IP Address,100,282,TRUE,3/3/2022 17:27,R_bEkgu7OwdkZFcB3,,,,,anonymous,EN,Yes,,,,,6101ca2b4ef4ff44381fe3cd,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Agree,Agree,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Once a month,"Yes, use the responses.",6101ca2b4ef4ff44381fe3cd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
3/3/2022 17:17,3/3/2022 17:27,IP Address,100,596,TRUE,3/3/2022 17:27,R_1LwAi0Rxoci6DSQ,,,,,anonymous,EN,Yes,,,,,57e7bb4e73e67300012b8e2a,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Agree,Agree,Strongly Agree,Agree,Once a month,"Yes, use the responses.",57e7bb4e73e67300012b8e2a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
3/3/2022 17:22,3/3/2022 17:28,IP Address,100,398,TRUE,3/3/2022 17:28,R_82rP41DT0XdnuEh,,,,,anonymous,EN,Yes,,,,,5be781ca3b047e0001a39e47,Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Strongly Disagree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Some,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Agree,Disagree,Once a month,"Yes, use the responses.",5be781ca3b047e0001a39e47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/3/2022 17:23,3/3/2022 17:29,IP Address,100,381,TRUE,3/3/2022 17:29,R_3L0cUjmUdqlEUFn,,,,,anonymous,EN,Yes,,,,,5e373f33a42bce6daa55ea65,Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Some,,Most of the time,Government should do more to solve problems.,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Once a month,"Yes, use the responses.",5e373f33a42bce6daa55ea65,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
3/3/2022 17:25,3/3/2022 17:29,IP Address,100,255,TRUE,3/3/2022 17:29,R_25uWr8P72RrKqVD,,,,,anonymous,EN,Yes,,,,,6100b8ec68f33db3c5aa1619,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Few times a year,"Yes, use the responses.",6100b8ec68f33db3c5aa1619,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
