,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
2943,2022-09-12 07:29:00,9/12/2022 7:34,IP Address,100,335,True,9/12/2022 7:34,R_1QtldTDm7v0spcc,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a month,B418708,arm3_tips,,B418708,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:34,9/12/2022 7:36,IP Address,100.0,77.0,True,9/12/2022 7:36,R_2Xb1Iop9J4A2x1m,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",58.0,Female,True,Real,,,Real,,Details,Scam,,,Scam,,,Real,,Details,Scam,Click,,Scam,,Details,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:40,9/12/2022 7:42,IP Address,100.0,73.0,True,9/12/2022 7:42,R_27wixjranadXB1D,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,3.0,1.0,0.0,Keep,False,False,7,True
2926,2022-09-12 07:30:00,9/12/2022 7:30,IP Address,100,40,True,9/12/2022 7:30,R_2TmEOHk8tNCzv29,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B849350,notSet,,B849350,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,0,,,,No to Consent: First Survey,False,,7,True
3583,2022-09-12 07:30:00,9/12/2022 7:33,IP Address,86,192,False,9/13/2022 7:34,R_20VhKTd7vipoagl,,,,,anonymous,EN,Yes,,,Chrome iPhone,105.0.5195.100,iPhone,390x844,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Once a week,B979943,notSet,,B979943,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,1,,,,Incomplete: First Survey,False,,7,True
2945,2022-09-12 07:30:00,9/12/2022 7:35,IP Address,100,243,True,9/12/2022 7:35,R_3lDla7lvrZ2bSx2,,,,,anonymous,EN,Yes,,,Firefox,104,Macintosh,1344x756,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,B353403,arm1_control,,B353403,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:35,9/12/2022 7:36,IP Address,100.0,88.0,True,9/12/2022 7:36,R_2aVnqWX9QU8qB6N,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,66.0,Male,True,Real,,,Real,,,Real,Click,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:44,9/12/2022 7:45,IP Address,100.0,94.0,True,9/12/2022 7:45,R_BDrUHoihkxqKIGl,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,3.0,2.0,0.0,Keep,False,False,7,True
2946,2022-09-12 07:31:00,9/12/2022 7:35,IP Address,100,222,True,9/12/2022 7:35,R_1dAhnF04Si1H3IV,,,,,anonymous,EN,Yes,,,Chrome iPhone,105.0.5195.100,iPhone,375x667,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.,Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a year,B62399,arm3_tips,,B62399,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:35,9/12/2022 7:36,IP Address,100.0,66.0,True,9/12/2022 7:36,R_55sNCOtu07dfU0F,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,64.0,Female,True,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 7:41,9/12/2022 7:44,IP Address,100.0,134.0,True,9/12/2022 7:44,R_11hnJKXWC1DlhTm,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",Yes,7000,Yes,Not Sure,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,2.0,3.0,0.0,Keep,False,False,6,True
2939,2022-09-12 07:31:00,9/12/2022 7:33,IP Address,100,101,True,9/12/2022 7:33,R_3JlAwZ5M39OLqVs,,,,,anonymous,EN,Yes,,,Chrome,104.0.0.0,Android 9,360x640,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,B464577,arm1_control,,B464577,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:33,9/12/2022 7:33,IP Address,100.0,24.0,True,9/12/2022 7:33,R_pa6bqUY7U3x8qBP,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Associate degree,27.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,True,True,9/12/2022 7:35,9/12/2022 7:36,IP Address,100.0,54.0,True,9/12/2022 7:36,R_p6NMm9nSGEr3RU5,,,,,anonymous,EN,,,,,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,0,0.0,0.0,0.0,Keep,False,False,7,True
2977,2022-09-12 07:31:00,9/12/2022 7:42,IP Address,100,609,True,9/12/2022 7:42,R_2VRfyTlAoytKsME,,,,,anonymous,EN,Yes,,,Chrome,104.0.0.0,Windows NT 10.0,1280x720,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,B448961,arm3_tips,,B448961,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:42,9/12/2022 7:43,IP Address,100.0,113.0,True,9/12/2022 7:43,R_1JCuKsvJSCpR7gj,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",African American or African (Non-Hispanic),Graduate or professional degree,56.0,Female,True,Real,,,Scam,,Details,Real,Click,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:54,9/12/2022 7:57,IP Address,100.0,184.0,True,9/12/2022 7:57,R_1kZTFbeoRnOgjCa,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Other",Yes,"400,000",Yes,Yes,Often,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,7,True
2953,2022-09-12 07:31:00,9/12/2022 7:35,IP Address,100,270,True,9/12/2022 7:35,R_Q5gGwGCUSGxzgJz,,,,,anonymous,EN,Yes,,,Chrome iPhone,105.0.5195.100,iPhone,375x667,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Slightly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,A few times a year,B167992,arm3_tips,,B167992,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:35,9/12/2022 7:36,IP Address,100.0,61.0,True,9/12/2022 7:36,R_eeRtTOixE32XEit,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,60.0,Female,True,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:39,9/12/2022 7:40,IP Address,100.0,74.0,True,9/12/2022 7:40,R_1kFexpUcpSf8L5C,,,,,anonymous,EN,,,,,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,2.0,1.0,0.0,Keep,False,False,7,True
2950,2022-09-12 07:31:00,9/12/2022 7:35,IP Address,100,235,True,9/12/2022 7:35,R_3nuu8yv5OJeq7fi,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1392x783,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,B71643,arm1_control,,B71643,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:35,9/12/2022 7:36,IP Address,100.0,47.0,True,9/12/2022 7:36,R_cRMLdE5mXW88WZj,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",I prefer not to say,Graduate or professional degree,58.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:38,9/12/2022 7:40,IP Address,100.0,81.0,True,9/12/2022 7:40,R_22qWmCFuCcpfFgM,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,600,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,1.0,1.0,0.0,Keep,False,False,6,True
3584,2022-09-12 07:32:00,9/12/2022 7:34,IP Address,45,74,False,9/13/2022 7:34,R_0deh9VLcmU1LXz3,,,,,anonymous,EN,Yes,,,Chrome iPhone,105.0.5195.100,iPhone,414x896,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,,,,,,,,,,,,,,,,,,,,B627287,notSet,,B627287,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,0,,,,Incomplete: First Survey,False,,7,True
2956,2022-09-12 07:32:00,9/12/2022 7:36,IP Address,100,240,True,9/12/2022 7:36,R_3hyBglVqKx6vdXz,,,,,anonymous,EN,Yes,,,Chrome iPad,105.0.5195.100,iPad,810x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,B857743,arm4_interactive,,B857743,3,0,Real,,,Real,Click,,Scam,,,Real,,,Real,,,Scam,Click,,Real,,Details,Scam,,Details,True,True,9/12/2022 7:42,9/12/2022 7:43,IP Address,100.0,51.0,True,9/12/2022 7:43,R_3D1Ic3VEitpMOOO,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Graduate or professional degree,41.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Real,,,True,True,9/12/2022 7:47,9/12/2022 7:48,IP Address,100.0,85.0,True,9/12/2022 7:48,R_1l61708HthnDY8R,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Often,Hardly ever,"Yes, use the responses.",True,1,True,2,1.0,1.0,0.0,Keep,False,False,7,True
2969,2022-09-12 07:32:00,9/12/2022 7:39,IP Address,100,438,True,9/12/2022 7:39,R_3O03D7tRAVb7dop,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,384x854,Quite a lot,Frustrated,Just about always,Government should do more to solve problems.,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,B386460,arm2_generalinfo,,B386460,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:39,9/12/2022 7:41,IP Address,100.0,112.0,True,9/12/2022 7:41,R_3j9b2ymedaPUWa8,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,75.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:44,9/12/2022 7:47,IP Address,100.0,148.0,True,9/12/2022 7:47,R_1mFdUKiriDpLJNa,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,219,Yes,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,7,True
2967,2022-09-12 07:32:00,9/12/2022 7:38,IP Address,100,323,True,9/12/2022 7:38,R_1kN7kG2iuVVDpcz,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,385x854,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a month,B859941,arm1_control,,B859941,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:38,9/12/2022 7:39,IP Address,100.0,81.0,True,9/12/2022 7:39,R_1gNrxoWmrfBYbsJ,,,,,anonymous,EN,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,72.0,Male,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,3,3.0,,,Incomplete: Third Survey,False,,7,True
2959,2022-09-12 07:32:00,9/12/2022 7:37,IP Address,100,267,True,9/12/2022 7:37,R_6GcgmdaiCp4NW6d,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 10,412x846,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,A few times a week / Daily,B840515,arm2_generalinfo,,B840515,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:37,9/12/2022 7:38,IP Address,100.0,72.0,True,9/12/2022 7:38,R_sTHJmdagMGh47YJ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",33.0,Female,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 7:41,9/12/2022 7:42,IP Address,100.0,80.0,True,9/12/2022 7:42,R_DnJdHohThAJXjcl,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),Yes,626,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,2,2.0,1.0,0.0,Keep,False,False,7,True
2940,2022-09-12 07:32:00,9/12/2022 7:33,IP Address,100,61,True,9/12/2022 7:33,R_2y8duZUq0DVNn7q,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B367781,notSet,,B367781,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,0,,,,No to Consent: First Survey,False,,7,True
2949,2022-09-12 07:32:00,9/12/2022 7:35,IP Address,100,185,True,9/12/2022 7:35,R_10H5DViBuNjy5z4,,,,,anonymous,EN,Yes,,,Chrome,99.0.4844.88,Android 11,412x892,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,A few times a week / Daily,B228546,arm3_tips,,B228546,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:35,9/12/2022 7:36,IP Address,100.0,38.0,True,9/12/2022 7:36,R_3hzoBsk30yslWr2,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,41.0,Female,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,True,True,9/12/2022 7:40,9/12/2022 7:41,IP Address,100.0,81.0,True,9/12/2022 7:41,R_3JIcHvujM4IRG9o,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,100,Yes,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,1,0.0,1.0,0.0,Keep,False,False,7,True
2947,2022-09-12 07:32:00,9/12/2022 7:35,IP Address,100,155,True,9/12/2022 7:35,R_3PhmrQt5qEnoOxk,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1680x1050,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Slightly Disagree,Agree,Disagree,Agree,Slightly Agree,Once a month,B376992,arm4_interactive,,B376992,1,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,,,True,True,9/12/2022 7:41,9/12/2022 8:27,IP Address,100.0,2759.0,True,9/12/2022 8:27,R_3qPDjZw2Iz5qf4l,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,42.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 8:31,9/12/2022 8:32,IP Address,100.0,83.0,True,9/12/2022 8:32,R_Xna91tIPIJKUhSF,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",Not Sure,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,1,4.0,1.0,0.0,Keep,False,False,7,True
2955,2022-09-12 07:33:00,9/12/2022 7:35,IP Address,100,148,True,9/12/2022 7:35,R_2Pp0iPGYh1IXuYe,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,428x926,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Disagree,Strongly Disagree,Slightly Agree,Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a week / Daily,B558763,arm1_control,,B558763,1,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 7:35,9/12/2022 7:36,IP Address,100.0,40.0,True,9/12/2022 7:36,R_qK3I4GgErt7SyS5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,26.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,Details,Scam,,,Scam,,,True,True,9/12/2022 7:39,9/12/2022 7:40,IP Address,85.0,81.0,False,9/13/2022 7:40,R_1jTdojSc6Vjlwbl,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,250,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,0.0,1.0,0.0,Keep,False,False,7,True
3591,2022-09-12 07:33:00,9/12/2022 7:39,IP Address,50,314,False,9/13/2022 7:39,R_25QozfZTuevyezQ,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,414x896,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Disagree,Disagree,,Agree,Agree,Agree,Slightly Agree,,,,,,,,,,,,B259685,notSet,,B259685,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,3,,,,Incomplete: First Survey,False,,7,True
3590,2022-09-12 07:33:00,9/12/2022 7:36,IP Address,45,188,False,9/13/2022 7:36,R_2B2nC5wEDZp4VTv,,,,,anonymous,EN,Yes,,,Chrome,99.0.4844.88,Android 12,360x800,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,,,,,,,,,,,,,,,,,,,,B869127,notSet,,B869127,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,1,,,,Incomplete: First Survey,False,,7,True
3588,2022-09-12 07:33:00,9/12/2022 7:35,IP Address,45,119,False,9/13/2022 7:35,R_2B3bzg5K2dOIM9J,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,390x844,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,,,,,,,,,,,,,,,,,,,,B912165,notSet,,B912165,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,1,,,,Incomplete: First Survey,False,,7,True
