,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_WalmartProduct,Correct_medicareReview,Correct_replacementCard,Correct_benefitsSuspension,percentCorrect
37,2022-07-26 10:28:00,7/26/2022 10:33,IP Address,100,262,True,7/26/2022 10:33,R_3kO4LrirlsLJC70,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,2240x1260,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,A few times a week / Daily,,arm1_control,5f3dd31899a9be204ea557f6,5f3dd31899a9be204ea557f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:33,7/26/2022 10:34,IP Address,100.0,72.0,True,7/26/2022 10:34,R_3MM9zd59uQKvUJd,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,50.0,Female,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/26/2022 10:40,7/26/2022 10:42,IP Address,100.0,95.0,True,7/26/2022 10:42,R_2Pegj6HxQSzQBfF,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,4.0,4.0,0.0,Keep,False,False,24,False,125,W,U,13.0,50.0,1.0,2500.0,4.8283137373023015,7,3.4,4.625,A few times a week / Daily,1.3333333333333333,6,3,1,4,2,2,3,1,0,3,3,1,1,1,2,7,3,0,False,True,False,True,True,False,True,False,True,True,60.0
45,2022-07-26 10:28:00,7/26/2022 10:36,IP Address,100,451,True,7/26/2022 10:36,R_AvZsPeU5rXL4773,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x938,Quite a lot,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Once a month,,arm1_control,60e8974c6cbf013cde0a68b9,60e8974c6cbf013cde0a68b9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:36,7/26/2022 10:37,IP Address,100.0,65.0,True,7/26/2022 10:37,R_3jTYXWgmzeOp3fk,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",49.0,Male,True,Scam,,,Scam,Click,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 10:40,7/26/2022 10:41,IP Address,100.0,113.0,True,7/26/2022 10:41,R_2uInRlViBSAJnZR,,,,,anonymous,EN,Someone claiming to be from the Social Security Administration (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,4.0,4.0,0.0,Keep,False,False,24,False,90,W,U,12.0,49.0,0.0,2401.0,4.499809670330265,10,2.2,3.5,4,2.0,5,1,4,1,4,3,1,1,0,3,2,1,2,1,0,2,8,0,True,False,True,True,False,True,False,False,False,True,50.0
36,2022-07-26 10:30:00,7/26/2022 10:33,IP Address,100,138,True,7/26/2022 10:33,R_e3XWudv3TkgRZD3,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Agree,Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,A few times a year,,arm4_interactive,5bd845189673510001877e36,5bd845189673510001877e36,1,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,True,True,7/26/2022 10:35,7/26/2022 10:36,IP Address,100.0,29.0,True,7/26/2022 10:36,R_2Bg5zJAs2gS6QBw,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,51.0,Female,True,Scam,,,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/26/2022 10:39,7/26/2022 10:39,IP Address,100.0,44.0,True,7/26/2022 10:39,R_2uO1C8j5W27Qd3V,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,0.0,1.0,0.0,Keep,False,False,24,False,10,W,U,13.0,51.0,1.0,2601.0,2.302585092994046,7,3.1,2.5,A few times a year,1.0,9,0,1,4,5,4,4,1,0,5,4,2,2,2,2,4,6,0,True,True,True,True,True,True,True,False,True,True,90.0
38,2022-07-26 10:30:00,7/26/2022 10:33,IP Address,100,176,True,7/26/2022 10:33,R_0Do9oTAGomiMptT,,,,,anonymous,EN,,Yes,,Safari,15.5,Macintosh,1440x900,Very little,Angry,Never,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,A few times a week / Daily,,arm4_interactive,62daa52d86e66e5feaf3bc15,62daa52d86e66e5feaf3bc15,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,Details,Scam,,Details,True,True,7/26/2022 10:36,7/26/2022 10:37,IP Address,100.0,30.0,True,7/26/2022 10:37,R_2AYzRLpAyX0Bwt8,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Hispanic,Graduate or professional degree,38.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Real,,,Scam,,,True,True,7/26/2022 10:41,7/26/2022 10:41,IP Address,100.0,47.0,True,7/26/2022 10:42,R_2zutAHhMRDJfGFU,,,,,anonymous,EN,Someone claiming to be from the company where you work (but wasn't),No,,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,1,1.0,1.0,0.0,Keep,False,False,24,False,70,H,E,18.0,38.0,1.0,1444.0,4.248495242049359,6,4.2,3.625,A few times a week / Daily,3.0,8,1,1,4,4,4,3,1,0,5,3,2,2,2,1,5,5,0,True,True,True,True,False,True,True,False,True,True,80.0
39,2022-07-26 10:30:00,7/26/2022 10:33,IP Address,100,148,True,7/26/2022 10:33,R_1JPfTmB5rkyARxS,,,,,anonymous,EN,,Yes,,Chrome,101.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Disagree,Disagree,Once a week,,arm4_interactive,58c72acd444ade00010234d8,58c72acd444ade00010234d8,4,0,Real,Click,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,Details,True,True,7/26/2022 10:36,7/26/2022 10:36,IP Address,100.0,25.0,True,7/26/2022 10:36,R_24r74G4m5bhZRKX,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Associate degree,37.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:38,7/26/2022 10:39,IP Address,100.0,36.0,True,7/26/2022 10:39,R_3qjVfSWDObLfgek,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,0.0,0.0,0.0,Keep,False,False,24,False,125,W,E,14.0,37.0,1.0,1369.0,4.8283137373023015,8,2.4,2.625,5,2.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,False,True,True,True,True,90.0
48,2022-07-26 10:32:00,7/26/2022 10:37,IP Address,100,310,True,7/26/2022 10:37,R_XjHAeC4BvRg60RX,,,,,anonymous,EN,,Yes,,Safari iPhone,15.4,iPhone,375x667,None at all,Angry,Never,Government should do more to solve problems.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,,arm4_interactive,613aad30bcfed65155a026ec,613aad30bcfed65155a026ec,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/26/2022 10:39,7/26/2022 10:39,IP Address,100.0,34.0,True,7/26/2022 10:39,R_32RX1mhAJsVY5ox,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Associate degree,25.0,Female,True,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/26/2022 10:40,7/26/2022 10:41,IP Address,100.0,58.0,True,7/26/2022 10:41,R_11c5C1dMfdcCcxA,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,1.0,2.0,0.0,Keep,False,False,24,False,60,B,U,14.0,25.0,1.0,625.0,4.0943445622221,5,4.6,5.125,A few times a year,2.0,8,0,2,3,5,3,4,1,0,5,3,2,1,2,2,3,7,0,True,True,True,False,True,True,True,False,True,True,80.0
40,2022-07-26 10:33:00,7/26/2022 10:35,IP Address,100,144,True,7/26/2022 10:35,R_1CD9CnM5ZM7fbGz,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,Very little,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Once a week,,arm1_control,6172db316212169efd33f55d,6172db316212169efd33f55d,1,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:35,7/26/2022 10:36,IP Address,100.0,48.0,True,7/26/2022 10:36,R_rj4ojvXxvwAVhLz,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",Hispanic,"High school degree or equivalent (e.g., GED)",20.0,Female,True,Real,,Details,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:39,7/26/2022 10:40,IP Address,100.0,49.0,True,7/26/2022 10:40,R_1kGNEF5ELmEiVwQ,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,1,3.0,1.0,0.0,Keep,False,False,24,False,30,H,U,12.0,20.0,1.0,400.0,3.4011973816621555,7,5.7,1.75,5,2.3333333333333335,8,2,0,5,3,3,3,2,0,5,3,2,1,1,2,7,3,0,False,True,False,True,True,True,True,True,True,True,80.0
49,2022-07-26 10:33:00,7/26/2022 10:37,IP Address,100,227,True,7/26/2022 10:37,R_2ebbZ3ZDr8KcMUa,,,,,anonymous,EN,,Yes,,Chrome,102.0.5005.115,Macintosh,1920x1080,None at all,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Once a week,,arm4_interactive,61f2ad10a09e72f23cbaf7aa,61f2ad10a09e72f23cbaf7aa,4,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,Details,Scam,,Details,True,True,7/26/2022 10:39,7/26/2022 10:39,IP Address,100.0,23.0,True,7/26/2022 10:39,R_RLmceJEry9yI87f,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,24.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:41,7/26/2022 10:41,IP Address,100.0,36.0,True,7/26/2022 10:41,R_1gCpT53nIeOJdNk,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,Not Sure,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,0.0,0.0,0.0,Keep,False,False,24,False,30,W,E,16.0,24.0,0.0,576.0,3.4011973816621555,7,2.1,1.875,5,2.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,False,True,True,True,True,90.0
51,2022-07-26 10:34:00,7/26/2022 10:39,IP Address,100,276,True,7/26/2022 10:39,R_1FzyU6gV8N9MIbL,,,,,anonymous,EN,,Yes,,Chrome,87.0.4280.152,CrOS x86_64 13505.111.0,1366x768,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,A few times a year,,arm1_control,5c65b3d45416680001bed9fa,5c65b3d45416680001bed9fa,1,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:39,7/26/2022 10:40,IP Address,100.0,103.0,True,7/26/2022 10:40,R_ba5oMarlVg0MHn3,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,56.0,Male,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 10:45,7/26/2022 10:47,IP Address,100.0,111.0,True,7/26/2022 10:47,R_3KNng4i6FILJljT,,,,,anonymous,EN,Other,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,4.0,4.0,0.0,Keep,False,False,24,False,30,W,U,14.0,56.0,0.0,3136.0,3.4011973816621555,6,3.4,3.375,A few times a year,2.0,5,3,2,3,2,1,3,1,0,2,3,0,1,1,2,6,4,0,False,True,False,True,True,False,True,False,False,True,50.0
60,2022-07-26 10:35:00,7/26/2022 10:41,IP Address,100,372,True,7/26/2022 10:41,R_3ls23uEbpeQ4kuA,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1504x1003,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm1_control,5f5d072a03bb910d975cc8ab,5f5d072a03bb910d975cc8ab,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:41,7/26/2022 10:42,IP Address,100.0,33.0,True,7/26/2022 10:42,R_3lJi63NOXATbf16,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",Asian American or Asian,Bachelor degree,28.0,Female,True,Real,,,Scam,,,Real,,,Real,,Details,Real,Click,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,True,True,7/26/2022 10:44,7/26/2022 10:46,IP Address,100.0,103.0,True,7/26/2022 10:46,R_1g61AYa1WkYGqc4,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,4,1.0,4.0,0.0,Keep,False,False,24,False,60,A,U,16.0,28.0,1.0,784.0,4.0943445622221,8,,3.375,5,2.3333333333333335,5,3,2,3,2,3,1,1,0,3,2,2,1,0,1,6,4,0,False,False,False,True,False,True,True,False,True,True,50.0
55,2022-07-26 10:35:00,7/26/2022 10:40,IP Address,100,296,True,7/26/2022 10:40,R_1lbhwoFqkvKPNKJ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Once a week,,arm4_interactive,61009e4c46c0dd640ebc06d3,61009e4c46c0dd640ebc06d3,4,0,Real,,,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Scam,,Details,Scam,,Details,True,True,7/26/2022 10:44,7/26/2022 10:45,IP Address,100.0,56.0,True,7/26/2022 10:45,R_3e2zzsbjfSa5JOg,,,,,anonymous,EN,"Not employed, looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,28.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:49,7/26/2022 10:51,IP Address,100.0,71.0,True,7/26/2022 10:51,R_241m5VgVQWp71Wo,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,3.0,3.0,0.0,Keep,False,False,24,False,175,W,U,18.0,28.0,1.0,784.0,5.1647859739235145,7,3.9,2.625,5,2.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,False,True,True,True,True,90.0
53,2022-07-26 10:35:00,7/26/2022 10:39,IP Address,100,251,True,7/26/2022 10:39,R_2z6WDqEdAhLs3oF,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Once a week,,arm4_interactive,59f71f797086f80001941493,59f71f797086f80001941493,3,0,Real,,,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/26/2022 10:43,7/26/2022 10:44,IP Address,100.0,42.0,True,7/26/2022 10:44,R_3DwDEgshBzzkMWk,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,48.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:47,7/26/2022 10:48,IP Address,100.0,55.0,True,7/26/2022 10:48,R_24HKc96dcBB32Yw,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,2.0,2.0,0.0,Keep,False,False,24,False,175,W,U,16.0,48.0,1.0,2304.0,5.1647859739235145,8,5.0,2.75,5,1.3333333333333333,8,2,0,5,3,3,3,2,0,5,3,1,2,2,1,7,3,0,True,True,True,True,False,False,True,True,True,True,80.0
47,2022-07-26 10:35:00,7/26/2022 10:37,IP Address,100,128,True,7/26/2022 10:37,R_2BaMY5uSdSBQbbk,,,,,anonymous,EN,,Yes,,Chrome,96.0.4664.104,Android 12,412x869,None at all,Angry,Never,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Once a month,,arm1_control,60fe010f7d53d4e9cebf78a4,60fe010f7d53d4e9cebf78a4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:37,7/26/2022 10:38,IP Address,100.0,66.0,True,7/26/2022 10:38,R_3s6xPhiVngYldDs,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,24.0,Female,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/26/2022 10:43,7/26/2022 10:44,IP Address,100.0,60.0,True,7/26/2022 10:44,R_1PTMUgilTlGQO6d,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,4.0,2.0,0.0,Keep,False,False,24,False,175,W,U,16.0,24.0,1.0,576.0,5.1647859739235145,5,5.6,3.625,4,1.6666666666666667,6,3,1,4,2,2,3,1,0,3,3,1,1,1,2,7,3,0,False,True,False,True,True,False,True,False,True,True,60.0
73,2022-07-26 10:36:00,7/26/2022 10:48,IP Address,100,723,True,7/26/2022 10:48,R_1eQO5xl77ZrT8WJ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 9,360x640,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Disagree,Disagree,Slightly Agree,Disagree,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,A few times a year,,arm4_interactive,5f533cca31bf350009c01ac1,5f533cca31bf350009c01ac1,4,1,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 10:53,7/26/2022 10:54,IP Address,100.0,38.0,True,7/26/2022 10:54,R_1GyrJAobdok35Wi,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,29.0,Male,True,Scam,,Details,Real,Click,,Scam,,,Real,,Details,Real,,,Scam,,Details,Scam,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:58,7/26/2022 11:00,IP Address,100.0,85.0,True,7/26/2022 11:00,R_YbupbfmKqATQKch,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,2.0,3.0,0.0,Keep,False,False,24,False,70,B,U,16.0,29.0,0.0,841.0,4.248495242049359,7,4.0,3.875,A few times a year,1.0,8,1,1,4,4,4,2,2,0,6,2,2,2,2,0,5,5,0,True,True,True,True,False,True,False,True,True,True,80.0
