StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Lonely1,Lonely2,Lonely3,KeepResponse,PID
9/2/2022 19:00,9/2/2022 19:01,IP Address,100,29,TRUE,9/2/2022 19:01,R_2t4BVjAvUwNQHrq,,,,,anonymous,EN,Often,Hardly ever,Some of the time,"Yes, use the responses.",5bb2677fd8afe200018d0afc
9/2/2022 19:02,9/2/2022 19:02,IP Address,100,30,TRUE,9/2/2022 19:02,R_9nb0HJtdn3ZaJPj,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62e33513e972718797c9aaeb
9/2/2022 19:01,9/2/2022 19:03,IP Address,100,96,TRUE,9/2/2022 19:03,R_2RaJXs8nj2g6oDW,,,,,anonymous,EN,Some of the time,Often,Some of the time,"Yes, use the responses.",62c9990351a1fcfc4ea73063
9/2/2022 19:03,9/2/2022 19:04,IP Address,100,21,TRUE,9/2/2022 19:04,R_UhAIPXvoW8D7Q41,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5e63e24eaf3bd51660031dbe
9/2/2022 19:05,9/2/2022 19:06,IP Address,100,29,TRUE,9/2/2022 19:06,R_3EgpWdBC1zJYMn5,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62b7427cc592efd0177630a0
9/2/2022 19:06,9/2/2022 19:06,IP Address,100,32,TRUE,9/2/2022 19:06,R_3emjmpiooxJqyLz,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",60fe33f2c09a590f337fa973
9/2/2022 19:06,9/2/2022 19:06,IP Address,100,26,TRUE,9/2/2022 19:06,R_3JaQ7abQRAMI8aO,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6157d22b9998f96a77f41567
9/2/2022 19:06,9/2/2022 19:07,IP Address,100,50,TRUE,9/2/2022 19:07,R_yVDa9fQok3S3V2V,,,,,anonymous,EN,Often,Some of the time,Often,"Yes, use the responses.",62e02537aeee3cf7f450869e
9/2/2022 19:09,9/2/2022 19:09,IP Address,100,24,TRUE,9/2/2022 19:09,R_1rqUknwy2XPlFRd,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5c716382891e320001247549
9/2/2022 19:09,9/2/2022 19:10,IP Address,100,45,TRUE,9/2/2022 19:10,R_3kz8RCvgGd6hCED,,,,,anonymous,EN,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",628d5c6294846b1814f25d7e
9/2/2022 19:11,9/2/2022 19:11,IP Address,100,27,TRUE,9/2/2022 19:11,R_8B2yzZdSOgMvY4h,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5ee68971dde4ef4056079287
9/2/2022 19:11,9/2/2022 19:12,IP Address,100,77,TRUE,9/2/2022 19:12,R_1GBvp2aB3TXHvVc,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5ef1a79464e5837c95df3de8
9/2/2022 19:12,9/2/2022 19:12,IP Address,100,31,TRUE,9/2/2022 19:12,R_3rSsjYvUHnDqwbh,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",614e1599db14d8f3a5c1486a
9/2/2022 19:12,9/2/2022 19:12,IP Address,100,49,TRUE,9/2/2022 19:12,R_3m51syMEOeeaofD,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5baba0b2c1155b0001174383
9/2/2022 19:13,9/2/2022 19:15,IP Address,100,115,TRUE,9/2/2022 19:15,R_3EfA9qPr81IlBWE,,,,,anonymous,EN,Often,Some of the time,Often,"Yes, use the responses.",61074ae762b0186a302f1028
9/2/2022 19:16,9/2/2022 19:16,IP Address,100,39,TRUE,9/2/2022 19:16,R_2y3ljhVlzRsRSCo,,,,,anonymous,EN,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",614f68fe19bd10bb768e5e3b
9/2/2022 19:17,9/2/2022 19:18,IP Address,100,68,TRUE,9/2/2022 19:18,R_3CZAaGOK7Ve9fGj,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5ea120ed66031912aea618ae
9/2/2022 19:22,9/2/2022 19:22,IP Address,100,19,TRUE,9/2/2022 19:22,R_2aDM2dHRKOpw9Cb,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60fe11079929d4e3d9f31249
9/2/2022 19:24,9/2/2022 19:25,IP Address,100,31,TRUE,9/2/2022 19:25,R_2q3iURnYdRBrmqF,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5b3c65b1cf5e6a00018375fb
9/2/2022 19:23,9/2/2022 19:25,IP Address,100,82,TRUE,9/2/2022 19:25,R_10vKNBhcgaKJQFg,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5c3ebb97b3369c0001a94fea
9/2/2022 19:26,9/2/2022 19:27,IP Address,100,22,TRUE,9/2/2022 19:27,R_2pK7IY2XD1vCSnL,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5884593bd920ed0001fdccb4
9/2/2022 19:27,9/2/2022 19:27,IP Address,100,29,TRUE,9/2/2022 19:27,R_3McH8UqW1KXypf1,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",628494ff07588fd08c37117b
9/2/2022 19:28,9/2/2022 19:29,IP Address,100,57,TRUE,9/2/2022 19:29,R_3so8Q5JPCgNTjSA,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62f14bb75eaad1e10e24f48e
9/2/2022 19:28,9/2/2022 19:29,IP Address,100,79,TRUE,9/2/2022 19:29,R_3R2XqeSFQVBx5rP,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",609f528fba531c5195b6cd4e
9/2/2022 19:29,9/2/2022 19:29,IP Address,100,26,TRUE,9/2/2022 19:29,R_9YMmcztBGp9gHol,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",628db649ec2ce46bc626570f
9/2/2022 19:32,9/2/2022 19:32,IP Address,100,25,TRUE,9/2/2022 19:32,R_1o0f5v30qrZVV8a,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",601e13b872774f263d64acac
9/2/2022 19:34,9/2/2022 19:35,IP Address,100,48,TRUE,9/2/2022 19:35,R_2q7UaTXXpgEJPCd,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5c3ffeedc2d0b700017d0d5e
9/2/2022 19:35,9/2/2022 19:35,IP Address,100,28,TRUE,9/2/2022 19:35,R_2WO6aLGnKqaSHyQ,,,,,anonymous,EN,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",62b068bbd9bcb120d812de65
9/2/2022 19:35,9/2/2022 19:36,IP Address,100,31,TRUE,9/2/2022 19:36,R_shUlWkhk6uvUVrz,,,,,anonymous,EN,Often,Some of the time,Often,"Yes, use the responses.",5dad4c34b3446a0015e3de93
9/2/2022 19:38,9/2/2022 19:39,IP Address,100,18,TRUE,9/2/2022 19:39,R_2awAKHymFGaQFFh,,,,,anonymous,EN,Often,Some of the time,Often,"Yes, use the responses.",628eabb243fb4a73e29d9385
9/2/2022 19:39,9/2/2022 19:40,IP Address,100,52,TRUE,9/2/2022 19:40,R_1JQ48FxDZFlrrYY,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5e69d26e9452140389f5070f
9/2/2022 19:43,9/2/2022 19:45,IP Address,100,95,TRUE,9/2/2022 19:45,R_5n0zrb2zuDoFakF,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f084a7987a3fe028ff65b8a
9/2/2022 19:47,9/2/2022 19:47,IP Address,100,35,TRUE,9/2/2022 19:47,R_1mlTXJCLF8l4NNh,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",610587d63a8932ac5c188b79
9/2/2022 19:48,9/2/2022 19:48,IP Address,100,25,TRUE,9/2/2022 19:48,R_1qVdo26zNKzNLzn,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5755a4c33c680b00095db408
9/2/2022 19:48,9/2/2022 19:49,IP Address,100,20,TRUE,9/2/2022 19:49,R_UGgYgUEPf2AFaut,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5ff130909568d550c6e80d68
9/2/2022 19:48,9/2/2022 19:49,IP Address,100,17,TRUE,9/2/2022 19:49,R_2wTi2zJix469TxP,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",58d876b14240e50001190090
9/2/2022 19:49,9/2/2022 19:49,IP Address,100,27,TRUE,9/2/2022 19:49,R_3EDPUhud31JFljK,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",60fd1ef37a8a9201cbf7d588
9/2/2022 19:50,9/2/2022 19:50,IP Address,100,52,TRUE,9/2/2022 19:50,R_1IoTleGk4k8E3Ou,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62cf8b6eac8db5ea98343fbe
9/2/2022 19:51,9/2/2022 19:52,IP Address,100,19,TRUE,9/2/2022 19:52,R_3QDgfiqI5d7JECe,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",62ce35b697d7d717edaeee58
9/2/2022 19:52,9/2/2022 19:52,IP Address,100,24,TRUE,9/2/2022 19:52,R_8eI4qlHuBQ1IdAB,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",62785b6530a3dfd84d8fc34a
9/2/2022 19:52,9/2/2022 19:52,IP Address,100,49,TRUE,9/2/2022 19:52,R_2xYnA2moU5A98wV,,,,,anonymous,EN,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",6290d34243e9347c40bac608
9/2/2022 19:52,9/2/2022 19:53,IP Address,100,29,TRUE,9/2/2022 19:53,R_2ql4YRkfot8tJRc,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",62d5dd5dc11b253b5adcd544
9/2/2022 19:52,9/2/2022 19:53,IP Address,100,29,TRUE,9/2/2022 19:53,R_3FRnuq8IbZ2Frf8,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",6131801c70f5f49c3bdf7010
9/2/2022 19:53,9/2/2022 19:53,IP Address,100,27,TRUE,9/2/2022 19:53,R_2dFLhRheyE7ZaZE,,,,,anonymous,EN,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",62f8b410d6f862caef45f2ff
9/2/2022 19:51,9/2/2022 19:54,IP Address,100,124,TRUE,9/2/2022 19:54,R_ac4MW9v9D3Ihtkt,,,,,anonymous,EN,Some of the time,Often,Often,"Yes, use the responses.",610c8b382eab1a0ec7e9ed6a
9/2/2022 19:54,9/2/2022 19:54,IP Address,100,24,TRUE,9/2/2022 19:54,R_2OYIpUCrOAZDhOi,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5c11f8202b16ba0001c8b764
9/2/2022 19:55,9/2/2022 19:56,IP Address,100,35,TRUE,9/2/2022 19:56,R_1IXzOnuJ3nBRQIz,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5e56f656bf94b50b235ffc4e
9/2/2022 19:56,9/2/2022 19:57,IP Address,100,27,TRUE,9/2/2022 19:57,R_uyw7BIU4IZs4Z2h,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6111f29123e474c8788b6df3
9/2/2022 19:57,9/2/2022 19:58,IP Address,100,39,TRUE,9/2/2022 19:58,R_33xwymWvGssOONI,,,,,anonymous,EN,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",5c0e1a1b217d600001127f4c
9/2/2022 19:59,9/2/2022 20:00,IP Address,100,40,TRUE,9/2/2022 20:00,R_10PM87Fs7oEsHLR,,,,,anonymous,EN,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",5e2b0f49e0c1bf14ffba5b1b
9/2/2022 19:59,9/2/2022 20:00,IP Address,100,34,TRUE,9/2/2022 20:00,R_2zBn2PjqJm3CSQC,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",610070b566cfac0928d45dfe
9/2/2022 20:01,9/2/2022 20:02,IP Address,100,63,TRUE,9/2/2022 20:02,R_1eRGgGR3278U3s7,,,,,anonymous,EN,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",6150b0f1ea43af10285ea4b9
9/2/2022 20:02,9/2/2022 20:02,IP Address,100,33,TRUE,9/2/2022 20:02,R_cUBWV6GWbyUn4hb,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ac2b4889534ba0001c72843
9/2/2022 20:00,9/2/2022 20:03,IP Address,100,130,TRUE,9/2/2022 20:03,R_2aLDwVhw3W9TNaY,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62a39ad98ce3882e11e54d8f
9/2/2022 20:03,9/2/2022 20:03,IP Address,100,30,TRUE,9/2/2022 20:03,R_337sozI4X9lNU2o,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ea3c3f4c8a6d41d78e8f96c
9/2/2022 20:03,9/2/2022 20:03,IP Address,100,27,TRUE,9/2/2022 20:03,R_2UWTBMV0ieFvoSx,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62e16fb51640e18c6eae623f
9/2/2022 20:03,9/2/2022 20:05,IP Address,100,89,TRUE,9/2/2022 20:05,R_3Jyj71TruhLPzEe,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60c0d31119a69726ae0c2b13
9/2/2022 20:06,9/2/2022 20:06,IP Address,100,23,TRUE,9/2/2022 20:06,R_2uwyZYxkL6FOCg9,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5d33eba92fd5a40016e58abb
9/2/2022 20:06,9/2/2022 20:06,IP Address,100,26,TRUE,9/2/2022 20:06,R_3rMLIPh4Ul0mI80,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5fc5c6e3dfa8ca1557012d44
9/2/2022 20:09,9/2/2022 20:09,IP Address,100,29,TRUE,9/2/2022 20:09,R_2WvVgeewENeNCyY,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",58d92a1531506e0001447dd9
9/2/2022 20:14,9/2/2022 20:15,IP Address,100,32,TRUE,9/2/2022 20:15,R_01g4j9F8vHxXqqR,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",60859f820e5009a67adb3921
9/2/2022 20:12,9/2/2022 20:15,IP Address,100,130,TRUE,9/2/2022 20:15,R_DqR93UbWXERfz9L,,,,,anonymous,EN,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",5bd9f569eb22f2000183df4e
9/2/2022 20:13,9/2/2022 20:15,IP Address,100,86,TRUE,9/2/2022 20:15,R_1r3tMLNBPuW4Cfe,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",61210b5c3f465c51a7f4166a
9/2/2022 20:14,9/2/2022 20:15,IP Address,100,30,TRUE,9/2/2022 20:15,R_11WL6uJ3vfXYPGw,,,,,anonymous,EN,Often,Some of the time,Often,"Yes, use the responses.",62eb00af5bf0e4ad919dc849
9/2/2022 20:14,9/2/2022 20:15,IP Address,100,51,TRUE,9/2/2022 20:15,R_3qkYyzsSQfubVJo,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5e6abd7ad0380507b227ed31
9/2/2022 20:13,9/2/2022 20:16,IP Address,100,149,TRUE,9/2/2022 20:16,R_8qychWFpEL0APWF,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",606f72e12213160224d9ff25
9/2/2022 20:19,9/2/2022 20:19,IP Address,100,34,TRUE,9/2/2022 20:19,R_3dSQxQcoEbiiPmh,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62f55b431a8434d459748de2
9/2/2022 20:19,9/2/2022 20:20,IP Address,100,35,TRUE,9/2/2022 20:20,R_2alEYd9OJTSf37N,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",614f74c86e809d190daf00a4
9/2/2022 20:20,9/2/2022 20:21,IP Address,100,31,TRUE,9/2/2022 20:21,R_11bGwL5NmzYyjja,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5eb99edb442a490b4b80495c
9/2/2022 20:22,9/2/2022 20:23,IP Address,100,38,TRUE,9/2/2022 20:23,R_2xx9rvhxzENpk6J,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ee2e7bf21501a83d55642cd
9/2/2022 20:26,9/2/2022 20:26,IP Address,100,18,TRUE,9/2/2022 20:26,R_2yeDP9x91zJf4lE,,,,,anonymous,EN,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",6286575f2d911d52cff2db4e
9/2/2022 20:25,9/2/2022 20:26,IP Address,100,54,TRUE,9/2/2022 20:26,R_2Tt6k5gCKdzRXD6,,,,,anonymous,EN,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",62e0629e7fbb8a1907dade0e
9/2/2022 20:26,9/2/2022 20:26,IP Address,100,33,TRUE,9/2/2022 20:26,R_2dPT7Rf4x4RlVHL,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f0907cacd2a9f194b21eda8
9/2/2022 20:26,9/2/2022 20:26,IP Address,100,21,TRUE,9/2/2022 20:26,R_1EZNZvcDFzjlt5x,,,,,anonymous,EN,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",5c304ead89f0350001766c7d
9/2/2022 20:25,9/2/2022 20:27,IP Address,100,94,TRUE,9/2/2022 20:27,R_e9jSEBvR4s2L13r,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62ef104b5e9352c2ead31fde
9/2/2022 20:29,9/2/2022 20:29,IP Address,100,33,TRUE,9/2/2022 20:29,R_p9KExhrfzJdYcw1,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",614f345438466e99f20c3514
9/2/2022 20:29,9/2/2022 20:30,IP Address,100,28,TRUE,9/2/2022 20:30,R_1mfRYyfSbutVBUZ,,,,,anonymous,EN,Often,Some of the time,Often,"Yes, use the responses.",6112dccad39227e361c13866
9/2/2022 20:29,9/2/2022 20:30,IP Address,100,41,TRUE,9/2/2022 20:30,R_31BjqTjKvifZQMC,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62bdad093f129a724c4dd7b2
9/2/2022 20:29,9/2/2022 20:30,IP Address,100,58,TRUE,9/2/2022 20:30,R_33CGHIuj4RFcLrz,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",616b77ca71a5882a5c40cb2d
9/2/2022 20:34,9/2/2022 20:34,IP Address,100,29,TRUE,9/2/2022 20:34,R_2XmMlu9ZRVA9NRe,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60b9af795939f976cb74232a
9/2/2022 20:34,9/2/2022 20:35,IP Address,100,39,TRUE,9/2/2022 20:35,R_1LuShyjSIU5VrDb,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",5d37cbea0567d8001929b3f5
9/2/2022 20:41,9/2/2022 20:41,IP Address,100,22,TRUE,9/2/2022 20:41,R_5yEiI8rLDY8RP8J,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5b5c8d4e10aec90001ed4bee
9/2/2022 20:41,9/2/2022 20:41,IP Address,100,40,TRUE,9/2/2022 20:41,R_3MswgFqrKgYMdxE,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",604d89b62daa58a14da6c3f4
9/2/2022 20:44,9/2/2022 20:45,IP Address,100,58,TRUE,9/2/2022 20:45,R_3Ja5ZIk5d0vEooI,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5de312e0733464341f5327a0
9/2/2022 20:44,9/2/2022 20:45,IP Address,100,38,TRUE,9/2/2022 20:45,R_3FX16Mcxpg0f7qZ,,,,,anonymous,EN,Often,Some of the time,Some of the time,"Yes, use the responses.",61114a98f0ae7ee9ae2fb4a5
9/2/2022 20:45,9/2/2022 20:46,IP Address,100,51,TRUE,9/2/2022 20:46,R_3GCCR5dQOKEYD5T,,,,,anonymous,EN,Often,Often,Hardly ever,"Yes, use the responses.",62ebf4145a474bfa96e58189
9/2/2022 20:45,9/2/2022 20:46,IP Address,100,23,TRUE,9/2/2022 20:46,R_D97yYB5ZGn71bbz,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5edfb0770fb0722aa3839b6d
9/2/2022 20:46,9/2/2022 20:46,IP Address,100,29,TRUE,9/2/2022 20:46,R_pFta3ql854P2wxz,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5bb7d8139b5f7e0001d43a6c
9/2/2022 20:47,9/2/2022 20:47,IP Address,100,35,TRUE,9/2/2022 20:47,R_OK08NvezSIUpoc1,,,,,anonymous,EN,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",62bb23c919ebfd3b0448e942
9/2/2022 20:46,9/2/2022 20:48,IP Address,100,66,TRUE,9/2/2022 20:48,R_30xgLAaZhixAQ4V,,,,,anonymous,EN,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",5e1ec91406121f1f6cab0e0b
9/2/2022 20:47,9/2/2022 20:48,IP Address,100,31,TRUE,9/2/2022 20:48,R_2uJ30k9Sb3lZiDx,,,,,anonymous,EN,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5af1ce2686e4d20001a015ea
9/2/2022 20:48,9/2/2022 20:49,IP Address,100,48,TRUE,9/2/2022 20:49,R_a59tDSlwdjXTPR7,,,,,anonymous,EN,Often,Some of the time,Hardly ever,"Yes, use the responses.",5e87b4d3e28032100ce68eec
9/2/2022 20:51,9/2/2022 20:52,IP Address,100,29,TRUE,9/2/2022 20:52,R_1isoPyPSA9g4oj1,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6077adb46e3ab3f93679b084
9/2/2022 20:53,9/2/2022 20:53,IP Address,100,28,TRUE,9/2/2022 20:53,R_3R8TzSodIjPXQvH,,,,,anonymous,EN,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5e4718aac621bd1e5f0c2297
9/2/2022 20:58,9/2/2022 20:59,IP Address,100,61,TRUE,9/2/2022 20:59,R_2ffZLoPtCqzjRf6,,,,,anonymous,EN,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",6296d388775d1d958eb51045
9/2/2022 20:59,9/2/2022 20:59,IP Address,100,18,TRUE,9/2/2022 20:59,R_1LBuzXayNqtzez7,,,,,anonymous,EN,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",62b091722350e1bcc3d73528
9/2/2022 21:00,9/2/2022 21:01,IP Address,100,61,TRUE,9/2/2022 21:01,R_2RabiQUYLrZCaNN,,,,,anonymous,EN,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",62b4babe7f02be73f830f128
9/2/2022 21:00,9/2/2022 21:01,IP Address,100,49,TRUE,9/2/2022 21:01,R_cNfl6mZ5yukFYyt,,,,,anonymous,EN,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5d48f454fb0ce0001a050283
9/2/2022 21:01,9/2/2022 21:01,IP Address,100,40,TRUE,9/2/2022 21:01,R_1hYgku8ni753PzK,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5edd13e3858a15a07241964b
9/2/2022 21:01,9/2/2022 21:02,IP Address,100,48,TRUE,9/2/2022 21:02,R_1DwmgKBXkiQQqs6,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5eb24b26f30ede1a6ae46c14
9/2/2022 21:01,9/2/2022 21:02,IP Address,100,32,TRUE,9/2/2022 21:02,R_2P1iC5BDY5XiBph,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5be084ec4c397b0001ec3567
9/2/2022 21:05,9/2/2022 21:06,IP Address,100,37,TRUE,9/2/2022 21:06,R_2uE5r79FaQRpAk9,,,,,anonymous,EN,Often,Some of the time,Some of the time,"Yes, use the responses.",5e5220711b676824eb24c172
9/2/2022 21:06,9/2/2022 21:07,IP Address,100,27,TRUE,9/2/2022 21:07,R_30dw62OM3bBoVUK,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5f7f6143dc758b0fc54725f1
9/2/2022 21:07,9/2/2022 21:07,IP Address,100,27,TRUE,9/2/2022 21:07,R_25MccctZzbPyZhc,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62e42aaad0079d2ff8e97597
9/2/2022 21:07,9/2/2022 21:08,IP Address,100,52,TRUE,9/2/2022 21:08,R_1GrQmXbyBJGlLSp,,,,,anonymous,EN,Often,Some of the time,Some of the time,"Yes, use the responses.",5ec4f096205afa3fbeb19980
9/2/2022 21:09,9/2/2022 21:10,IP Address,100,22,TRUE,9/2/2022 21:10,R_tQWWOQUPBVPcHGV,,,,,anonymous,EN,Often,Some of the time,Often,"Yes, use the responses.",6110b1d94c31281dbc74fd8c
9/2/2022 21:11,9/2/2022 21:12,IP Address,100,52,TRUE,9/2/2022 21:12,R_1LRMPkKY5wIvUXm,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",608470c74942e7ffbe527dfc
9/2/2022 21:12,9/2/2022 21:13,IP Address,100,32,TRUE,9/2/2022 21:13,R_3RkZ3eV5O5naPSO,,,,,anonymous,EN,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",60ff632a01371d68a406f893
9/2/2022 21:19,9/2/2022 21:19,IP Address,100,31,TRUE,9/2/2022 21:19,R_1ghxTM6nfOUhnec,,,,,anonymous,EN,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",629bcd92a63c65d4b4786290
9/2/2022 21:21,9/2/2022 21:22,IP Address,100,38,TRUE,9/2/2022 21:22,R_1OHms2A8c7awT6D,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60d94719ae18aa216a520fc9
9/2/2022 21:25,9/2/2022 21:26,IP Address,100,32,TRUE,9/2/2022 21:26,R_1fjeSnG8z93yeKA,,,,,anonymous,EN,Often,Some of the time,Some of the time,"Yes, use the responses.",615d2c8c1f115ada18a68869
9/2/2022 21:26,9/2/2022 21:26,IP Address,100,32,TRUE,9/2/2022 21:26,R_1GE9S3LDSWDFl3V,,,,,anonymous,EN,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",5df197316552ef0ba4b25627
9/2/2022 21:26,9/2/2022 21:27,IP Address,100,21,TRUE,9/2/2022 21:27,R_245wlM4Mtq3JkYj,,,,,anonymous,EN,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",5c47cab451c26300012cdd41
9/2/2022 21:27,9/2/2022 21:27,IP Address,100,32,TRUE,9/2/2022 21:27,R_3JzoCH3ptDo813M,,,,,anonymous,EN,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",615c9083ffc1ce3be0325609
