StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,surveyArm,PROLIFIC_PID,PID
8/14/2022 22:08,8/14/2022 22:11,IP Address,100,146,TRUE,8/14/2022 22:11,R_5pdqRWZaGha4Ct3,,,,,anonymous,EN,Yes,,Safari,16,Macintosh,2560x1440,Some,Basically content,Most of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Agree,Agree,Agree,Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Once a month,arm1_control,5ee5708259c41a2a9ec1974f,5ee5708259c41a2a9ec1974f
8/14/2022 22:09,8/14/2022 22:11,IP Address,100,163,TRUE,8/14/2022 22:11,R_1K7w0yBA1tO5PQL,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Android 12,412x869,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Once a week,arm1_control,62c7675f57c59d78336f7386,62c7675f57c59d78336f7386
8/14/2022 22:09,8/14/2022 22:11,IP Address,100,164,TRUE,8/14/2022 22:11,R_RIhDAdFAE9XV3YB,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1536x864,Very little,Angry,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Once a month,arm3_tips,6115876c2cec0c96c418f906,6115876c2cec0c96c418f906
8/14/2022 21:54,8/14/2022 22:11,IP Address,100,1020,TRUE,8/14/2022 22:11,R_3EmvdGmDd3mI3dB,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,375x812,Very little,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Slightly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,A few times a week / Daily,arm2_generalinfo,5cee4e661c11bd001bfbb8f3,5cee4e661c11bd001bfbb8f3
8/14/2022 22:07,8/14/2022 22:11,IP Address,100,275,TRUE,8/14/2022 22:11,R_2aRCLBDli0Hua1d,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Once a month,arm4_interactive,6102d9868f6457ed455e4694,6102d9868f6457ed455e4694
8/14/2022 22:04,8/14/2022 22:11,IP Address,100,438,TRUE,8/14/2022 22:11,R_3nSBN3BmgxKQHyY,,,,,anonymous,EN,Yes,,Edge,104.0.1293.54,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Strongly Agree,Disagree,Slightly Disagree,Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Slightly Agree,A few times a week / Daily,arm3_tips,587674406e2f8d00015c6148,587674406e2f8d00015c6148
8/14/2022 22:10,8/14/2022 22:12,IP Address,100,134,TRUE,8/14/2022 22:12,R_2OGX8Tp3HeaTjB5,,,,,anonymous,EN,Yes,,Chrome,96.0.4664.110,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Once a week,arm2_generalinfo,57d6dd8d6598aa000199188b,57d6dd8d6598aa000199188b
8/14/2022 22:09,8/14/2022 22:12,IP Address,100,213,TRUE,8/14/2022 22:12,R_3G0uvAd7o94w5b7,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1664x1110,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,arm1_control,5d520a2a08c3b00019384072,5d520a2a08c3b00019384072
8/14/2022 22:09,8/14/2022 22:12,IP Address,100,173,TRUE,8/14/2022 22:12,R_pAcLIk9EpOBUmHL,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Once a month,arm3_tips,62e03441bfb0ad99b149ed99,62e03441bfb0ad99b149ed99
8/14/2022 22:09,8/14/2022 22:13,IP Address,100,240,TRUE,8/14/2022 22:13,R_r2xmHZreuk8cK2J,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,428x926,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,A few times a week / Daily,arm2_generalinfo,62f55b431a8434d459748de2,62f55b431a8434d459748de2
8/14/2022 22:08,8/14/2022 22:13,IP Address,100,265,TRUE,8/14/2022 22:13,R_26heEaK72ULF2br,,,,,anonymous,EN,Yes,,Safari iPhone,15.5,iPhone,414x896,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Disagree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a week,arm2_generalinfo,5d2def2b841b740019bfb7a7,5d2def2b841b740019bfb7a7
8/14/2022 22:10,8/14/2022 22:13,IP Address,100,153,TRUE,8/14/2022 22:13,R_aaVbehppwO3IoJH,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Android 12,412x883,Some,Frustrated,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,arm3_tips,5c3ebb97b3369c0001a94fea,5c3ebb97b3369c0001a94fea
8/14/2022 21:57,8/14/2022 22:13,IP Address,100,959,TRUE,8/14/2022 22:13,R_1o8ahcm7WD7qOf1,,,,,anonymous,EN,Yes,,Firefox,103,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Disagree,Once a week,arm4_interactive,55ae64defdf99b3f864653e7,55ae64defdf99b3f864653e7
8/14/2022 21:58,8/14/2022 22:14,IP Address,100,961,TRUE,8/14/2022 22:14,R_1FqErd7gwdAIBOq,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1440x900,Very little,Frustrated,Never,Government should do more to solve problems.,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,arm4_interactive,611063d6237395a47bc3c083,611063d6237395a47bc3c083
8/14/2022 22:09,8/14/2022 22:14,IP Address,100,294,TRUE,8/14/2022 22:14,R_3n95YzyNdY2HUZi,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1366x768,Some,Basically content,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a week / Daily,arm1_control,5f69ca3d8c30bb0008f456b5,5f69ca3d8c30bb0008f456b5
8/14/2022 22:09,8/14/2022 22:14,IP Address,100,274,TRUE,8/14/2022 22:14,R_3Pc6knGbBEC9XA1,,,,,anonymous,EN,Yes,,Chrome,102.0.5005.61,Macintosh,1440x900,Quite a lot,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Slightly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,A few times a year,arm3_tips,610761fce69907203f8b2488,610761fce69907203f8b2488
8/14/2022 22:07,8/14/2022 22:14,IP Address,100,402,TRUE,8/14/2022 22:14,R_2CrWH8iG5clocQ2,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,375x667,Some,Angry,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,arm3_tips,5eecf89bb465300e9b0d1141,5eecf89bb465300e9b0d1141
8/14/2022 21:43,8/14/2022 22:14,IP Address,100,1825,TRUE,8/14/2022 22:14,R_1jeWx8zwKQ1uUZH,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Once a week,arm2_generalinfo,5ad0f1934d061300011b0a4d,5ad0f1934d061300011b0a4d
8/14/2022 22:11,8/14/2022 22:14,IP Address,100,196,TRUE,8/14/2022 22:14,R_V25xLzYRBkMi2nT,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,CrOS x86_64 14909.100.0,1241x698,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,arm1_control,62f4fd58f48b7df0b0b16d2b,62f4fd58f48b7df0b0b16d2b
8/14/2022 22:08,8/14/2022 22:14,IP Address,100,388,TRUE,8/14/2022 22:14,R_339LJQRt1cJZXUb,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a week,arm4_interactive,580a494da38f4a00012ebfdc,580a494da38f4a00012ebfdc
8/14/2022 22:10,8/14/2022 22:14,IP Address,100,231,TRUE,8/14/2022 22:14,R_2TMo4pd4EcZfmwX,,,,,anonymous,EN,Yes,,Chrome iPhone,104.0.5112.88,iPhone,414x896,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Slightly Disagree,Strongly Disagree,Once a month,arm2_generalinfo,608f419aca75b2e96e577361,608f419aca75b2e96e577361
8/14/2022 22:12,8/14/2022 22:15,IP Address,100,163,TRUE,8/14/2022 22:15,R_2PiEDwPRJIq2RaY,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,414x736,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,arm2_generalinfo,6157d22b9998f96a77f41567,6157d22b9998f96a77f41567
8/14/2022 22:11,8/14/2022 22:15,IP Address,100,241,TRUE,8/14/2022 22:15,R_3Orx8PE6hd4Mefy,,,,,anonymous,EN,Yes,,Safari iPhone,14.1.2,iPhone,414x896,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Once a month,arm4_interactive,603586b312863f6333cb8492,603586b312863f6333cb8492
8/14/2022 22:12,8/14/2022 22:16,IP Address,100,209,TRUE,8/14/2022 22:16,R_vHLefenVXMv5Kfv,,,,,anonymous,EN,Yes,,Firefox,103,Windows NT 10.0,1536x864,Some,Frustrated,Most of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Once a month,arm2_generalinfo,5cc8039e3ef93000171c96b8,5cc8039e3ef93000171c96b8
8/14/2022 22:13,8/14/2022 22:16,IP Address,100,192,TRUE,8/14/2022 22:16,R_21bLwnKScxIYo2r,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a month,arm1_control,5e9b9b4f8513e30a1bb567f0,5e9b9b4f8513e30a1bb567f0
8/14/2022 22:13,8/14/2022 22:16,IP Address,100,160,TRUE,8/14/2022 22:16,R_1jSVKsxcMaCz4XY,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Quite a lot,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,arm1_control,62bdad093f129a724c4dd7b2,62bdad093f129a724c4dd7b2
8/14/2022 22:13,8/14/2022 22:16,IP Address,100,194,TRUE,8/14/2022 22:16,R_2YMyuiDEyTQf1Ti,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,arm1_control,61108c76bfe0c650edde817e,61108c76bfe0c650edde817e
8/14/2022 22:12,8/14/2022 22:16,IP Address,100,242,TRUE,8/14/2022 22:16,R_2t3ZBZe90KqMFaq,,,,,anonymous,EN,Yes,,Chrome,102.0.5005.61,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Once a month,arm4_interactive,60fee6b26d66c814c4f3a5b4,60fee6b26d66c814c4f3a5b4
8/14/2022 22:13,8/14/2022 22:16,IP Address,100,182,TRUE,8/14/2022 22:16,R_u2mKzpwWURTcD61,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Linux x86_64,1920x1080,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,A few times a week / Daily,arm4_interactive,5e2fb94ce0512d563ef46990,5e2fb94ce0512d563ef46990
8/14/2022 22:12,8/14/2022 22:17,IP Address,100,303,TRUE,8/14/2022 22:17,R_25scIeI7a46QDlo,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,arm3_tips,5fae4da3bf842d08cfd0dcc6,5fae4da3bf842d08cfd0dcc6
8/14/2022 22:12,8/14/2022 22:17,IP Address,100,283,TRUE,8/14/2022 22:17,R_3qWevcsoiDWHIIs,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1366x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,arm3_tips,62cbf0a272c4c044c572343c,62cbf0a272c4c044c572343c
8/14/2022 22:16,8/14/2022 22:17,IP Address,100,83,TRUE,8/14/2022 22:17,R_2CUlidJxQ7j9jgk,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1080x1920,Very little,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,A few times a week / Daily,arm1_control,5f38e87099a44d40b79e5009,5f38e87099a44d40b79e5009
8/14/2022 22:15,8/14/2022 22:17,IP Address,100,146,TRUE,8/14/2022 22:17,R_3Jtjh3pYEbZfWVP,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Some,Basically content,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a month,arm4_interactive,62dccf664ff0895a60cfdda2,62dccf664ff0895a60cfdda2
8/14/2022 22:08,8/14/2022 22:18,IP Address,100,544,TRUE,8/14/2022 22:18,R_RyIBg2Jgq8QqEJb,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1366x768,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,arm4_interactive,5ec4a156bc5aac3819ac52f2,5ec4a156bc5aac3819ac52f2
8/14/2022 22:15,8/14/2022 22:18,IP Address,100,170,TRUE,8/14/2022 22:18,R_2WO0twicvy1LARg,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.82.0,1366x768,Very little,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Once a month,arm1_control,5f0df5a03845a80dfb809e2f,5f0df5a03845a80dfb809e2f
8/14/2022 22:10,8/14/2022 22:18,IP Address,100,470,TRUE,8/14/2022 22:18,R_umE78WiMUC3uECJ,,,,,anonymous,EN,Yes,,Firefox,104,Windows NT 10.0,1536x864,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Once a month,arm2_generalinfo,62e8aea9ed8f939c6f6ce84d,62e8aea9ed8f939c6f6ce84d
8/14/2022 22:11,8/14/2022 22:18,IP Address,100,403,TRUE,8/14/2022 22:18,R_2cjvx7BArTs5oHa,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Disagree,Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,A few times a year,arm2_generalinfo,5f0c8f5f6eebd6645096a884,5f0c8f5f6eebd6645096a884
8/14/2022 22:15,8/14/2022 22:18,IP Address,100,184,TRUE,8/14/2022 22:18,R_2fiGNjhrJWCkhq0,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Never,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a week / Daily,arm3_tips,5de982609133860b2268f10e,5de982609133860b2268f10e
8/14/2022 22:15,8/14/2022 22:18,IP Address,100,236,TRUE,8/14/2022 22:18,R_2E4sWRG8m9OrSCR,,,,,anonymous,EN,Yes,,Edge,104.0.1293.47,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,A few times a year,arm3_tips,60d94719ae18aa216a520fc9,60d94719ae18aa216a520fc9
8/14/2022 22:15,8/14/2022 22:19,IP Address,100,185,TRUE,8/14/2022 22:19,R_2PhAJTedrgTmrTq,,,,,anonymous,EN,Yes,,Safari iPhone,15.4,iPhone,414x896,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,arm3_tips,6108bae61196a3bd6fc3a24b,6108bae61196a3bd6fc3a24b
