StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Employment,TotalIncome,Race,Education,Age_1,Gender,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,KeepResponse,PID
8/14/2022 21:27,8/14/2022 21:28,IP Address,100,79,TRUE,8/14/2022 21:28,R_1ocXHp1oNPQl7UM,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,23,Male,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",5cfff88a6775b90001e484f2
8/14/2022 21:26,8/14/2022 21:29,IP Address,100,162,TRUE,8/14/2022 21:29,R_81y17dVPvqak4il,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Bachelor degree,35,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,"Yes, use the responses.",5e69d26e9452140389f5070f
8/14/2022 21:27,8/14/2022 21:29,IP Address,100,81,TRUE,8/14/2022 21:29,R_3iEV1BLtLDXowqE,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more","White or Caucasian (Non-Hispanic),Asian American or Asian,Hispanic",Bachelor degree,32,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,5,No,No,"Yes, use the responses.",5bb7d8139b5f7e0001d43a6c
8/14/2022 21:27,8/14/2022 21:29,IP Address,100,75,TRUE,8/14/2022 21:29,R_1eWgkQunemrMiSS,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,25,Male,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",62b4aa27a561631cd454ddc1
8/14/2022 21:26,8/14/2022 21:29,IP Address,100,141,TRUE,8/14/2022 21:29,R_3iCMVGJ1y0GuxES,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,27,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",Yes,40,Not Sure,Yes,"Yes, use the responses.",62f92b4686cd9d5820339c45
8/14/2022 21:26,8/14/2022 21:29,IP Address,100,172,TRUE,8/14/2022 21:29,R_2fldUu6Ar1iit7D,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",Asian American or Asian,Bachelor degree,24,Male,,,,,No,"Yes, use the responses.",5c3ffeedc2d0b700017d0d5e
8/14/2022 21:26,8/14/2022 21:29,IP Address,100,188,TRUE,8/14/2022 21:29,R_8ekc2yfRKv0owYp,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,21,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",610902c41730d2e9f777d3bd
8/14/2022 21:27,8/14/2022 21:29,IP Address,100,101,TRUE,8/14/2022 21:29,R_DjAp7iGNEPuUYhP,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Graduate or professional degree,40,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,"Yes, use the responses.",6296d388775d1d958eb51045
8/14/2022 21:28,8/14/2022 21:29,IP Address,100,49,TRUE,8/14/2022 21:29,R_plYCvLNha0YLcoV,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",Hispanic,Some college but no degree,21,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",6019ee6f2f08d9171cce18cb
8/14/2022 21:27,8/14/2022 21:30,IP Address,100,161,TRUE,8/14/2022 21:30,R_1rH99WTjDKLyMHB,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,47,Female,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5a67725b63394a000155abbb
8/14/2022 21:29,8/14/2022 21:30,IP Address,100,51,TRUE,8/14/2022 21:30,R_bJVzzVTF38DicG5,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",Asian American or Asian,Bachelor degree,33,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",5e551a9020cb9e000b1e141f
8/14/2022 21:29,8/14/2022 21:30,IP Address,100,59,TRUE,8/14/2022 21:30,R_3m2W2ijJURxy3CQ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Some college but no degree,21,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",6112c77c4cb58daede378463
8/14/2022 21:30,8/14/2022 21:31,IP Address,100,73,TRUE,8/14/2022 21:31,R_bQ2U5lujrUtrlZL,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",37,Other,Someone claiming to be from the IRS (but wasn't),No,,No,No,"Yes, use the responses.",61272733b6c8fe076880e02c
8/14/2022 21:30,8/14/2022 21:31,IP Address,100,57,TRUE,8/14/2022 21:31,R_12zMVtdLKe4W7Yx,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,37,Male,Someone selling fraudulent goods or services,No,,No,Yes,"Yes, use the responses.",5c8f2ac8d7ecab0018d529aa
8/14/2022 21:29,8/14/2022 21:31,IP Address,100,122,TRUE,8/14/2022 21:31,R_2zTIJjvRNsqVEhb,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,32,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",627dedaa5bc0d8e9a6757447
8/14/2022 21:30,8/14/2022 21:31,IP Address,100,57,TRUE,8/14/2022 21:31,R_tVsz9vNafDmreEN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",Asian American or Asian,Bachelor degree,32,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Not Sure,,No,Yes,"Yes, use the responses.",57950da04a84da00014c5dbb
8/14/2022 21:29,8/14/2022 21:31,IP Address,100,142,TRUE,8/14/2022 21:31,R_eRiCHDWv3hwaulz,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,34,Female,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",60051d10e63710373daee6e7
8/14/2022 21:30,8/14/2022 21:33,IP Address,100,150,TRUE,8/14/2022 21:33,R_25DX5ws2Df2z3ax,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,44,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",610008383c0a128712403745
8/14/2022 21:29,8/14/2022 21:33,IP Address,100,254,TRUE,8/14/2022 21:33,R_1pQdfxxyDbccgbd,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,31,Male,,,,,No,"Yes, use the responses.",5e27868c5cbbcc0b3599574b
8/14/2022 21:32,8/14/2022 21:33,IP Address,100,72,TRUE,8/14/2022 21:33,R_1LheIe2NKEg1Fbm,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",37,Female,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5deb341d35575a2547b1f85a
8/14/2022 21:32,8/14/2022 21:33,IP Address,100,93,TRUE,8/14/2022 21:33,R_tYRGybuQF8qGgjn,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,31,Male,Someone claiming to be from the IRS (but wasn't),No,,No,No,"Yes, use the responses.",62f8b410d6f862caef45f2ff
8/14/2022 21:32,8/14/2022 21:34,IP Address,100,95,TRUE,8/14/2022 21:34,R_8CdlxXrLkuXH2ql,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,22,Male,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,"Yes, use the responses.",5e27fb1a28b7b6a0715e6991
8/14/2022 21:31,8/14/2022 21:34,IP Address,100,206,TRUE,8/14/2022 21:34,R_2TtO2zFisQtKVT4,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,40,Male,"Someone selling fraudulent goods or services,Other",No,,Yes,No,"Yes, use the responses.",62dd8cdbe3ed73f50c2974c0
8/14/2022 21:32,8/14/2022 21:34,IP Address,100,106,TRUE,8/14/2022 21:34,R_3lwHawDkznmLY7n,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",Hispanic,Some college but no degree,28,Male,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Not Sure,Not Sure,"Yes, use the responses.",5e455faf462e0802d9d9c3e2
8/14/2022 21:33,8/14/2022 21:34,IP Address,100,90,TRUE,8/14/2022 21:34,R_26gcfKJcc3XXY0d,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,29,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5c831db8d4f0a80015762b81
8/14/2022 21:31,8/14/2022 21:35,IP Address,100,190,TRUE,8/14/2022 21:35,R_2DV2ZuOUz0JtxZ7,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Bachelor degree,29,Other,Someone selling fraudulent goods or services,No,,No,Not Sure,"Yes, use the responses.",62d5844a8fcb262f38f5b64c
8/14/2022 21:33,8/14/2022 21:35,IP Address,100,94,TRUE,8/14/2022 21:35,R_vNzpT8XSC4W6KT7,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,27,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,"Yes, use the responses.",5edfb0770fb0722aa3839b6d
8/14/2022 21:33,8/14/2022 21:35,IP Address,100,97,TRUE,8/14/2022 21:35,R_AGKjLfXdq476KkN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,35,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,"Yes, use the responses.",60ebe5aeb6137d5f2b9f436f
8/14/2022 21:32,8/14/2022 21:36,IP Address,100,202,TRUE,8/14/2022 21:36,R_2aIuv0GSabpkuHE,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,57,Male,,,,,Yes,"Yes, use the responses.",59a88f5b321f870001d16d68
8/14/2022 21:34,8/14/2022 21:36,IP Address,100,129,TRUE,8/14/2022 21:36,R_3FQi9PKcvrg1dPQ,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999","White or Caucasian (Non-Hispanic),Asian American or Asian","High school degree or equivalent (e.g., GED)",20,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",62f729cf72d6a44760f5a91d
8/14/2022 21:36,8/14/2022 21:37,IP Address,100,64,TRUE,8/14/2022 21:37,R_3RyACq9R97KFn2J,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",Hispanic,Associate degree,21,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5fe3e85812f16c13abed7294
8/14/2022 21:36,8/14/2022 21:37,IP Address,100,59,TRUE,8/14/2022 21:37,R_3Jypb7zabSQTf2c,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,24,Female,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5db741cc04b632000a9a9800
8/14/2022 21:36,8/14/2022 21:37,IP Address,100,65,TRUE,8/14/2022 21:37,R_5arHwUPXStykWbf,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,26,Female,Other,No,,No,No,"Yes, use the responses.",6133ec0528678bc23c64b821
8/14/2022 21:35,8/14/2022 21:38,IP Address,100,151,TRUE,8/14/2022 21:38,R_2TYqGuHGxGVwvlp,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",Asian American or Asian,Bachelor degree,25,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",5c11f8202b16ba0001c8b764
8/14/2022 21:36,8/14/2022 21:38,IP Address,100,88,TRUE,8/14/2022 21:38,R_3fABxuLLNUTSZk8,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,54,Female,,,,,No,"Yes, use the responses.",5c753cfc25c76b00017068ab
8/14/2022 21:37,8/14/2022 21:38,IP Address,100,71,TRUE,8/14/2022 21:38,R_2PnaPMPDOxhXIds,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,45,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,No,"Yes, use the responses.",62cb092ae64ff078c3d8f5ba
8/14/2022 21:37,8/14/2022 21:38,IP Address,100,63,TRUE,8/14/2022 21:38,R_1C3lwamS5QRwPMX,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,31,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",60784b6bd338b4177ab61f75
8/14/2022 21:36,8/14/2022 21:38,IP Address,100,111,TRUE,8/14/2022 21:38,R_RRzjpKXln1nzI9H,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",African American or African (Non-Hispanic),Bachelor degree,29,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",614f58258eaf7063aa888d90
8/14/2022 21:36,8/14/2022 21:38,IP Address,100,115,TRUE,8/14/2022 21:38,R_2uJ36zZaKjZKstc,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,47,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5e29ada5d441690127fb5748
8/14/2022 21:37,8/14/2022 21:38,IP Address,100,88,TRUE,8/14/2022 21:38,R_21zx2v3s67R1CUa,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999","White or Caucasian (Non-Hispanic),Hispanic",Some college but no degree,24,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",56272eeeddff3c0011bcdb7e
8/14/2022 21:38,8/14/2022 21:38,IP Address,100,48,TRUE,8/14/2022 21:38,R_1mIW6eMG5wUhq9j,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,30,Male,Someone selling fraudulent goods or services,No,,No,Yes,"Yes, use the responses.",5e7027c5a2522d000bddb8f3
8/14/2022 21:38,8/14/2022 21:39,IP Address,100,76,TRUE,8/14/2022 21:39,R_3pnfB23NYt2UlFR,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,39,Female,,,,,Not Sure,"Yes, use the responses.",5892c29539f3830001767be0
8/14/2022 21:38,8/14/2022 21:39,IP Address,100,85,TRUE,8/14/2022 21:39,R_1mhomsEUYzuWAGq,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,30,Other,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",61743e9dc0bc8b79dc07f38b
8/14/2022 21:39,8/14/2022 21:40,IP Address,100,81,TRUE,8/14/2022 21:40,R_ZEMcmrye3hrFz7X,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,28,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",578e8bd7baec1b00016977c1
8/14/2022 21:38,8/14/2022 21:40,IP Address,100,112,TRUE,8/14/2022 21:40,R_3CTJygivGEpmNJJ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,39,Female,Someone selling fraudulent goods or services,Yes,45,No,Yes,"Yes, use the responses.",5f6ac5bcc5ebb41a6e24bc70
8/14/2022 21:39,8/14/2022 21:40,IP Address,100,95,TRUE,8/14/2022 21:40,R_DV7tIXmbl7rGYhP,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,40,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",6297d4ad03a1830f21d22cb1
8/14/2022 21:39,8/14/2022 21:41,IP Address,100,115,TRUE,8/14/2022 21:41,R_1NqPlHdyu4RQw6I,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Bachelor degree,25,Female,,,,,No,"Yes, use the responses.",62d10722afff4a32394d3934
8/14/2022 21:39,8/14/2022 21:41,IP Address,100,83,TRUE,8/14/2022 21:41,R_5jpO97UYcE2XRCN,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,25,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,"Yes, use the responses.",62af9569f665bc68c9ba99fb
8/14/2022 21:38,8/14/2022 21:41,IP Address,100,153,TRUE,8/14/2022 21:41,R_2b3Hpah2uRXYL3d,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",70,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5f4c8918f50c0e88c322a4d2
8/14/2022 21:17,8/14/2022 21:41,IP Address,100,1457,TRUE,8/14/2022 21:41,R_1FxkMfNuM5EBI98,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999","White or Caucasian (Non-Hispanic),Asian American or Asian",Some college but no degree,21,Other,"Someone claiming to be from the IRS (but wasn't),Other",No,,No,Yes,"Yes, use the responses.",60fcca95e527e0844a4d87d6
8/14/2022 21:40,8/14/2022 21:41,IP Address,100,73,TRUE,8/14/2022 21:41,R_vu9cZChKaNr08X7,,,,,anonymous,EN,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,52,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5c69f9dd4b5bb30001b3d31c
8/14/2022 21:41,8/14/2022 21:42,IP Address,100,67,TRUE,8/14/2022 21:42,R_3Pw1Dy47DYQV1cM,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",Asian American or Asian,Some college but no degree,20,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",62785b6530a3dfd84d8fc34a
8/14/2022 21:41,8/14/2022 21:42,IP Address,100,61,TRUE,8/14/2022 21:42,R_1MS4Y0xHRHrc9ub,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,21,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",5fda7349ea1be46f09e3bd4b
8/14/2022 21:41,8/14/2022 21:42,IP Address,100,88,TRUE,8/14/2022 21:42,R_31MKDgB7TpGqhEd,,,,,anonymous,EN,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some high school,50,Female,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",5ec4f096205afa3fbeb19980
8/14/2022 21:41,8/14/2022 21:42,IP Address,100,63,TRUE,8/14/2022 21:42,R_xFXKUJqd6w71VxT,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,26,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5bdc40912b9e8d0001b9f781
8/14/2022 21:41,8/14/2022 21:42,IP Address,100,73,TRUE,8/14/2022 21:42,R_1hyc0KIU7sqXhnI,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,31,Male,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",60ce6b0047a115f81d3b6658
8/14/2022 21:41,8/14/2022 21:42,IP Address,100,55,TRUE,8/14/2022 21:42,R_2wblYG6Ojj8bkOu,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,43,Female,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5dea5ba4446c901777bde897
8/14/2022 21:41,8/14/2022 21:43,IP Address,100,99,TRUE,8/14/2022 21:43,R_27BauXsMynrhOWQ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,23,Male,Someone selling fraudulent goods or services,Yes,30,No,No,"Yes, use the responses.",62da41769d6aef0f5bce6492
8/14/2022 21:42,8/14/2022 21:43,IP Address,100,64,TRUE,8/14/2022 21:43,R_1oGrFsiaDs9pnTq,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,33,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,"Yes, use the responses.",60f20b2fe513c31967922ad5
8/14/2022 21:42,8/14/2022 21:43,IP Address,100,99,TRUE,8/14/2022 21:43,R_xcvoQ0yMUzCZeBX,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,40,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,"Yes, use the responses.",614f608ac873640cf60c7750
8/14/2022 21:42,8/14/2022 21:43,IP Address,100,100,TRUE,8/14/2022 21:43,R_3lWxcej8Br8gN2j,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",Asian American or Asian,Some college but no degree,21,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",6111f29123e474c8788b6df3
8/14/2022 21:41,8/14/2022 21:43,IP Address,100,158,TRUE,8/14/2022 21:43,R_BYyaiSEdrfctrwt,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Bachelor degree,34,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",Yes,400,No,No,"Yes, use the responses.",62ddac755b3df6fa66b4a4c5
8/14/2022 21:42,8/14/2022 21:44,IP Address,100,100,TRUE,8/14/2022 21:44,R_C2NREaQOKHlkYw1,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",Hispanic,Some college but no degree,24,Female,Other,No,,No,Yes,"Yes, use the responses.",61011a06677b90bb175be6ef
8/14/2022 21:41,8/14/2022 21:44,IP Address,100,145,TRUE,8/14/2022 21:44,R_1FPrxuYhAJvrPsa,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",Hispanic,Bachelor degree,27,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",6297a75cd3f65c8152c48c2d
8/14/2022 21:41,8/14/2022 21:44,IP Address,100,170,TRUE,8/14/2022 21:44,R_2V7timIEIvQifVE,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,38,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5f3cdb4c3bb11cb825373e90
