,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
28,2022-07-29 19:41:00,7/29/2022 19:46,IP Address,100,278,True,7/29/2022 19:46,R_R1SKs4PejBslso9,,,,,anonymous,EN,,Yes,,Safari,15.4,Macintosh,1792x1120,Very little,Angry,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Once a week,,arm4_interactive,6266bb112b25f2d6a4ebef7e,6266bb112b25f2d6a4ebef7e,3,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,Click,,Real,Click,,Real,,,True,True,7/29/2022 19:51,7/29/2022 19:52,IP Address,100,51,True,7/29/2022 19:52,R_3qZPvTOIHLcaG3u,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Associate degree,49,Female,True,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Real,,,,,,True,False,7/29/2022 19:58,7/29/2022 19:59,IP Address,100.0,81.0,True,7/29/2022 19:59,R_1mxCArvcKvCuEoe,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,2,3.0,0.0,Keep,False,False,24,False
24,2022-07-29 19:41:00,7/29/2022 19:44,IP Address,100,132,True,7/29/2022 19:44,R_3KPZ7kxltz8hhAp,,,,,anonymous,EN,,Yes,,Safari,14.1.2,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Once a month,,arm1_control,60fde976c38e39d4ba3b1968,60fde976c38e39d4ba3b1968,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:44,7/29/2022 19:44,IP Address,100,45,True,7/29/2022 19:44,R_1ls3vHKufeawlus,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,23,Female,True,Real,,,Real,Click,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,,,,True,False,7/29/2022 19:47,7/29/2022 19:48,IP Address,100.0,65.0,True,7/29/2022 19:48,R_3PvsctT4wJHf4Tw,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,0,1,2.0,0.0,Keep,False,False,24,False
27,2022-07-29 19:42:00,7/29/2022 19:45,IP Address,100,183,True,7/29/2022 19:45,R_2qynU1zklMNZOmq,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Once a week,,arm1_control,5adf9727eb6040000153a677,5adf9727eb6040000153a677,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:45,7/29/2022 19:46,IP Address,100,54,True,7/29/2022 19:46,R_3iP6XAEt10AYwh2,,,,,anonymous,EN,"Disabled, not able to work","$80,000 - $99,999","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Bachelor degree,34,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Real,Click,,Real,,Details,Real,,,Real,,,,,,True,False,7/29/2022 19:50,7/29/2022 19:52,IP Address,100.0,130.0,True,7/29/2022 19:52,R_217yg6jQabOcx9c,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,50,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,1,2,4.0,0.0,Keep,False,False,24,False
30,2022-07-29 19:43:00,7/29/2022 19:48,IP Address,100,268,True,7/29/2022 19:48,R_eXo5yMwTvTdOAud,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Agree,Slightly Agree,Strongly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm2_generalinfo,60fee4900df86713b669fe90,60fee4900df86713b669fe90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:48,7/29/2022 19:48,IP Address,100,47,True,7/29/2022 19:48,R_Xp2Nb9hx7c6CIEN,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,22,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,True,True,7/29/2022 19:50,7/29/2022 19:52,IP Address,100.0,98.0,True,7/29/2022 19:52,R_AcXs3F7K0HXNK8h,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,3,1,4.0,0.0,Keep,False,False,24,False
29,2022-07-29 19:43:00,7/29/2022 19:47,IP Address,100,217,True,7/29/2022 19:47,R_dnWblH36CmfbZ0R,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Once a month,,arm2_generalinfo,605ecd69c2dcf55416af0f6c,605ecd69c2dcf55416af0f6c,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:47,7/29/2022 19:48,IP Address,100,63,True,7/29/2022 19:48,R_2f88a5ba3P4hktw,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",African American or African (Non-Hispanic),Some college but no degree,24,Female,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,,,,True,False,7/29/2022 19:51,7/29/2022 19:52,IP Address,100.0,72.0,True,7/29/2022 19:52,R_2uWjrk3FH2Dfzu8,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,2,3,2.0,0.0,Keep,False,False,24,False
32,2022-07-29 19:44:00,7/29/2022 19:48,IP Address,100,259,True,7/29/2022 19:48,R_1rJkVLozApgFiYh,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Disagree,Once a month,,arm4_interactive,60dbf6f5a1694ed71ee0fd7f,60dbf6f5a1694ed71ee0fd7f,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/29/2022 19:56,7/29/2022 19:58,IP Address,100,102,True,7/29/2022 19:58,R_22l71x1bgwRFl7W,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,33,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,,,,True,False,7/29/2022 20:01,7/29/2022 20:03,IP Address,100.0,72.0,True,7/29/2022 20:03,R_PYfSRIqSjWO7Lyx,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True,3,4,2.0,0.0,Keep,False,False,24,False
33,2022-07-29 19:45:00,7/29/2022 19:49,IP Address,100,233,True,7/29/2022 19:49,R_3j0CbvI8t8YRATa,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 10,412x846,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Strongly Agree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Once a week,,arm3_tips,5ed841ca5833de34c634851d,5ed841ca5833de34c634851d,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:49,7/29/2022 19:49,IP Address,100,42,True,7/29/2022 19:49,R_3Dwsk3cfltzWzfX,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",39,Female,True,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/29/2022 19:52,7/29/2022 19:53,IP Address,100.0,42.0,True,7/29/2022 19:53,R_2rUQm1yFaUSdIUJ,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,1,0.0,0.0,Keep,False,False,24,False
35,2022-07-29 19:45:00,7/29/2022 19:50,IP Address,100,255,True,7/29/2022 19:50,R_27pWxlCdwG5t8CL,,,,,anonymous,EN,,Yes,,Chrome,93.0.4577.62,Android 11,385x854,Very little,Frustrated,Never,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Agree,Agree,Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm3_tips,62e1ac27961f3e729c0cf5fd,62e1ac27961f3e729c0cf5fd,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:50,7/29/2022 19:51,IP Address,100,50,True,7/29/2022 19:51,R_TvzBvJRlmf03J7j,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",African American or African (Non-Hispanic),Some college but no degree,29,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/29/2022 19:56,7/29/2022 19:57,IP Address,100.0,89.0,True,7/29/2022 19:57,R_WptCKJ8RoL748XD,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Other",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,2,3.0,0.0,Keep,False,False,24,False
31,2022-07-29 19:46:00,7/29/2022 19:48,IP Address,100,123,True,7/29/2022 19:48,R_u4X7pUTvy0T9x3r,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm1_control,5df5888b61b48a3dd970d282,5df5888b61b48a3dd970d282,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:48,7/29/2022 19:49,IP Address,100,29,True,7/29/2022 19:49,R_3l0fHhj90gJp9wl,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,40,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/29/2022 19:51,7/29/2022 19:52,IP Address,100.0,44.0,True,7/29/2022 19:52,R_2zwJ2cXrptcnnmO,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,0,0,0.0,0.0,Keep,False,False,24,False
36,2022-07-29 19:46:00,7/29/2022 19:50,IP Address,100,245,True,7/29/2022 19:50,R_2rJFFh3Kwnn9xho,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,393x851,Very little,Angry,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm1_control,60ad522dcc568c0204b2d2b1,60ad522dcc568c0204b2d2b1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:50,7/29/2022 19:52,IP Address,100,80,True,7/29/2022 19:52,R_2P4DETGXfgOe9vh,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,39,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Real,,,Scam,,,True,True,7/29/2022 19:55,7/29/2022 19:56,IP Address,100.0,44.0,True,7/29/2022 19:56,R_3NyLypLfeBp5wkr,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,Yes,Often,Some of the time,Often,"Yes, use the responses.",True,1,True,2,4,0.0,0.0,Keep,False,False,24,False
34,2022-07-29 19:47:00,7/29/2022 19:49,IP Address,100,136,True,7/29/2022 19:49,R_2tysmfcVL5dKGOJ,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x812,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,5f4878b5d5ce10216efa9fd0,5f4878b5d5ce10216efa9fd0,4,0,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/29/2022 19:51,7/29/2022 19:52,IP Address,100,50,True,7/29/2022 19:52,R_1MYSpaj4Vm26TBi,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Hispanic,Bachelor degree,33,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Real,,,,,,True,False,7/29/2022 19:53,7/29/2022 19:55,IP Address,100.0,62.0,True,7/29/2022 19:55,R_Y95hxg1wpaR3nJ7,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,0,2,2.0,0.0,Keep,False,False,24,False
39,2022-07-29 19:48:00,7/29/2022 19:52,IP Address,100,231,True,7/29/2022 19:52,R_1gjWlKZYUHahDGu,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm2_generalinfo,6102c2bafd71006cf4fcbd67,6102c2bafd71006cf4fcbd67,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:52,7/29/2022 19:53,IP Address,100,58,True,7/29/2022 19:53,R_1EXz6JvWvo4VLc5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999","White or Caucasian (Non-Hispanic),Hispanic,Native American, Native Hawaiian or Pacific Islander",Bachelor degree,26,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/29/2022 19:58,7/29/2022 19:59,IP Address,100.0,77.0,True,7/29/2022 19:59,R_3HAHvcfNeCeoT73,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Often,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,2,3,2.0,0.0,Keep,False,False,24,False
42,2022-07-29 19:48:00,7/29/2022 19:54,IP Address,100,350,True,7/29/2022 19:54,R_1In6jxFniiNrmEi,,,,,anonymous,EN,,Yes,,Firefox,92,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Once a month,,arm3_tips,62e31a9ce71b2e2da6fafbd4,62e31a9ce71b2e2da6fafbd4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:54,7/29/2022 19:56,IP Address,100,86,True,7/29/2022 19:56,R_2Bm3gdqUQJGEZCh,,,,,anonymous,EN,"Not employed, looking for work","$150,000 or more",African American or African (Non-Hispanic),Bachelor degree,21,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,,,,True,False,7/29/2022 20:04,7/29/2022 20:08,IP Address,100.0,237.0,True,7/29/2022 20:08,R_3D2zRg2G7N7W7Km,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,3,4,4.0,0.0,Keep,False,False,24,False
37,2022-07-29 19:49:00,7/29/2022 19:52,IP Address,100,159,True,7/29/2022 19:52,R_2wjoUjyPRTiY5Zw,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Once a month,,arm3_tips,6103494acb49b118fdcf2db5,6103494acb49b118fdcf2db5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:52,7/29/2022 19:53,IP Address,100,37,True,7/29/2022 19:53,R_3O0J4bRD0FIvCNG,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,23,Female,True,Real,,,Scam,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,,,,True,False,7/29/2022 19:54,7/29/2022 19:55,IP Address,100.0,75.0,True,7/29/2022 19:55,R_1lmbzfo2qMR837U,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,1,1,2.0,0.0,Keep,False,False,24,False
38,2022-07-29 19:50:00,7/29/2022 19:52,IP Address,100,154,True,7/29/2022 19:52,R_xFSadIfWxXWhFER,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.71,Windows NT 10.0,1366x768,Some,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Agree,Neither Agree nor Disagree,Agree,Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a year,,arm4_interactive,62ca2dea83218e16c9910144,62ca2dea83218e16c9910144,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/29/2022 19:56,7/29/2022 19:56,IP Address,100,32,True,7/29/2022 19:56,R_3DpA6yOxPeOZ8j3,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,31,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,True,True,7/29/2022 19:59,7/29/2022 20:02,IP Address,100.0,175.0,True,7/29/2022 20:02,R_1pnXMzVz62mTtGH,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,0,4.0,0.0,Keep,False,False,24,False
40,2022-07-29 19:50:00,7/29/2022 19:52,IP Address,100,120,True,7/29/2022 19:52,R_2wyK4BJgGVjYR3u,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,A few times a week / Daily,,arm1_control,62e3ea3dbade9cf532ebebfe,62e3ea3dbade9cf532ebebfe,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:52,7/29/2022 19:53,IP Address,100,39,True,7/29/2022 19:53,R_2U2V1X6zcvBGH1k,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,32,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/29/2022 19:55,7/29/2022 19:55,IP Address,100.0,47.0,True,7/29/2022 19:55,R_24NtNki7xsaa7UN,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,0,1,0.0,0.0,Keep,False,False,24,False
